Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,3-Hydroxyechinenone,"8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,CL(72:8),Cer(24:1),Cycloartenol acetate,DG(18:0),DG(18:3),DG(20:1),DG(24:0),DG(32:0),DG(34:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:0),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),Diadinochrome,GalCer(d18:3),GalCer(d20:3),GalCer(d22:3),Ginsenoside F1,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:1),PC(32:2),PC(32:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(34:4),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(40:2),PC(42:1),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),PS(38:4),Phytosphingosine,SPB 18:0;2OH,SQDG(30:0),SQDG(32:0),SQDG(34:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Sphinganine,TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(40:1),TG(42:0),TG(42:1),TG(42:2),TG(44:0),TG(44:1),TG(44:2),TG(44:3),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:2),TG(60:3),TG(60:4),TG(60:5),TG(60:6),TG(62:5),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI533997,17986.96067,214427.3644,1170345.566,97446.16331,52869.24806,50538.77355,5064.068515,668001.3692,943009.8252,1048997.612,50254.41329,415030.3542,7264.154602,8861.789399,68040.14169,231380.5673,23681064.15,141803.9596,2125741.202,652278.0206,8301.42881,1615516.96,1634723.835,1188599.585,31664.19879,303902.7155,47876.12389,159488.7433,1435474.506,598044.6754,1170510.807,379212.8928,800792.5146,13831842.4,167918.6383,1818829.906,414482.5778,33690581.38,443546.7199,204820.4882,195377.6726,27470.74418,8490.238279,132503.9668,74827.91342,20644.07062,217118.218,223891.9178,658696.5567,1651292.026,468908.1859,445881.7646,43286.32121,362016.3355,624245.3718,144283.4133,2995049.221,318.4664136,51241.42269,6944534.493,2110548.02,4953868.327,133712529.4,110181.0177,42819.72572,49127.52834,66542.58064,24942.63729,296926.741,19275.89829,58864.60239,22980.96472,9575382.976,11164799.52,24513534.09,7608398.495,27907.28308,1666794.401,2044729.79,4007390.068,4772622.619,982564.9368,204711.5859,40682.52696,61508.60402,59861.15952,1906.847162,3630.332785,41512.83186,10322.03643,11062.53973,209852.5927,41014.36371,1656245.134,8596331.88,1114508.742,856786.3972,94345.62075,3275154.141,1424390.989,89603.46379,437254.8749,867099.1825,10791.98592,14152.35202,98934.28777,36148.71567,15818.07589,1802831.988,19015.51144,68867.5802,201859.286,5434955.028,25932.44649,253474.829,112012.3209,249857.6653,2770415.909,18074.35552,10163.76415,137006.0155,100471.1016,30673.67303,1949.299137,56242.60134,3144.708975,8587.751388,15772.7897,11187.09286,2382.488238,4742.328843,13780.6617,19219.82542,20162.97822,26774.56663,62854.15207,15427.80938,11062.8968,20293.71584,13426.77808,40108.5197,65372.50905,186026.2658,129739.3091,16588.44164,20284.89037,20294.65027,37764.12863,213683.4508,522247.1411,442649.1612,738182.6327,667037.7505,14233.49656,23045.78229,101423.749,182748.4085,225964.5957,443589.4807,1951781.93,678371.2806,329149.3211,10032.04067,3558.875637,2501.582139,6577.981678,8866.695764,9986.190467,4045.377545,2504.146678,2041.026193,1485.397742,1811.797177,744.3646471,653.8275521,2397.851354,4140.10736,2428.29457,431.3615512,59041.84214,173541.8403,144132.7865,1097827.663,42216.02282,379663.9606,11261306.83,561782.4947,11282.85956,13817.77585,171795.0188,4946.937229,28257.69062,2394958.661,98411.58695,34542.09231,14583.13477
PI533967,4678.097485,185872.9032,1044447.482,131668.2216,67202.78032,50223.83914,3032.25867,589917.8417,1023320.156,1097478.271,71642.24874,441000.4822,6550.322265,9161.212217,55932.70988,213158.6045,23393712.91,205510.0768,2361869.071,505967.4048,9488.551211,1731528.858,1757616.561,1038646.412,27894.54715,147155.0373,52961.24815,163417.2218,1750574.751,605603.3263,1455742.308,399504.1571,988191.572,14289425.26,189326.3877,1641954.727,419758.8917,34191631.81,469403.7023,231969.9098,218798.2739,27124.92058,1879.102556,250854.9211,143060.5609,40015.66522,188158.2712,193903.1568,647931.9928,1761722.738,580482.5212,465937.9583,90463.77822,378430.4682,864380.4656,205346,3025193.474,187.5439163,67585.82681,7059749.471,2272655.756,5453790.304,130767413,189041.5741,44445.11895,60248.66713,179660.9657,47686.85807,436319.6461,29498.3049,65688.78972,18054.49265,14745876.32,11813255.73,37605777.2,8338201.008,41051.16871,2106069.541,2880961.531,7334377.014,7611508.202,1055432.239,215464.3656,63137.5458,124437.619,76699.33906,2832.715091,2996.57822,71182.37353,20007.83283,22609.08773,204692.1883,41544.50529,2144649.536,11113396.85,1160276.835,896962.5733,91984.64099,4392411.476,1631315.481,81218.29121,467617.1504,833552.3869,15390.94229,36635.92362,105602.5195,23323.67792,23871.07882,2167463.713,36789.73614,100125.0888,267190.5014,6965263.822,42785.17871,266240.9319,152967.9692,334446.3623,3900700.668,11661.83912,7770.980162,137411.1908,92644.38208,34508.95457,1433.208599,57258.63211,2876.824503,4723.482483,16265.61783,9265.667519,1329.908231,1267.590391,14974.40382,16851.19842,14391.73148,5482.519708,49753.65438,13346.73552,9542.67874,4530.515337,5712.681668,12906.37468,57736.02063,142394.9826,82757.31846,12323.19252,7382.943156,4331.283628,31611.4742,194331.1034,622163.2884,445459.8702,650047.722,498429.7736,10356.6178,23770.23088,97234.36478,176243.1381,177627.6694,571050.8722,2582145.808,729995.999,285180.5955,14283.86456,2998.65739,2813.565425,6973.82166,9293.174706,14181.88796,6936.02557,2077.835099,1252.952577,1569.74718,1487.553134,595.2143591,520.2869805,2321.585545,3854.725321,1894.649147,378.705175,49893.62869,159149.7459,133897.1624,1079886.71,32322.89181,154715.7747,10463888.6,619259.9162,20489.15356,21292.32797,170902.3169,10804.64076,54689.78464,3934880.142,140593.533,50450.15499,22219.49222
PI576428,4956.095156,323154.2922,1088514.122,169979.6156,42701.98158,52613.53343,3466.769668,584212.9228,849712.396,884927.4832,46952.86776,308715.1268,9888.891762,11570.40173,109398.6107,212463.9258,20129834.01,136647.8972,1937255.038,644891.0234,12574.1157,1459882.365,1601469.274,982727.3135,34506.44739,207389.2097,53364.47531,192016.7919,1620888.046,610963.6744,1010689.579,390966.6346,773517.9894,11117008.54,171575.6311,1620694.332,391773.045,27925813.13,403462.206,183631.7057,182176.4968,23962.33736,2889.17794,114875.7355,74461.38634,19124.95415,325572.0678,340641.1272,764486.6704,1887404.429,453505.4367,385828.1957,38592.82275,310133.4269,600206.5511,145101.1559,2536487.399,276.4594349,35475.03727,5613544.135,2138659.538,5063210.657,115781496.7,101992.6356,41168.75342,46234.4003,64463.29613,24820.46145,324959.7766,21266.30772,63068.06177,21235.99092,10128408.32,9462052.219,26270680.12,5396513.091,27935.7337,1857792.233,2276256.266,3991591.264,5127425.478,959525.0609,190429.923,44912.51584,55656.07949,74085.47416,2402.513226,4046.213946,29260.33155,9562.476194,9641.344839,179667.7561,44187.77704,1870777.63,9037596.404,1027106.658,813825.6594,94445.68559,3608597.78,1375377.044,74598.42513,362028.9417,666302.8309,11031.39712,16187.56588,145578.5783,30216.91379,12983.78491,1422786.064,25431.64312,50523.40744,186797.5675,4310725.511,25681.26857,208002.6708,106588.2231,242162.4481,2278305.611,15108.45455,4335.33548,105328.9927,67994.82316,26941.96589,1242.90524,43859.86985,2877.029511,3712.32138,17691.78315,9290.725063,1766.391837,1436.169978,15794.93645,14583.02535,12860.5684,4780.930025,60080.58902,19190.21334,11571.14762,8609.124029,3680.452534,8285.649506,69846.64807,217085.8125,126352.9007,11835.79127,11148.58453,6340.824538,36962.21998,234767.2433,605668.2693,640662.3913,983082.5824,700725.531,12408.17606,26475.95734,107089.6917,219007.6933,321913.6476,781038.0361,3423597.539,1169042.223,456782.0961,20355.51298,4393.170398,4403.536795,15196.67777,8986.338536,20143.80418,9514.809472,3309.124525,2044.236217,2008.172456,2696.548535,823.6653158,600.621669,3690.07205,6624.320515,2751.433842,609.9778225,57230.36341,178578.0584,139397.3169,1274144.475,25441.98251,171593.8457,11091190.1,687325.756,14501.73104,13770.59665,139968.6467,6012.686169,33194.97627,2318455.126,93153.88895,37764.77435,16531.39801
PI655991,4695.823075,241203.21,1215922.741,98978.38807,45671.90104,61252.06217,6008.580183,567501.9518,879297.2486,911082.4077,57314.16952,458462.6897,11062.29275,10634.05359,62063.07137,230904.5266,21881331.25,133973.8799,2050334.824,725026.1727,7229.651891,1502963.747,1755824.205,1047613.019,21763.65914,177091.8227,49012.60639,178162.7711,1629348.788,637408.4978,1256507.252,355370.0812,778550.3177,12394602.3,159294.9837,1632523.267,380207.6243,30177380.09,405616.0189,186381.4567,191779.1843,25853.19641,2513.068219,122528.0358,65617.04137,18986.31706,238432.2699,250361.0977,864825.0053,2071660.302,437381.6001,441630.6323,48932.21469,344993.3217,579057.5221,153131.46,2746047.841,300.6512217,50960.38056,6561132.328,2131585.158,4785089.101,129590231.7,102131.9497,48988.82898,63880.19991,67477.68989,21872.34676,379748.972,24389.11982,63742.50376,16069.01759,11389909.28,11927662.2,29562421.52,7275445.318,24007.38148,1736329.189,2414577.011,4942027.212,5434790.247,924791.7971,213837.4536,43441.17699,85183.97551,64233.14968,3905.081764,3535.69358,67738.40352,9493.158762,9847.977442,196964.6779,62921.47072,1935926.045,9547705.103,1134288.847,849924.3873,100109.6954,3866802.912,1542860.798,83173.86419,379600.7913,707010.3922,11795.75215,17156.98668,94629.49708,34252.79997,13746.90968,1638412.544,23237.1737,65970.09668,204296.3954,4739440.502,29959.71626,209688.6498,110252.7059,249867.7902,2496024.355,17126.40015,6751.645653,330806.0794,213970.8408,80670.6421,2640.566477,131527.8598,7950.158708,8515.111792,45377.57245,23345.34844,2240.122341,2079.942151,20995.43423,18833.94283,21567.1562,6924.733579,67256.96988,21484.8827,14733.60183,6166.404905,4764.392696,10286.68816,68634.83341,149643.2259,86516.30655,12124.95257,7229.901991,5920.202567,42504.08797,228785.1508,676555.9955,419271.3932,591477.9669,453468.3298,21470.03054,34937.43418,140712.0727,203610.5939,222196.4684,502535.5748,1999111.78,610163.6391,269488.8472,11497.76982,4562.307301,3593.896153,6591.401218,8219.896793,9788.708531,4360.339385,2644.248649,1529.740853,1723.637891,1495.861614,1028.132255,776.1081972,2458.488933,3923.810073,1822.125602,379.0644296,54686.87921,191022.7407,158892.2886,1441374.964,33405.17875,210747.8523,11717659.53,744989.0884,13040.58198,13581.58272,223964.3925,45328.18672,161411.3298,11767484.39,154513.9089,51482.13288,22151.05336
PI534163,4776.793554,251476.167,1171091.484,96913.94498,53772.4884,58711.67755,4569.040073,469162.7215,695510.8142,776248.6713,35030.62881,275339.5441,11978.42016,10080.21692,58316.23099,213529.8231,18441561.14,123152.2517,1669283.025,603971.7056,13917.80608,1160630.827,1416213.415,925455.7956,17701.9174,150793.525,43326.05152,122991.9905,1154001.028,496282.5046,872741.4103,287309.5051,611486.6468,10071549.1,129520.0054,1428849.508,327834.6203,24312298.1,344839.3816,149251.1911,151954.756,19466.29683,2210.513606,105874.5673,69465.16204,15964.75354,237241.0537,257042.6166,584948.5407,1884211.615,366030.7801,354777.4095,42031.69601,320049.98,535258.4618,124630.2706,2336304.999,287.1111901,35944.39314,4899315.243,1631341.107,4060259.4,106829873.1,113004.2771,32763.45853,34394.63288,66421.80497,23155.05262,325241.8706,18825.41056,49705.21849,15729.11679,9472518.068,11120349.96,24465695.48,5932492.857,22682.4437,1731162.604,1843652.502,3359706.842,4526619.187,966127.8932,191570.7075,40280.82458,55186.64491,54777.04069,1804.467655,3227.065016,81245.36821,7982.376926,10091.2166,153591.0969,48297.96178,1500373.861,7540076.906,957422.9481,731775.372,79123.76479,3091710.831,1315647.26,77821.71156,326962.9727,541260.4298,8262.38836,18702.77068,139227.2938,32940.26532,14215.21431,1456010.357,26523.93722,48914.82555,170552.1341,4473144.633,29270.28348,203475.3574,96831.27508,225742.3037,2284870.093,16470.13286,4314.497411,119811.6568,69770.25396,30004.98573,1094.809261,46081.58938,3163.734262,3257.442343,21764.91012,6484.726835,1056.754053,1208.487029,13248.33815,19423.68585,14169.92897,6869.93758,61056.00488,11299.41897,8583.967705,7910.372108,3537.726594,18137.62419,65343.13782,184823.7189,117045.7152,9269.94973,10752.55689,7779.814246,38897.36932,221765.9436,508292.5114,375524.9289,570939.8592,490104.3436,11557.53363,24662.11959,98044.38295,178260.0025,192306.9267,388811.5545,1570432.537,503830.2815,227308.2259,25646.2601,3060.73101,2716.737283,6491.145849,8501.519272,9143.238082,3775.106478,2457.078921,1438.985333,1686.816541,1514.030822,664.0322377,485.2262471,2425.338398,3891.672886,1739.167225,379.5278355,56553.40576,184437.5558,145183.4088,974914.28,22041.23522,149770.428,11023396.92,700098.0658,8830.247547,12993.21455,125509.7369,6847.79323,21990.85317,1903230.458,131351.9678,52873.11302,20632.06223
PI576350,5042.686393,631214.0957,1166803.729,157388.0839,61350.69641,51642.46302,3683.300785,693584.4518,922910.3519,1003291.747,53688.73299,348193.4894,6603.233379,15086.7256,80109.34792,264655.5768,23025513.89,152852.2071,2205782.928,851499.4531,8377.622052,1773615.447,1879660.784,1515835.307,27252.56953,439579.2658,64468.21055,165586.7965,1744102.566,812637.6894,1536293.433,445227.825,987403.6821,14033265.64,232792.2891,2442191.006,493087.4486,33541596.61,427047.7475,229499.1159,218864.1927,28768.47011,3251.189884,134998.7287,96714.12161,20518.98374,637355.5682,640630.962,748906.4989,2144996.571,540382.2916,498853.049,49273.79159,373684.0155,670326.1542,168360.4864,2948904.406,268.5928593,38345.91036,7639982.507,2564305.151,5833457.117,136125550,134051.623,59634.29443,50737.05715,82002.40851,32238.03836,330357.3115,28303.05393,59012.92319,28430.69264,12060315.41,10892848.29,30982701.26,9325795.452,29944.25303,2405489.454,3117415.598,5079482.302,6685491.598,1626966.349,240341.125,56725.03205,90944.22446,79768.73706,2640.676356,4787.656549,44459.46404,10259.49213,13084.0073,226315.9475,55110.57454,2153298.902,10525826.62,1611327.728,1055613.479,120415.936,4436295.402,2012725.682,149339.682,402496.8604,714693.7942,12269.68097,19271.65842,144350.9448,57061.03002,14892.33479,1834375.414,35817.09514,67570.90049,202540.3053,5038083.258,32081.01717,291831.7135,117581.7464,266347.2012,2500572.767,28530.51514,12274.00565,218006.6763,136751.4334,51555.95985,1973.859024,76749.85922,5830.148908,5792.728687,37417.4482,9263.099039,2149.56447,1827.408942,13670.60147,19766.31796,18590.31141,7661.286222,87344.77795,37663.24799,16479.95388,13168.6402,4146.566736,18442.42123,78491.54562,279624.4219,241970.1058,15282.31391,13543.84401,11581.12419,43984.23339,265272.0225,742640.0018,545303.8038,1046788.409,1160894.128,19973.62925,24512.01018,118394.2126,209962.6812,280178.3239,496406.4771,2368020.218,991754.1109,565592.9652,32729.28335,7103.715443,5793.520694,8973.67263,18080.62195,17701.24495,9676.497047,3979.19513,6111.498186,1933.281317,5078.166931,2232.340104,2208.855201,4144.455478,10329.94248,8677.246265,1067.566315,67386.44708,234109.7281,177917.8494,1248177.497,24968.41225,241161.5669,11889698.48,771568.2136,8996.51867,13989.55291,114090.226,11762.51922,45828.14527,3236112.232,78796.82092,30649.10338,13082.37376
PI656075,5147.301239,480380.7712,1576841.43,202081.9004,121250.1509,61719.45753,3114.668749,1001352.267,1801248.088,1817087.991,87145.6125,633867.009,31560.55609,9724.807217,146820.0407,316843.988,30435863.46,276507.1802,2713359.332,946260.4583,12331.43016,3162512.182,2919275.043,1488082.206,40675.64759,516733.0505,90485.66252,357389.9106,3268672.794,1024525.65,2427533.178,878212.5835,1995602.246,22815791.31,353848.7757,2951679.508,976565.9392,45132813.77,977801.3041,374786.04,352258.3611,47165.30792,2527.715853,273363.2752,148032.7023,44306.32288,481077.9158,497274.1175,1178372.307,1741578.448,858377.3797,805778.1434,122466.2091,510061.1686,1197553.338,359298.6469,3224606.35,504.8550976,127725.7505,14468867.62,5322711.321,12488990.35,170566184.7,358510.511,142105.7995,149914.2043,221774.1599,49344.2335,655335.2655,67867.72442,141160.2529,60156.80887,23210370.17,25497604.52,61214496.07,10465179.58,64514.45054,3540097.195,4691663.28,8847108.838,7075661.604,1611019.585,292221.0501,116466.295,151946.8518,184380.0381,4811.500676,9315.005805,81424.93494,22153.16163,27214.56916,336245.3107,62895.2841,3187561.771,16001305.07,1514458.854,984786.6562,131876.1857,6151574.783,1899244.335,91827.71777,844940.9011,1568705.679,16172.77676,18356.34885,144365.7618,27310.97985,41226.60776,3272197.363,52391.96688,165741.1841,371310.3549,9527093.402,85483.75754,374669.2392,283922.1354,620561.4278,5322677.222,13655.49006,65272.38062,684671.87,457104.0655,217008.9476,23532.19679,331203.5184,36303.7782,46284.7774,126571.1662,94399.75627,14203.95965,10253.03025,51849.21147,73795.74003,67984.27911,9665.165427,105064.3713,81438.37967,60566.60015,38300.78106,13210.82581,25207.47096,128794.4523,290403.5664,131102.4165,39000.08881,14620.34008,6488.573095,84141.75526,452502.8424,1279213.787,862424.5249,973695.4006,586999.059,47981.58703,91526.31796,386529.2239,482137.415,561762.9996,1159522.499,3207215.04,867283.6199,357743.1436,28124.62266,12287.00334,18324.13096,9903.061097,25367.41769,25850.92658,8237.673888,9056.384585,5053.53035,6080.289382,2002.820056,1613.234227,1201.483079,5289.457833,6358.071961,2212.897357,568.98626,62528.75363,235979.9046,232574.6203,1963954.202,61848.4638,320439.9713,15098829.11,1085478.817,32505.74403,25252.0388,148417.8469,7668.368979,35865.26951,2390089.886,109741.5558,40269.44595,17604.43965
PI533979,5414.234385,627077.2126,1315763.153,186683.0907,95593.66776,51321.74416,2961.826656,1049463.411,1532006.227,1658880.411,88312.92505,411868.7892,8774.622606,8462.158751,82296.45484,314115.4526,29081627.56,266490.1621,2802519.195,893262.0815,7108.052983,2571592.941,2359473.401,1430459.422,30212.11675,532348.3604,65057.57535,197037.4198,2101518.571,814786.5556,1537923.252,740723.2657,1361078.594,21090263.42,252731.8682,2316581.586,596389.8473,41655951.81,822428.3865,319403.2039,297983.1332,37173.44206,4185.589792,274449.9604,216476.6769,38039.30856,612611.0571,633013.3501,658150.8183,2288440.156,812953.2694,707181.6531,106913.4907,511774.6156,1160599.455,264873.3121,3945273.013,613.3144065,67226.21677,11860750.52,3579046.438,8619619.496,161980195.4,208776.151,90152.00136,121430.963,157784.0315,72158.87507,435881.1595,58114.25035,82798.12227,42235.39511,14606603.87,15582174.73,37786455.03,12205319.28,38651.45987,2644801.646,5195216.416,8221805.724,8856558.052,1832303.949,240195.4627,69588.37774,105158.2841,100913.111,5994.210188,6454.348061,53451.51329,19019.65443,20685.24608,320766.4814,59453.205,2670519.248,14087493.79,1576479.372,1084290.073,121562.0836,5284539.238,2095941.553,117424.4315,731107.4372,1226056.053,41384.80706,17259.07783,95670.25171,21658.12785,33194.89912,2663161.947,45086.78168,100761.1102,257971.0102,8687176.234,50720.47115,323003.0573,171771.0062,368934.2201,4750251.367,10829.06381,23029.19518,475443.0687,298085.9038,125665.2657,4802.939337,200044.829,10253.95778,17839.98512,59049.99971,28128.96802,5880.816183,1940.372438,34756.54547,45776.93023,34818.6801,5761.465402,91614.80809,44977.32364,34030.58289,11076.96857,5966.6465,12038.32804,100121.1985,272589.0901,168457.979,22165.69174,7817.021988,3585.85733,61849.50065,273940.5076,747297.6596,539412.9541,742539.705,545339.1333,35932.735,42198.4068,221181.9292,282837.0141,288354.7024,499157.6281,1820648.091,561730.3979,254166.3317,31142.12368,11729.07296,6483.225067,14633.92681,14007.20965,11399.33495,4323.340641,7966.994904,3877.750502,2778.631877,4843.059103,1070.362631,901.1382694,5161.877125,8670.930387,4783.516713,622.762351,56217.26322,210525.7384,181905.6812,1096918.021,48923.66887,169168.3736,12967823.82,889818.042,28033.86813,27898.12158,202842.7339,6236.63992,43610.55486,2447035.557,125762.2437,48132.4356,20978.4635
PI534070,7980.068526,348246.5055,1167842.563,128689.0285,88147.27823,44443.6115,3594.361438,894836.6137,1418595.147,1547534.023,115267.3275,477668.2587,10597.24718,9825.529526,95487.95375,269833.7481,27399267.58,254158.4187,2829676.904,775883.6271,8524.961177,2315158.156,2319792.979,1342543.551,31792.14228,206687.1168,72285.04765,177372.169,2331965.328,850927.1744,1972670.884,568723.6286,1057730.645,17114219.75,229041.4334,2212395.416,577527.6677,40326630.33,687948.2712,298723.1768,268787.1094,25547.88734,3969.093982,265407.9466,181354.5128,42432.82034,352100.4817,358471.3484,824733.6672,1979735.151,774264.8893,585471.5948,87493.06186,486013.0685,1056774.224,284074.736,3487979.733,186.060922,63069.90568,8632162.479,3024962.253,7887525.301,152808395.5,210024.3794,67276.71428,92655.33506,163636.2977,60451.51041,430059.333,29841.12959,93297.35548,18028.78935,13933918.77,16083966.97,34787807.18,8903982.013,51591.48311,2570175.485,4171180.891,7040137.837,7933578.28,1474783.19,261155.7096,70427.16141,89264.71703,77237.1196,3240.013245,5065.199557,53440.95897,21216.41042,24120.98601,333087.4103,63544.64328,2367522.636,12594865.23,1281779.117,1038695.068,93670.72808,4840418.753,1792043.095,88546.34206,645216.0324,1174290.632,35288.6747,17003.55627,123101.5993,27808.82978,27023.12959,2493570.816,45422.7251,106826.991,241953.8983,8036723.342,48555.27492,350372.6682,190270.9793,485521.9282,4784438.231,13904.41403,12919.20851,315196.6762,184966.3282,71181.37648,3123.666665,118625.7636,5182.498828,5355.845422,49092.65379,34567.36526,4595.259149,1448.483017,26497.62315,24462.3461,11444.35259,6639.769972,77145.57699,23283.53515,17258.63569,6282.774737,4024.208,12433.28126,78558.82103,232838.944,134448.7788,16208.54366,11536.27883,6253.255505,48481.55892,284455.1653,828901.0478,564627.9752,820881.2476,573019.629,23654.1389,42648.70712,179095.8655,269224.8155,298902.0712,545992.0708,2239491.646,683575.4189,286521.1744,20612.1881,5653.708319,2986.877339,7819.066742,8826.272954,13860.84561,6563.011014,3441.270745,1439.436585,2265.208131,1844.260812,1184.108686,729.0700876,2703.091385,5015.772245,2053.809171,439.3244624,54895.3913,197325.7827,166601.2069,1374555.882,48614.93654,262474.7243,11349227.03,726960.6193,48357.18579,34835.64441,133007.742,8063.852352,44243.94823,2547093.042,89091.96234,34069.92928,14526.60451
PI656006,5751.120201,255208.9902,1142537.118,100200.6588,81817.94213,49381.75785,3230.367119,860396.3943,1232349.183,1456171.612,80806.87171,462069.3701,12691.5284,10717.66977,52268.16163,247005.7253,26845004.2,257564.3438,2756617.538,709432.5526,10212.50929,2173116.638,2054856.256,1312756.815,38694.72853,191551.7028,64805.16482,194952.9537,2080726.49,779532.0746,1287301.948,394146.8725,966541.2329,16300345.14,221250.0854,2544532.068,479385.3862,40539056.2,589149.5521,259840.8693,230877.7942,29318.33479,2114.731536,262052.7278,167554.377,40047.09203,255469.5158,260826.6107,900387.5049,1953737.139,738893.5076,547464.5909,62589.58207,430059.7659,1108796.645,252347.3395,3487487.546,192.8907708,54877.6201,9102718.5,2817275.809,6135449.533,149134058.3,197781.0901,50464.40795,87263.59827,154561.6314,55851.45841,399319.8199,29423.00663,77554.16789,17860.93721,14995790.15,11613457.69,39341915.53,9287909.639,31693.56408,2705109.874,4133484.548,6525185.361,6653647.829,1301194.552,223116.8237,54499.37623,58621.31651,85286.45649,6519.097905,3850.819523,71480.85329,20023.54625,19869.86577,305203.5565,58994.11152,2383550.899,11471434.47,1407944.003,1059416.544,96604.98689,4933674.786,1955208.301,104583.6536,610075.7917,999592.6998,14779.27812,23874.88282,148534.996,36739.18398,26134.18247,2238799.168,35576.93906,80458.84247,249076.2221,7352499.776,54819.89383,381916.5823,173241.7525,390518.4733,4395469.377,18369.59462,6957.419691,331413.2705,214153.1432,79287.62555,4567.304973,134028.7969,6684.591689,11066.05362,45308.18507,29368.05712,4256.992109,1990.382218,26508.86465,27390.54202,27921.63583,10051.19406,68875.32441,38419.65826,19059.97976,12508.13705,7398.350764,23737.0862,77700.31059,207892.9152,126773.5824,17978.38315,10701.83073,9321.05843,46684.74933,260436.1534,797559.4413,532481.5176,830762.7369,646776.7231,21129.94278,31138.47188,150432.3993,227028.3187,218741.5967,568443.6453,2475963.097,814695.9169,360279.9654,14682.97916,4906.783075,3408.099045,11743.03014,9678.667715,9677.0016,7058.770578,3132.098208,1644.335379,1639.797806,1835.956939,1041.128728,930.0949214,2668.542341,4920.695336,2895.513509,626.2390938,61290.0647,198279.4364,171095.9865,1500645.863,42440.82689,321644.0929,11279248.06,439055.5484,12365.16349,31883.09618,142350.2678,5302.210589,31493.21056,2019378.778,82542.6689,32365.4257,13824.06942
