,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI642992,-154.6215157,-2.058618281,-0.058711225,-2.905376557,-2.496998377,0.736562532,9.223877403,-2.013228611,-0.207751139,-9.278886164,0.005993401,0.068698637,14.53605103,-3.314338885,-11.64010148,0.209072673,-1.179681781,0.013313919,0.000379709,0.018790248,0.0161491,-0.004763648,-0.059654553,0.013020365,0.001343611,0.060010317,-3.88E-05,-0.000444302,-0.094010533,0.021435173,0.075281253,-0.001352158,0.00762948,0.028519724,1.411323597,1.212948704,-0.357794613,-4.480615706,0.977951391,0.100917757,4.507336911,-0.002911371,-0.033371236,-7.061071576,1.609982247,5.654327268,-0.101559709,0.573045421,49.48587884,42.53017009,-12.54551466,-157.105859,34.2903528,3.538525046,158.0427967,-0.102082714,-1.170110777,-247.5855525,56.4515371,198.2602394,-3.561034091,20.0929513,0.859440533,-0.253517063,-3.17476142,0.692932077,0.071505753,3.193694856,-0.002062866,-0.023645347,-5.003155614,1.140760525,4.00640029,-0.071960611,0.40603404,-0.294979179,-3.693986143,0.80625948,0.08320035,3.716016098,-0.002400242,-0.027512488,-5.821409884,1.327329211,4.661637585,-0.083729599,0.472439947,12.52287078,-2.733275893,-0.282054993,-12.59755386,0.008136989,0.093269253,19.7349857,-4.499738641,-15.80327668,0.283849183,-1.601604385,-0.218262724,-0.02252319,-1.005963735,0.00064977,0.007447913,1.575915463,-0.359321654,-1.261953187,0.022666463,-0.127894347,0.10319302,4.608958025,-0.00297701,-0.034123614,-7.220268452,1.64628044,5.781808094,-0.103849445,0.585965138,44.66346701,-0.028848945,-0.330677545,-69.96857427,15.95340894,56.02906204,-1.006361138,5.678340844,-0.000645918,-0.007403759,-1.566572838,0.357191459,1.254471849,-0.022532087,0.127136141,11.46237922,2425.342583,-552.9980057,-1942.152908,34.88381099,-196.8301054,211.5915496,-48.24460916,-169.4371535,3.043330735,-17.1718368,-0.228008204,-0.800774671,0.014383045,-0.081155589,3.512043241,-0.06308126,0.355932758,-0.017961413,0.101346348,-5.642448453,-70023.31089,452.8691273,34014.71343,1192673.311,24101.28585,28042.99416,-95067.70694,-7591.526626,34781.59932,337053.7995,7546.521172,-11683401.31,-1019282.392,-4817.216914,21127.38417,6015.695912,-334923.3062,59357.79635
PI642998,7.659234886,-0.065969014,-0.312207919,-2.224750816,2.420706002,3.559245767,18.98951465,-1.562685718,-0.034550346,-2.422573541,0.023121826,-0.196036326,-2.886730806,-12.3334256,-14.88631268,-0.245478804,-0.028425137,-0.008613003,-0.040762285,-0.290466456,0.316050629,0.464699911,2.479296553,-0.204026347,-0.00451094,-0.316294457,0.003018817,-0.025594766,-0.376895454,-1.610268622,-1.943576989,-0.032050043,-0.003711224,4.73264492,33.72417871,-36.69459124,-53.95329645,-287.8550627,23.68817758,0.523735982,36.72290058,-0.350495255,2.971642511,43.75888971,186.9578589,225.6561344,3.721122828,0.430886187,7.12586287,-7.753506096,-11.4002418,-60.82329597,5.005272524,0.110664542,7.759487813,-0.074059064,0.62790312,9.246180613,39.50388462,47.68076587,0.786267064,0.091045535,-1.088079611,-1.599840189,-8.535569247,0.702409324,0.015529985,1.088919048,-0.010392996,0.088116082,1.29755242,5.543733488,6.691226977,0.11033991,0.012776773,1.470333764,7.844618321,-0.64554957,-0.014272839,-1.000771485,0.009551687,-0.080983121,-1.192516069,-5.094970474,-6.149574822,-0.101407938,-0.011742499,5.335263675,-0.439049681,-0.00970721,-0.680642389,0.006496271,-0.055078053,-0.811051272,-3.465179539,-4.18243461,-0.068969332,-0.007986281,-0.08229203,-0.001819443,-0.127574274,0.00121761,-0.010323398,-0.152017093,-0.649486089,-0.783922757,-0.012927071,-0.001496886,0.022109594,1.550262803,-0.01479621,0.125448338,1.847288148,7.892454294,9.526107848,0.157087763,0.018189926,70.11720001,-0.669221263,5.673932315,83.55142904,356.9696669,430.8585667,7.104959288,0.822716411,-0.009544324,0.080920692,1.19159677,5.091042808,6.144834172,0.101329763,0.011733446,-8.478410103,-124.8487364,-533.4105277,-643.8207969,-10.61675665,-1.229363824,14.7254892,62.91398047,75.93650096,1.252210794,0.144999335,4.272454355,5.156806671,0.085036957,0.009846826,1.206989295,0.019903538,0.002304724,0.016490236,0.001909481,0.115794669,-111849.4719,-14603.21737,1695484.974,358253.1549,50275.05602,-46205.31028,-31425.0488,-5890.064805,71575.15465,3237289.461,46169.69104,-4837397.796,570554.8254,38746.06932,9068.808254,7513.578031,455638.003,3934878.918
PI651496,17.46567461,0.035864594,0.028385662,10.03464663,-46.81834869,-1.388142754,110.0997517,0.861928656,0.016415243,24.4260799,0.022407376,0.064019539,0.979468354,3.572399128,31.6309421,0.228372205,0.044365899,0.002053433,0.001625226,0.574535301,-2.68059206,-0.079478336,6.303778937,0.049349863,0.000939857,1.398519121,0.001282938,0.003665449,0.056079618,0.204538285,1.811034661,0.013075487,0.002540177,0.791467546,279.7925623,-1305.419735,-38.70510167,3069.873089,24.03285697,0.457700511,681.0638915,0.624777063,1.785034544,27.3101755,99.60796256,881.9545585,6.367622761,1.237038929,353.5110994,-1649.366095,-48.90295486,3878.710006,30.36493044,0.578293467,860.5076672,0.789390628,2.255347744,34.50574271,125.8522388,1114.32814,8.045336533,1.562968609,-4.665669897,-0.138334991,10.97196103,0.085895267,0.001635857,2.434174397,0.002233001,0.00637985,0.097608654,0.35600647,3.152172993,0.02275837,0.004421272,0.029649545,-2.351636801,-0.018410061,-0.000350616,-0.521720235,-0.000478602,-0.001367403,-0.020920609,-0.076303399,-0.675609947,-0.004877836,-0.000947618,-79.31443032,-0.620922202,-0.011825328,-17.59623053,-0.016141982,-0.046118844,-0.705596273,-2.573509906,-22.78651962,-0.164516368,-0.031960617,0.007828616,0.000149094,0.221854087,0.000203519,0.000581469,0.00889619,0.032446932,0.287293492,0.00207423,0.000402961,0.019044782,28.33886509,0.025996787,0.074274754,1.136368245,4.144657569,36.69786574,0.264954881,0.05147282,1488.012083,1.365034662,3.90000557,59.66822151,217.6269418,1926.925001,13.91220373,2.702725687,0.000917355,0.00262095,0.040099286,0.146253478,1.294965964,0.009349523,0.001816333,2.857074387,43.71187279,159.4296085,1411.630821,10.19183184,1.97996854,15.29952213,55.80170025,494.082628,3.567226631,0.693005597,3.647283869,32.29399088,0.23315935,0.045295898,8.85425759,0.063926845,0.012419077,0.007219899,0.001402611,0.194270134,-205370.9527,-11758.54683,-5726286.856,-7235024.21,-20466.18684,4386.548404,147946.5654,-1865.317128,-238269.0856,-12510990.73,-8407.855602,-9165328.236,-3207941.76,-209675.945,-57488.244,-6492.723237,-899281.7368,-4629027.205
PI653617,130.8714823,0.041309918,0.049784761,-210.6125588,27.97518468,6.00328127,73.69263329,0.698851058,0.013919594,-26.45304408,0.01745488,0.063396056,1.204939764,110.092461,84.81505573,0.932255831,-0.249948601,0.000315653,0.00038041,-1.60930827,0.213760738,0.045871577,0.563091607,0.00533998,0.000106361,-0.202129934,0.000133374,0.000484415,0.009207046,0.841225751,0.648078972,0.007123445,-0.001909878,1.205152741,-5098.353328,677.2026169,145.3230008,1783.89686,16.91727045,0.33695525,-640.3557608,0.422534843,1.534644925,29.16829221,2665.037016,2053.140251,22.56736087,-6.050571197,-4230.462376,561.9226458,120.5847158,1480.224704,14.03744926,0.279595473,-531.3482175,0.350606881,1.273402842,24.20298375,2211.368671,1703.634884,18.7257267,-5.02058452,-0.132827714,-0.028503909,-0.349896672,-0.003318183,-6.61E-05,0.125600507,-8.29E-05,-0.000301008,-0.00572112,-0.522725053,-0.402706544,-0.004426402,0.00118677,0.214593088,2.634214363,0.024981106,0.000497569,-0.945589614,0.000623942,0.002266153,0.043071736,3.935361367,3.031796097,0.033324385,-0.008934654,12.2753924,0.116411513,0.002318664,-4.406430897,0.002907557,0.010560234,0.200713528,18.33871446,14.12811626,0.155291046,-0.041635331,0.009483323,0.000188887,-0.358964565,0.000236861,0.000860277,0.016350885,1.4939412,1.150929909,0.012650597,-0.003391772,0.019917826,-37.8521915,0.024976538,0.090714689,1.724172483,157.5335113,121.3635649,1.333983572,-0.357656468,-1900.417816,1.253979105,4.554447286,86.56429059,7909.171954,6093.213412,66.97435593,-17.95660163,-0.000659844,-0.002396551,-0.045550136,-4.161806887,-3.206249364,-0.035241911,0.009448765,3.631996152,69.03168499,6307.259762,4859.102824,53.40946722,-14.31969763,19.00654133,1736.582171,1337.860124,14.70526536,-3.942652204,91.36760551,70.38945702,0.773694967,-0.207436594,0.770398399,0.008467935,-0.002270352,0.010991631,-0.002946984,-0.268111599,455606.5071,3481.327628,11028985.95,9151525.426,-2163.244727,16286.0947,75892.91366,6182.524451,651936.4919,32731307.62,-17223.21657,26101956.15,7186669.548,378115.5878,4138.398787,5371.76452,488714.0334,-1822800.789
PI655972,6.240768455,0.044065492,0.029601751,-23.23545658,1.785855789,1.471675791,15.27858538,0.476207595,0.017406729,-3.718890265,0.005220793,0.039012889,0.643086723,-18.6581547,-33.02239243,0.3091229,0.818546361,0.007060908,0.004743286,-3.723172354,0.286159598,0.235816439,2.448189753,0.076305923,0.002789196,-0.595902619,0.000836563,0.006251296,0.10304608,-2.989720711,-5.291398434,0.049532826,0.131161149,0.671767179,-527.2937108,40.5273089,33.39746677,346.7244965,10.80681453,0.395019523,-84.39461653,0.118478042,0.885338799,14.59388515,-423.418735,-749.3934877,7.015078884,18.57567752,-784.9352084,60.32939709,49.71583579,516.1378931,16.08714279,0.588030399,-125.630753,0.176367715,1.317925058,21.7246177,-630.3057787,-1115.555375,10.44272346,27.65195755,-0.076859079,-0.063337503,-0.657554773,-0.020494867,-0.000749145,0.160052386,-0.000224691,-0.001679024,-0.027676957,0.803003575,1.421206952,-0.013303931,-0.035228331,0.824073142,8.555329872,0.266655123,0.009746996,-2.082413534,0.002923413,0.021845487,0.36010003,-10.44773873,-18.49107449,0.173095107,0.458349642,10.38176036,0.323581864,0.011827829,-2.526976585,0.003547516,0.02650916,0.436975812,-12.67816921,-22.43863264,0.210048233,0.556200195,0.031168304,0.001139289,-0.243405405,0.000341707,0.002553436,0.042090724,-1.221196481,-2.161351434,0.020232429,0.053574748,0.036552818,-7.809388813,0.010963272,0.081924123,1.350433572,-39.18071635,-69.34453121,0.649134753,1.718885566,-213.6466977,0.299929586,2.241253275,36.94471871,-1071.893187,-1897.10494,17.75881565,47.02470752,-0.001403858,-0.010490465,-0.172924361,5.017129674,8.879636149,-0.08312235,-0.220105005,7.472598157,123.1779737,-3573.816106,-6325.167724,59.20994946,156.7858246,16.48395526,-478.2561608,-846.4482622,7.923609463,20.98143394,-29.01343478,-51.34982768,0.480686179,1.272839777,1.769863792,-0.01656771,-0.043870703,-0.009361009,-0.024787615,2.647964168,338380.4792,54220.96359,7679035.613,11431096.74,-14563.10867,189478.0537,229928.6849,22147.36971,710573.4616,19439635.69,-90989.63806,64813998.26,8673555.957,526181.7215,-18135.79556,-10247.00073,1094647.079,413391.9532
PI655973,12.61311897,0.050242559,0.058466825,-45.50065688,19.99624713,-12.90964117,-63.01102204,0.69251934,0.034037652,-96.97513652,0.025335045,0.085623281,0.907956771,5.135885324,-252.1484884,0.337764757,-0.473584991,0.003983357,0.004635398,-3.607407254,1.585353089,-1.023509031,-4.995673328,0.054904686,0.002698591,-7.688434298,0.002008626,0.00678843,0.071985111,0.407185989,-19.99097043,0.026778845,-0.037547017,1.163691233,-905.6198202,397.9942043,-256.9463326,-1254.136409,13.78352056,0.677466537,-1930.139293,0.504254668,1.704198263,18.07146762,102.2218109,-5018.623562,6.722682254,-9.425972804,-778.2303368,342.0101423,-220.802843,-1077.722659,11.84465447,0.582170354,-1658.635244,0.433323423,1.464476327,15.52943522,87.84272666,-4312.676266,5.777032655,-8.100063433,-0.439471614,0.283724281,1.384837634,-0.015219986,-0.000748069,2.131290912,-0.000556806,-0.001881803,-0.019954806,-0.112874971,5.541645014,-0.007423294,0.010408311,-0.645603202,-3.151142394,0.034632466,0.001702202,-4.849666835,0.00126699,0.004281968,0.045406359,0.256842461,-12.60979056,0.016891407,-0.023683694,4.880927455,-0.053643578,-0.002636607,7.511838262,-0.00196249,-0.006632507,-0.070331681,-0.397833313,19.53179682,-0.02616376,0.036684598,-0.010990448,-0.000540186,1.539018625,-0.000402073,-0.001358862,-0.014409491,-0.081507729,4.001656856,-0.005360408,0.007515907,0.049150472,-140.0323875,0.03658388,0.123640274,1.311092295,7.416233786,-364.1031722,0.487733321,-0.683858145,-2849.054806,0.744324097,2.515546038,26.67507047,150.8883544,-7407.928344,9.923268364,-13.9135622,-0.000261253,-0.000882941,-0.009362779,-0.052960847,2.600135431,-0.003483004,0.004883571,3.379638049,35.83797782,202.7186208,-9952.557463,13.33191873,-18.69288159,10.60408757,59.9823466,-2944.858982,3.944777084,-5.531030636,5.656530674,-277.7097947,0.372005329,-0.521594206,-49.09542805,0.065765635,-0.092210975,-0.001339547,0.001878199,-1.402114877,292241.4547,23169.64228,5816611.71,4998414.996,-6422.796388,14614.81511,-22637.4576,-4637.941827,421997.5356,8585828.809,-3013.570954,11535067.65,3413107.404,321867.1463,56901.86526,-1159.00538,865221.8698,-617083.4386
PI655974,52.17381041,0.15365579,0.259719765,349.8459185,7.235101516,3.157357719,23.3176331,1.725522873,0.065840092,21.62416135,0.019410371,0.086998625,3.631918637,-31.0722924,691.0897223,1.202864956,0.433101179,0.002945075,0.004977972,6.705393295,0.138673052,0.060516142,0.44692218,0.033072587,0.001261938,0.414463908,0.000372033,0.001667477,0.069611911,-0.595553442,13.2459124,0.023054957,0.008301122,1.690269958,2276.815728,47.08642308,20.54825091,151.7523886,11.22979406,0.428490801,140.731185,0.126323717,0.566191647,23.63671845,-202.2201212,4497.64844,7.828308707,2.818645367,1347.013072,27.85733891,12.15678644,89.77997147,6.643787287,0.253504358,83.25959076,0.074735824,0.334971135,13.98399015,-119.6377657,2660.905388,4.631395517,1.66757112,0.020680823,0.009024995,0.066651151,0.004932237,0.000188197,0.061810529,5.55E-05,0.000248677,0.010381481,-0.088817078,1.975411705,0.003438271,0.001237977,0.436394391,3.222848089,0.23849325,0.009100092,2.988784788,0.002682806,0.01202452,0.501985857,-4.2946588,95.51900837,0.166254054,0.059861106,7.385173039,0.546508513,0.020852909,6.848815775,0.006147663,0.02755425,1.150303184,-9.841232817,218.8823009,0.380972022,0.137172034,0.074000773,0.002823618,0.927373772,0.000832433,0.003731023,0.155758461,-1.332566314,29.63807344,0.051586066,0.018573977,0.038156604,12.53194709,0.011248979,0.050418703,2.104822076,-18.0074648,400.5103224,0.697101716,0.250997067,328.4345538,0.294810804,1.321362433,55.16272088,-471.9357354,10496.48774,18.26949071,6.578076732,0.000897624,0.004023214,0.167956508,-1.436924738,31.95914565,0.05562597,0.020028577,4.482069231,187.1122773,-1600.808821,35604.14885,61.97022114,22.31287539,41.74685121,-357.1584325,7943.685609,13.82625255,4.978253178,-8.555338239,190.2822699,0.331192704,0.119248591,-22.24134974,-0.038711819,-0.013938501,0.001740534,0.000626693,0.360058024,883524.8074,16934.25879,5750026.144,3401838.929,2525.468387,122116.4355,279830.4424,37890.84439,512033.0892,13419252.25,40858.22303,45518183.44,10155618.11,243266.6851,-28434.49064,1278.451667,734517.0406,2039996.309
PI655975,59.84104909,0.102367615,0.639988282,-129.562805,7.246612391,17.59647286,103.48177,1.462325697,0.064184578,-50.79758344,0.032025595,0.159842613,2.249269307,8.069091241,248.9522889,3.46858438,0.097833325,0.001710659,0.010694804,-2.16511587,0.121097683,0.294053549,1.729277337,0.024436833,0.001072584,-0.848875215,0.000535178,0.00267112,0.037587398,0.134842075,4.16022601,0.057963295,0.001634887,6.251862746,-1265.66204,70.79008687,171.894918,1010.883858,14.28504211,0.627000812,-496.2270851,0.31284889,1.561456838,21.97246949,78.82464785,2431.943811,33.8836102,0.955705816,-202.4455897,11.32303919,27.49499228,161.6932263,2.284925739,0.100290239,-79.37267743,0.050040908,0.249758656,3.514547644,12.60818592,388.9950739,5.41976233,0.15286737,-0.055931271,-0.135814232,-0.798699673,-0.011286617,-0.000495394,0.392069185,-0.000247182,-0.001233708,-0.017360455,-0.062279381,-1.921479616,-0.026771452,-0.000755103,2.428234313,14.28002002,0.201794386,0.008857184,-7.009838624,0.004419388,0.022057564,0.310389074,1.113498391,34.35429901,0.478649084,0.01350056,5.880824573,0.083103342,0.003647582,-2.886804863,0.001820001,0.009083787,0.127825009,0.458562992,14.14785172,0.197118162,0.005559826,0.01413124,0.00062025,-0.49088437,0.000309481,0.001544645,0.021735899,0.077975969,2.405759863,0.033518796,0.000945416,0.043892122,-34.73753045,0.021900453,0.109307122,1.538145238,5.517984985,170.2440772,2.371964321,0.066902555,-791.4297332,0.4989609,2.49035856,35.04376562,125.716979,3878.693242,54.04077566,1.524249726,-0.000630455,-0.003146658,-0.044279061,-0.158847935,-4.900868743,-0.068282468,-0.001925944,4.991089598,70.23349042,251.9575759,7773.541451,108.3066341,3.054848035,14.07177512,50.48147724,1557.483852,21.69999796,0.612060348,3.587427799,110.6814058,1.542093856,0.043495603,30.85258073,0.429860597,0.012124454,0.013932727,0.00039298,0.028205549,1176836.958,19666.04825,11496184.15,1838841.417,-9083.138931,162398.2207,66879.13922,11372.40847,804770.757,18335198.19,-23167.18393,36746763.48,7362473.215,523208.5613,145845.0429,4727.15862,339284.5119,12028998.84
PI655976,-100.205164,0.141836206,0.134069285,-250.1541125,10.01809869,6.086857871,74.82797957,1.671047889,0.059425727,128.5603496,0.04988531,0.185006216,3.929171743,-39.10440294,2294.330636,0.803613705,-1.131325223,-0.001415458,-0.001337948,2.496419372,-0.099975872,-0.060743954,-0.746747738,-0.016676265,-0.000593041,-1.282971301,-0.000497832,-0.001846274,-0.03921127,0.390243391,-22.89633134,-0.008019684,0.011290089,0.945240206,-1763.683046,70.63146249,42.91469735,527.5661374,11.7815326,0.418974314,906.4000854,0.35171069,1.304365228,27.70217733,-275.7011339,16175.91653,5.665786791,-7.976279484,-1865.85699,74.72329472,45.40083788,558.1291762,12.46406207,0.443246396,958.9097879,0.372086046,1.379929906,29.30702393,-291.6730924,17113.0221,5.994017981,-8.438362475,-0.040047707,-0.024332432,-0.299127521,-0.006680074,-0.000237556,-0.51392459,-0.000199418,-0.000739569,-0.015707004,0.156321248,-9.171668668,-0.003212474,0.004522513,0.607586136,7.469279537,0.166802897,0.005931837,12.83280925,0.004979519,0.018467198,0.39220733,-3.903375694,229.0185699,0.08021619,-0.112928137,12.29336731,0.274533745,0.009762956,21.12097117,0.008195577,0.030394371,0.645517248,-6.424398889,376.9318562,0.132024391,-0.185863585,0.022331859,0.000794165,1.71807859,0.000666667,0.00247242,0.052509392,-0.522590656,30.66140031,0.010739482,-0.015119013,0.035561953,76.93397084,0.029852711,0.110712695,2.351322046,-23.40112644,1372.989159,0.480904054,-0.677015441,2163.378647,0.83945645,3.113234353,66.11903495,-658.0382722,38608.37282,13.52299317,-19.0376336,0.00038803,0.001439061,0.030562858,-0.304171567,17.84633165,0.006250867,-0.008799954,3.708631166,78.7641038,-783.8861354,45992.10933,16.10922541,-22.67852442,21.2380526,-211.3680493,12401.37055,4.343711921,-6.115066019,-9.952327234,583.9222071,0.204524963,-0.287929695,-58.67192601,-0.020550466,0.028930891,0.000350261,-0.000493096,-1.407797324,1617339.455,-16140.28051,11402867.4,12063459.99,-6465.372241,161441.757,265710.0739,21614.10029,967859.4283,27216149.09,12580.39092,32421156.69,8742081.709,411623.5077,-41359.52305,704.9286749,2012583.217,-1429597.274
PI655977,-236.0909281,0.199569415,0.091408342,-104.8819285,12.14022984,-63.30972357,-163.1346638,1.136365899,0.057922275,49.73990694,-0.182233916,0.31147437,3.011632784,8.976303255,-560.246552,0.741992462,0.100562725,-0.000845307,-0.000387174,0.444243789,-0.05142184,0.268158222,0.690982348,-0.004813255,-0.000245339,-0.210681144,0.00077188,-0.001319298,-0.012756241,-0.038020534,2.373011773,-0.003142825,-0.000425949,0.458027811,-525.5410917,60.83211602,-317.2315929,-817.4331895,5.694088426,0.290236231,249.2361208,-0.91313549,1.560731987,15.09065293,44.97835119,-2807.27661,3.717966806,0.503898478,-1147.399961,132.8131494,-692.6033434,-1784.680254,12.4317526,0.633665085,544.1506281,-1.993624555,3.407504853,32.94702326,98.20004409,-6129.052745,8.117338555,1.100148215,-0.115751398,0.603628523,1.555412512,-0.010834716,-0.000552262,-0.474246685,0.001737515,-0.002969762,-0.028714506,-0.085584842,5.341688126,-0.00707455,-0.000958818,-5.214870264,-13.4375268,0.093603327,0.004771102,4.097114108,-0.015010747,0.025656382,0.248070492,0.739384952,-46.14793621,0.061118486,0.008283428,2.576771065,-0.017949311,-0.000914903,-0.785659834,0.002878451,-0.00491985,-0.04756983,-0.141783959,8.849297082,-0.01172004,-0.001588425,-0.006965815,-0.000355058,-0.304900907,0.001117077,-0.001909308,-0.018461023,-0.055023887,3.43425817,-0.004548343,-0.00061644,0.050971501,43.77103096,-0.160365527,0.2740969,2.650231573,7.899131138,-493.0159842,0.652952067,0.088495022,858.735381,-3.146180218,5.377454013,51.99438007,154.9715243,-9672.385132,12.81014016,1.736166693,-0.003663737,0.006262062,0.060547616,0.180464818,-11.26352232,0.014917448,0.002021771,-1.709200885,-16.52619255,-49.25703981,3074.326472,-4.071648563,-0.551833198,9.668958572,28.81875399,-1798.692301,2.382194275,0.322860352,2.980543745,-186.0275114,0.246375476,0.03339143,-62.41395105,0.082661252,0.011203134,-0.001324403,-0.000179497,0.135530655,1208574.969,-5119.108044,6055912.758,13221714.09,-11523.19553,99551.24291,-19089.87911,-7408.449812,1063543.856,20865460.97,24297.89366,-6631998.016,3880174.692,401302.2357,134640.6126,-2157.219826,1628823.783,12018120.76
