Chromosome	gene	SNP	pvalue	phenotype	phenotype_number
5	SORBI_3005G058600	SNP_6031267,SNP_6031300,SNP_6031378,SNP_6031595,SNP_6031696,SNP_6031715,SNP_6031759,SNP_6032126,SNP_6032189,SNP_6032251,SNP_6032272,SNP_6032273,SNP_6032277,SNP_6032283,SNP_6032305,SNP_6032623,SNP_6032763,SNP_6033003,SNP_6033222,SNP_6033848,SNP_6034033,SNP_6034604,SNP_6034753,SNP_6035161,SNP_6035265,SNP_6038218,SNP_6038289,SNP_6038307,SNP_6038311,SNP_6038328,SNP_6038373,SNP_6038388,SNP_6039427,SNP_6040250,SNP_6040599,SNP_6041022,SNP_6041057,SNP_6041082,SNP_6041085,SNP_6041462,SNP_6042491,SNP_6042496,SNP_6042498,SNP_6042509,SNP_6042523,SNP_6042526,SNP_6042527,SNP_6042530,SNP_6042533,SNP_6042676,SNP_6042682,SNP_6042725,SNP_6042727,SNP_6042743,SNP_6042748,SNP_6042750,SNP_6042756,SNP_6042783,SNP_6042785,SNP_6042786,SNP_6042790,SNP_6042799,SNP_6042843,SNP_6042846,SNP_6042876,SNP_6042881,SNP_6043711,SNP_6043729,SNP_6043778,SNP_6043809,SNP_6043817,SNP_6043859,SNP_6043998,SNP_6044129,SNP_6044464,SNP_6044478,SNP_6044487,SNP_6044492,SNP_6044688,SNP_6044801,SNP_6044862,SNP_6044956,SNP_6045132,SNP_6045336,SNP_6045714,SNP_6045717,SNP_6045783,SNP_6045789,SNP_6045843,SNP_6045915,SNP_6045921,SNP_6045929,SNP_6046024,SNP_6046096,SNP_6046100,SNP_6046102,SNP_6046106,SNP_6046142,SNP_6046147,SNP_6046148,SNP_6046446,SNP_6046465,SNP_6046469,SNP_6046489,SNP_6046683,SNP_6048516,SNP_6048566,SNP_6049092,SNP_6049097,SNP_6049103,SNP_6049107,SNP_6049124,SNP_6049144,SNP_6049238,SNP_6049280,SNP_6049310,SNP_6049343,SNP_6049363,SNP_6049453,SNP_6049498,SNP_6049505,SNP_6049517,SNP_6049530,SNP_6049599,SNP_6049754,SNP_6049773,SNP_6049858,SNP_6049890,SNP_6050017,SNP_6050022,SNP_6050096,SNP_6050113,SNP_6050117,SNP_6050138,SNP_6050238,SNP_6050268,SNP_6050270,SNP_6050282,SNP_6050328,SNP_6050341,SNP_6050389,SNP_6050395,SNP_6050405,SNP_6050450,SNP_6050457,SNP_6050464,SNP_6050488,SNP_6050521,SNP_6050529,SNP_6050554,SNP_6050561,SNP_6050573,SNP_6050606,SNP_6050702,SNP_6050772,SNP_6050894,SNP_6050986,SNP_6051033,SNP_6051657,SNP_6051668,SNP_6051687,SNP_6051690,SNP_6051702,SNP_6051723,SNP_6051792,SNP_6051797,SNP_6051812,SNP_6051813,SNP_6051912,SNP_6052002,SNP_6052004,SNP_6052007,SNP_6052011,SNP_6052013,SNP_6052097,SNP_6052121,SNP_6053701,SNP_6053859	7.674772e-07	beta-Carotene	1
5	SORBI_3005G077933	SNP_9763732,SNP_9763887,SNP_9763888,SNP_9764031,SNP_9764062,SNP_9764339,SNP_9764380,SNP_9764473,SNP_9764482,SNP_9764507,SNP_9764776,SNP_9764874,SNP_9764936,SNP_9764981,SNP_9765275,SNP_9765371,SNP_9765422,SNP_9765958,SNP_9766531,SNP_9766552,SNP_9766646,SNP_9766754,SNP_9766928,SNP_9767011,SNP_9767063,SNP_9767080,SNP_9767140,SNP_9767495,SNP_9767542,SNP_9767817,SNP_9767933,SNP_9768236,SNP_9768237,SNP_9768280,SNP_9768480,SNP_9768648,SNP_9768854,SNP_9768873,SNP_9768933,SNP_9768959,SNP_9769441,SNP_9769461,SNP_9769462,SNP_9769506,SNP_9769683,SNP_9769691,SNP_9769758,SNP_9769782,SNP_9769917,SNP_9770268,SNP_9770300,SNP_9770361,SNP_9770559,SNP_9770639,SNP_9770671,SNP_9770983,SNP_9771053,SNP_9771410,SNP_9771429,SNP_9771510,SNP_9771626,SNP_9771681,SNP_9771771,SNP_9771785,SNP_9772284,SNP_9772315,SNP_9772471,SNP_9772534,SNP_9773115,SNP_9773447,SNP_9773570,SNP_9773595,SNP_9773971,SNP_9774064,SNP_9774263,SNP_9774356,SNP_9774801,SNP_9774859,SNP_9774890,SNP_9775401,SNP_9775402,SNP_9775681,SNP_9775974,SNP_9776080,SNP_9776823,SNP_9776905,SNP_9777734,SNP_9778787,SNP_9778909,SNP_9779293,SNP_9779348,SNP_9780152,SNP_9780972,SNP_9781036,SNP_9781079,SNP_9781383,SNP_9781421,SNP_9781479,SNP_9781517,SNP_9781800,SNP_9781940,SNP_9782968,SNP_9783898,SNP_9784731,SNP_9784840,SNP_9785237,SNP_9786295,SNP_9786609,SNP_9786744,SNP_9786752,SNP_9786795,SNP_9786967,SNP_9787036,SNP_9787622,SNP_9788163,SNP_9788471,SNP_9788716,SNP_9789610,SNP_9789612,SNP_9789618,SNP_9789624,SNP_9789627,SNP_9789642,SNP_9789654,SNP_9789670,SNP_9790104,SNP_9790107,SNP_9790114,SNP_9790116,SNP_9790121,SNP_9790122,SNP_9790123,SNP_9790296,SNP_9790483,SNP_9790679,SNP_9790747,SNP_9790779	6.017719e-06	beta-Carotene	1
5	SORBI_3005G077966	SNP_9811862,SNP_9812365,SNP_9812380,SNP_9812486,SNP_9812689,SNP_9813720,SNP_9813976,SNP_9814057,SNP_9814347,SNP_9814720,SNP_9814890,SNP_9814986,SNP_9815161,SNP_9815425,SNP_9815634,SNP_9815964,SNP_9816351,SNP_9817481,SNP_9818260,SNP_9818419,SNP_9819222,SNP_9819701,SNP_9820529,SNP_9820575,SNP_9821812,SNP_9822427,SNP_9823082,SNP_9823629,SNP_9824092,SNP_9824189,SNP_9824395,SNP_9824464,SNP_9824679,SNP_9825020,SNP_9825227,SNP_9825310,SNP_9826425,SNP_9827041,SNP_9827674,SNP_9828287,SNP_9828688,SNP_9829072,SNP_9829574,SNP_9829657,SNP_9829679,SNP_9830884,SNP_9831080,SNP_9831818,SNP_9831961,SNP_9832171,SNP_9832257,SNP_9832438,SNP_9832531,SNP_9832609,SNP_9832639,SNP_9832928,SNP_9834234,SNP_9834808,SNP_9835100,SNP_9836096	5.039373e-06	beta-Carotene	1
5	SORBI_3005G078000	SNP_9811862,SNP_9812365,SNP_9812380,SNP_9812486,SNP_9812689,SNP_9813720,SNP_9813976,SNP_9814057,SNP_9814347,SNP_9814720,SNP_9814890,SNP_9814986,SNP_9815161,SNP_9815425,SNP_9815634,SNP_9815964,SNP_9816351,SNP_9817481,SNP_9818260,SNP_9818419,SNP_9819222,SNP_9819701,SNP_9820529,SNP_9820575,SNP_9821812,SNP_9822427,SNP_9823082,SNP_9823629,SNP_9824092,SNP_9824189,SNP_9824395,SNP_9824464,SNP_9824679,SNP_9825020,SNP_9825227,SNP_9825310,SNP_9826425,SNP_9827041,SNP_9827674,SNP_9828287,SNP_9828688,SNP_9829072,SNP_9829574,SNP_9829657,SNP_9829679,SNP_9830884,SNP_9831080,SNP_9831818,SNP_9831961,SNP_9832171,SNP_9832257,SNP_9832438,SNP_9832531,SNP_9832609,SNP_9832639,SNP_9832928,SNP_9834234,SNP_9834808,SNP_9835100,SNP_9836096,SNP_9837473,SNP_9838330	5.039373e-06	beta-Carotene	1
5	SORBI_3005G078066	SNP_9846246,SNP_9846353,SNP_9846382,SNP_9846395,SNP_9846414,SNP_9846417,SNP_9846432,SNP_9846457,SNP_9846470,SNP_9846479,SNP_9846489,SNP_9846490,SNP_9846495,SNP_9846498,SNP_9846511,SNP_9846518,SNP_9846533,SNP_9846541,SNP_9846565,SNP_9846592,SNP_9846593,SNP_9846631,SNP_9846657,SNP_9847106,SNP_9848786,SNP_9849819,SNP_9852203,SNP_9852377,SNP_9852541,SNP_9852702,SNP_9853864,SNP_9854070,SNP_9854375,SNP_9854386,SNP_9854630,SNP_9854980,SNP_9855606,SNP_9856551,SNP_9857726,SNP_9857733,SNP_9857753,SNP_9857756,SNP_9857764,SNP_9857788,SNP_9858902,SNP_9859757,SNP_9859844,SNP_9859873,SNP_9860626,SNP_9861099,SNP_9861122,SNP_9861391,SNP_9861451,SNP_9862039,SNP_9862449,SNP_9862478,SNP_9862839,SNP_9863244,SNP_9863555,SNP_9863816,SNP_9863968,SNP_9863994,SNP_9864240,SNP_9864263,SNP_9864331,SNP_9864668,SNP_9864671,SNP_9864677,SNP_9864721,SNP_9864725,SNP_9864798,SNP_9864806,SNP_9864811,SNP_9864813,SNP_9864861,SNP_9864896,SNP_9864953,SNP_9864959,SNP_9864966,SNP_9864979,SNP_9865001,SNP_9865014,SNP_9865826,SNP_9866380,SNP_9866694,SNP_9866982,SNP_9867276,SNP_9867458,SNP_9867977,SNP_9868076,SNP_9868212,SNP_9868257,SNP_9868434,SNP_9868449,SNP_9868463,SNP_9868469,SNP_9868478,SNP_9868479,SNP_9868484,SNP_9868524,SNP_9868528,SNP_9868535,SNP_9868556,SNP_9868566,SNP_9868577,SNP_9868623,SNP_9868629,SNP_9869731,SNP_9870001,SNP_9870344,SNP_9870514,SNP_9870715,SNP_9870844,SNP_9870871	2.875704e-06	beta-Carotene	1
5	SORBI_3005G078132	SNP_9943380,SNP_9943565,SNP_9944037,SNP_9944490,SNP_9945615,SNP_9945618,SNP_9946419,SNP_9947142,SNP_9947729,SNP_9947855,SNP_9947867,SNP_9948255,SNP_9948355,SNP_9948599,SNP_9948867,SNP_9950013,SNP_9950333,SNP_9950460,SNP_9950494,SNP_9951134,SNP_9951483,SNP_9952030,SNP_9953299,SNP_9953478,SNP_9953783,SNP_9953964,SNP_9954172,SNP_9954870,SNP_9955884,SNP_9956229,SNP_9956289,SNP_9956380,SNP_9956547,SNP_9956572,SNP_9957976,SNP_9958157,SNP_9959060,SNP_9959071,SNP_9961354,SNP_9961401,SNP_9961450,SNP_9961606,SNP_9961639,SNP_9962008,SNP_9962074,SNP_9963198,SNP_9963563,SNP_9963803,SNP_9964093,SNP_9964201,SNP_9964812,SNP_9965471,SNP_9965947,SNP_9965992,SNP_9966068,SNP_9966308,SNP_9966346,SNP_9966536,SNP_9966801,SNP_9966849,SNP_9967228,SNP_9967235,SNP_9967591,SNP_9968142,SNP_9968567	9.49273e-07	beta-Carotene	1
5	SORBI_3005G078200	SNP_9965471,SNP_9965947,SNP_9965992,SNP_9966068,SNP_9966308,SNP_9966346,SNP_9966536,SNP_9966801,SNP_9966849,SNP_9967228,SNP_9967235,SNP_9967591,SNP_9968142,SNP_9968567,SNP_9969292,SNP_9969833,SNP_9969848,SNP_9970015,SNP_9970155,SNP_9970436,SNP_9970620,SNP_9970786,SNP_9971068,SNP_9971333,SNP_9971397,SNP_9971419,SNP_9971699,SNP_9972003,SNP_9972350,SNP_9972494,SNP_9972593,SNP_9972645,SNP_9973134,SNP_9973211,SNP_9973259,SNP_9973614,SNP_9973757,SNP_9973864,SNP_9973922,SNP_9974081,SNP_9974548,SNP_9974593,SNP_9974640,SNP_9977793,SNP_9988373,SNP_9989169,SNP_9994321	1.147901e-06	beta-Carotene	1
5	SORBI_3005G078300	SNP_9973864,SNP_9973922,SNP_9974081,SNP_9974548,SNP_9974593,SNP_9974640,SNP_9977793,SNP_9988373,SNP_9989169,SNP_9994321,SNP_9996154,SNP_9996439,SNP_9996440,SNP_9996855,SNP_9997685	1.147901e-06	beta-Carotene	1
5	SORBI_3005G078600	SNP_10141427,SNP_10141585,SNP_10141597,SNP_10141696,SNP_10142119,SNP_10142134,SNP_10142160,SNP_10142219,SNP_10142234,SNP_10142267,SNP_10142735,SNP_10142838,SNP_10143294,SNP_10143365,SNP_10143386,SNP_10143459,SNP_10143667,SNP_10144820,SNP_10144826,SNP_10144909,SNP_10145698,SNP_10146977,SNP_10147185,SNP_10147201,SNP_10147481,SNP_10148150,SNP_10148467,SNP_10148497,SNP_10149271,SNP_10149284,SNP_10150164,SNP_10150313,SNP_10150323,SNP_10151187,SNP_10151395,SNP_10151549,SNP_10151705,SNP_10151799,SNP_10151908,SNP_10152330,SNP_10155702,SNP_10156423,SNP_10158232,SNP_10158666,SNP_10158875,SNP_10159011,SNP_10159266,SNP_10159468,SNP_10159613,SNP_10160102,SNP_10163069,SNP_10163930,SNP_10165033,SNP_10165079,SNP_10165192,SNP_10166194,SNP_10166525,SNP_10166744,SNP_10166994,SNP_10167249,SNP_10167292,SNP_10167520,SNP_10167575,SNP_10168040,SNP_10168500,SNP_10168547,SNP_10169025,SNP_10169512,SNP_10169843,SNP_10170013,SNP_10170090,SNP_10170766,SNP_10171424,SNP_10171451,SNP_10172242,SNP_10172327,SNP_10172661,SNP_10172795,SNP_10172851,SNP_10173249,SNP_10173706,SNP_10173734,SNP_10174424,SNP_10174699,SNP_10174793,SNP_10175478,SNP_10175648,SNP_10175747,SNP_10175855,SNP_10176000,SNP_10176242,SNP_10176523,SNP_10176733,SNP_10176804	1.778795e-06	beta-Carotene	1
5	SORBI_3005G078700	SNP_10173249,SNP_10173706,SNP_10173734,SNP_10174424,SNP_10174699,SNP_10174793,SNP_10175478,SNP_10175648,SNP_10175747,SNP_10175855,SNP_10176000,SNP_10176242,SNP_10176523,SNP_10176733,SNP_10176804,SNP_10177319,SNP_10177435,SNP_10177466,SNP_10177653,SNP_10177717,SNP_10177754,SNP_10177860,SNP_10178091,SNP_10178224,SNP_10178320,SNP_10179143,SNP_10179150,SNP_10179151,SNP_10180177,SNP_10180552,SNP_10180585,SNP_10180665,SNP_10182361,SNP_10183743,SNP_10184827,SNP_10189596,SNP_10189652,SNP_10189733,SNP_10190897,SNP_10191017,SNP_10191778,SNP_10192348,SNP_10193237,SNP_10193289,SNP_10193589,SNP_10193800,SNP_10193991,SNP_10194029,SNP_10194039,SNP_10194056,SNP_10194059,SNP_10194141,SNP_10194503,SNP_10194504,SNP_10194881,SNP_10194930,SNP_10195408,SNP_10195573,SNP_10195576,SNP_10195776,SNP_10197698,SNP_10197853,SNP_10198211,SNP_10198439,SNP_10199201,SNP_10199975,SNP_10200679,SNP_10200682,SNP_10200687	7.056857e-07	beta-Carotene	1
5	SORBI_3005G078800	SNP_10182361,SNP_10183743,SNP_10184827,SNP_10189596,SNP_10189652,SNP_10189733,SNP_10190897,SNP_10191017,SNP_10191778,SNP_10192348,SNP_10193237,SNP_10193289,SNP_10193589,SNP_10193800,SNP_10193991,SNP_10194029,SNP_10194039,SNP_10194056,SNP_10194059,SNP_10194141,SNP_10194503,SNP_10194504,SNP_10194881,SNP_10194930,SNP_10195408,SNP_10195573,SNP_10195576,SNP_10195776,SNP_10197698,SNP_10197853,SNP_10198211,SNP_10198439,SNP_10199201,SNP_10199975,SNP_10200679,SNP_10200682,SNP_10200687,SNP_10201607,SNP_10201711,SNP_10202102,SNP_10202557,SNP_10202597,SNP_10202634,SNP_10204140,SNP_10204147,SNP_10204183,SNP_10204224,SNP_10204527,SNP_10205518,SNP_10207511	9.481347e-07	beta-Carotene	1
5	SORBI_3005G078875	SNP_10195408,SNP_10195573,SNP_10195576,SNP_10195776,SNP_10197698,SNP_10197853,SNP_10198211,SNP_10198439,SNP_10199201,SNP_10199975,SNP_10200679,SNP_10200682,SNP_10200687,SNP_10201607,SNP_10201711,SNP_10202102,SNP_10202557,SNP_10202597,SNP_10202634,SNP_10204140,SNP_10204147,SNP_10204183,SNP_10204224,SNP_10204527,SNP_10205518,SNP_10207511,SNP_10209633,SNP_10209876,SNP_10210213,SNP_10211360,SNP_10211623,SNP_10211715,SNP_10212243,SNP_10212528,SNP_10213476,SNP_10213584,SNP_10213609,SNP_10213640,SNP_10213951,SNP_10213959,SNP_10215438,SNP_10215501,SNP_10215620,SNP_10215782,SNP_10216021,SNP_10216023,SNP_10216289,SNP_10216506,SNP_10216648,SNP_10216781,SNP_10217853,SNP_10218174,SNP_10218319,SNP_10219340,SNP_10219343,SNP_10219357,SNP_10220352	1.594027e-06	beta-Carotene	1
5	SORBI_3005G078950	SNP_10215438,SNP_10215501,SNP_10215620,SNP_10215782,SNP_10216021,SNP_10216023,SNP_10216289,SNP_10216506,SNP_10216648,SNP_10216781,SNP_10217853,SNP_10218174,SNP_10218319,SNP_10219340,SNP_10219343,SNP_10219357,SNP_10220352,SNP_10220940,SNP_10221322,SNP_10221555,SNP_10221869,SNP_10222347,SNP_10222472,SNP_10223104,SNP_10223221,SNP_10223599,SNP_10223807,SNP_10224281,SNP_10224488,SNP_10225318,SNP_10225891,SNP_10226373,SNP_10226663,SNP_10227264,SNP_10227412,SNP_10227544,SNP_10228550,SNP_10230420,SNP_10237660,SNP_10238298,SNP_10239636,SNP_10239700,SNP_10239706,SNP_10239815,SNP_10240039,SNP_10240406,SNP_10240623,SNP_10242030	1.594027e-06	beta-Carotene	1
5	SORBI_3005G079025	SNP_10219340,SNP_10219343,SNP_10219357,SNP_10220352,SNP_10220940,SNP_10221322,SNP_10221555,SNP_10221869,SNP_10222347,SNP_10222472,SNP_10223104,SNP_10223221,SNP_10223599,SNP_10223807,SNP_10224281,SNP_10224488,SNP_10225318,SNP_10225891,SNP_10226373,SNP_10226663,SNP_10227264,SNP_10227412,SNP_10227544,SNP_10228550,SNP_10230420,SNP_10237660,SNP_10238298,SNP_10239636,SNP_10239700,SNP_10239706,SNP_10239815,SNP_10240039,SNP_10240406,SNP_10240623,SNP_10242030,SNP_10243488	1.904351e-06	beta-Carotene	1
5	SORBI_3005G079201	SNP_10343411,SNP_10343426,SNP_10343436,SNP_10343448,SNP_10343487,SNP_10343488,SNP_10343499,SNP_10343917,SNP_10343920,SNP_10343923,SNP_10344046,SNP_10352437,SNP_10353034,SNP_10353330,SNP_10354111,SNP_10354387,SNP_10354388,SNP_10354840,SNP_10355182,SNP_10355458,SNP_10361332,SNP_10363984	2.019039e-06	beta-Carotene	1
5	SORBI_3005G079300	SNP_10363984,SNP_10375185,SNP_10376474,SNP_10377869,SNP_10377943,SNP_10378148,SNP_10380417,SNP_10380460,SNP_10380515,SNP_10380530,SNP_10380571,SNP_10380817,SNP_10384444,SNP_10388362,SNP_10389075,SNP_10389406,SNP_10390336,SNP_10390878,SNP_10391599,SNP_10392325,SNP_10393194	1.537878e-06	beta-Carotene	1
5	SORBI_3005G079400	SNP_10404217,SNP_10405151,SNP_10405359,SNP_10405789,SNP_10410453,SNP_10410529,SNP_10410664,SNP_10410880,SNP_10414762,SNP_10415372,SNP_10415721,SNP_10415835,SNP_10415891,SNP_10416135,SNP_10417512,SNP_10420074,SNP_10421153,SNP_10421201,SNP_10421329,SNP_10421346,SNP_10421655,SNP_10421675,SNP_10421700,SNP_10424790,SNP_10425817,SNP_10425866,SNP_10426573,SNP_10426835	1.166102e-06	beta-Carotene	1
5	SORBI_3005G079500	SNP_10405359,SNP_10405789,SNP_10410453,SNP_10410529,SNP_10410664,SNP_10410880,SNP_10414762,SNP_10415372,SNP_10415721,SNP_10415835,SNP_10415891,SNP_10416135,SNP_10417512,SNP_10420074,SNP_10421153,SNP_10421201,SNP_10421329,SNP_10421346,SNP_10421655,SNP_10421675,SNP_10421700,SNP_10424790,SNP_10425817,SNP_10425866,SNP_10426573,SNP_10426835,SNP_10427516,SNP_10428336,SNP_10428442,SNP_10431088,SNP_10431926,SNP_10432099,SNP_10432346,SNP_10432369,SNP_10432673,SNP_10433126,SNP_10433175,SNP_10433195,SNP_10433532,SNP_10433888,SNP_10433926,SNP_10435807	1.166102e-06	beta-Carotene	1
5	SORBI_3005G079600	SNP_10424790,SNP_10425817,SNP_10425866,SNP_10426573,SNP_10426835,SNP_10427516,SNP_10428336,SNP_10428442,SNP_10431088,SNP_10431926,SNP_10432099,SNP_10432346,SNP_10432369,SNP_10432673,SNP_10433126,SNP_10433175,SNP_10433195,SNP_10433532,SNP_10433888,SNP_10433926,SNP_10435807,SNP_10438616,SNP_10438623,SNP_10438625,SNP_10438629,SNP_10439893,SNP_10439896,SNP_10439903,SNP_10439906,SNP_10439914,SNP_10439937,SNP_10439949,SNP_10439961,SNP_10439968,SNP_10439969,SNP_10439973,SNP_10439975,SNP_10439978,SNP_10439982,SNP_10442981,SNP_10443010,SNP_10444169,SNP_10445085,SNP_10446042,SNP_10446818,SNP_10447120,SNP_10447220,SNP_10448137,SNP_10448812,SNP_10448920,SNP_10449129	3.595859e-06	beta-Carotene	1
5	SORBI_3005G079700	SNP_10425817,SNP_10425866,SNP_10426573,SNP_10426835,SNP_10427516,SNP_10428336,SNP_10428442,SNP_10431088,SNP_10431926,SNP_10432099,SNP_10432346,SNP_10432369,SNP_10432673,SNP_10433126,SNP_10433175,SNP_10433195,SNP_10433532,SNP_10433888,SNP_10433926,SNP_10435807,SNP_10438616,SNP_10438623,SNP_10438625,SNP_10438629,SNP_10439893,SNP_10439896,SNP_10439903,SNP_10439906,SNP_10439914,SNP_10439937,SNP_10439949,SNP_10439961,SNP_10439968,SNP_10439969,SNP_10439973,SNP_10439975,SNP_10439978,SNP_10439982,SNP_10442981,SNP_10443010,SNP_10444169,SNP_10445085,SNP_10446042,SNP_10446818,SNP_10447120,SNP_10447220,SNP_10448137,SNP_10448812,SNP_10448920,SNP_10449129,SNP_10449487,SNP_10449921,SNP_10449988,SNP_10450286,SNP_10450334,SNP_10450704,SNP_10450783,SNP_10451597,SNP_10451718,SNP_10451790,SNP_10451919,SNP_10452281,SNP_10452349,SNP_10452628,SNP_10453134,SNP_10453465,SNP_10453727,SNP_10453859,SNP_10455075,SNP_10455186	3.595859e-06	beta-Carotene	1
5	SORBI_3005G088500	SNP_12626109,SNP_12627833,SNP_12627919,SNP_12627920,SNP_12630796,SNP_12630797,SNP_12630811,SNP_12630823,SNP_12632859,SNP_12633806,SNP_12634257,SNP_12634927,SNP_12636089,SNP_12636733,SNP_12637682,SNP_12641458,SNP_12641462,SNP_12641757,SNP_12641895,SNP_12642224,SNP_12642331,SNP_12643995,SNP_12644171,SNP_12644193,SNP_12644577,SNP_12645208,SNP_12645211,SNP_12645243,SNP_12645312,SNP_12645328,SNP_12645475,SNP_12645652,SNP_12646272,SNP_12646457,SNP_12646476,SNP_12647041,SNP_12647502,SNP_12647707,SNP_12647791,SNP_12648093,SNP_12648293,SNP_12648343,SNP_12648375,SNP_12648539,SNP_12648658,SNP_12648703,SNP_12648765,SNP_12648767,SNP_12648827,SNP_12649304,SNP_12649370,SNP_12649781,SNP_12649793,SNP_12649888,SNP_12650436,SNP_12651309,SNP_12651378,SNP_12651508,SNP_12651872,SNP_12651915,SNP_12651993,SNP_12652274,SNP_12652301,SNP_12652337,SNP_12652622,SNP_12652796,SNP_12653130,SNP_12653230,SNP_12653409,SNP_12653804,SNP_12653817,SNP_12653823,SNP_12653857	4.683904e-06	beta-Carotene	1
5	SORBI_3005G088600	SNP_12681356,SNP_12681404,SNP_12685369,SNP_12685905,SNP_12685906,SNP_12685930,SNP_12685933,SNP_12686221,SNP_12686222,SNP_12686232,SNP_12686620,SNP_12686735,SNP_12686812,SNP_12686859,SNP_12687142,SNP_12687493,SNP_12687562,SNP_12687764,SNP_12687971,SNP_12688047,SNP_12688112,SNP_12688170,SNP_12688338,SNP_12688761,SNP_12688789,SNP_12689013,SNP_12689185,SNP_12689398,SNP_12691428,SNP_12692418,SNP_12692867,SNP_12694254,SNP_12695887,SNP_12695888,SNP_12695889,SNP_12696274,SNP_12696314,SNP_12696729,SNP_12697169,SNP_12698186,SNP_12698391,SNP_12698838,SNP_12699483,SNP_12700889,SNP_12701628,SNP_12702565	2.598825e-06	beta-Carotene	1
5	SORBI_3005G129700	SNP_56161351,SNP_56161580,SNP_56161980,SNP_56162966,SNP_56163020,SNP_56164559,SNP_56164613,SNP_56164623,SNP_56164631,SNP_56164660,SNP_56164664,SNP_56164733,SNP_56165201,SNP_56165258,SNP_56165266,SNP_56165308,SNP_56167433,SNP_56170731,SNP_56171289,SNP_56174002,SNP_56175742,SNP_56175779,SNP_56175817,SNP_56175858,SNP_56175859,SNP_56175861,SNP_56175862,SNP_56178196,SNP_56178800,SNP_56179950,SNP_56180547,SNP_56181288,SNP_56181521,SNP_56183286,SNP_56183341,SNP_56183359,SNP_56183832,SNP_56184080,SNP_56184259,SNP_56185424,SNP_56186214,SNP_56186418,SNP_56187469,SNP_56187470,SNP_56187486,SNP_56187488,SNP_56187504,SNP_56187512,SNP_56187570,SNP_56187599,SNP_56187600,SNP_56187601,SNP_56187612,SNP_56187618,SNP_56187620,SNP_56187704,SNP_56188523,SNP_56189037	3.508717e-06	beta-Carotene	1
5	SORBI_3005G138600	SNP_59247859,SNP_59248422,SNP_59249242,SNP_59249255,SNP_59251865,SNP_59251911,SNP_59257066,SNP_59277406,SNP_59278846,SNP_59279847	1.184976e-06	beta-Carotene	1
5	SORBI_3005G165100	SNP_64050519,SNP_64050715,SNP_64050785,SNP_64050843,SNP_64050845,SNP_64050863,SNP_64050898,SNP_64050929,SNP_64050982,SNP_64051144,SNP_64051164,SNP_64051236,SNP_64051303,SNP_64051313,SNP_64052732,SNP_64052735,SNP_64052738,SNP_64052817,SNP_64052834,SNP_64052922,SNP_64052958,SNP_64052966,SNP_64052995,SNP_64053016,SNP_64053020,SNP_64053028,SNP_64053037,SNP_64053039,SNP_64053058,SNP_64053078,SNP_64053089,SNP_64053096,SNP_64053152,SNP_64053156,SNP_64053173,SNP_64053189,SNP_64053207,SNP_64053208,SNP_64053210,SNP_64053271,SNP_64053275,SNP_64053297,SNP_64053305,SNP_64053319,SNP_64053333,SNP_64053341,SNP_64053365,SNP_64053379,SNP_64053402,SNP_64053412,SNP_64053424,SNP_64053435,SNP_64053441,SNP_64053465,SNP_64053466,SNP_64053499,SNP_64053544,SNP_64053613,SNP_64053645,SNP_64053700,SNP_64053704,SNP_64053747,SNP_64053752,SNP_64053764,SNP_64053777,SNP_64053779,SNP_64053785,SNP_64054485,SNP_64055490,SNP_64055491,SNP_64055527,SNP_64055541,SNP_64055542,SNP_64055546,SNP_64055576,SNP_64055710,SNP_64055713,SNP_64055732,SNP_64055734,SNP_64055739,SNP_64055772,SNP_64055783,SNP_64055791,SNP_64055807,SNP_64055808,SNP_64055810,SNP_64055819,SNP_64056283,SNP_64056745,SNP_64056759,SNP_64056766,SNP_64056793,SNP_64056826,SNP_64056841,SNP_64056895,SNP_64056899,SNP_64056921,SNP_64057002,SNP_64057004,SNP_64057025,SNP_64057139,SNP_64057142,SNP_64057151,SNP_64057152,SNP_64057173,SNP_64057185,SNP_64057199,SNP_64057221,SNP_64057225,SNP_64057237,SNP_64057241,SNP_64057262,SNP_64057265,SNP_64058637,SNP_64058943,SNP_64059042,SNP_64060944,SNP_64065398,SNP_64069429,SNP_64069488	4.505107e-06	beta-Carotene	1
5	SORBI_3005G170700	SNP_65024558,SNP_65029712,SNP_65036614,SNP_65041386,SNP_65041430,SNP_65041437,SNP_65041512,SNP_65041514,SNP_65041624,SNP_65041886,SNP_65041961,SNP_65042025,SNP_65042040,SNP_65042219,SNP_65042299,SNP_65043303,SNP_65043382,SNP_65043390,SNP_65043434,SNP_65046614,SNP_65046631,SNP_65046656,SNP_65046664,SNP_65046665,SNP_65046683,SNP_65046701,SNP_65046727,SNP_65046728,SNP_65046752,SNP_65046757,SNP_65046762,SNP_65046763,SNP_65046764,SNP_65046776,SNP_65046782,SNP_65046794,SNP_65046795,SNP_65046806,SNP_65046839,SNP_65046842,SNP_65046881,SNP_65046883,SNP_65046904,SNP_65046919,SNP_65046920,SNP_65046935,SNP_65046962,SNP_65047746	5.808249e-07	beta-Carotene	1
