Chromosome	gene	SNP	pvalue	phenotype	phenotype_number
3	SORBI_3003G142800	SNP_14169743,SNP_14169797,SNP_14169905,SNP_14169906,SNP_14170156,SNP_14170216,SNP_14170440,SNP_14170464,SNP_14170588,SNP_14170681,SNP_14170723,SNP_14170733,SNP_14170891,SNP_14170923,SNP_14171013,SNP_14171095,SNP_14171184,SNP_14171269,SNP_14171321,SNP_14171547,SNP_14171751,SNP_14171859,SNP_14171990,SNP_14172035,SNP_14172467,SNP_14172540,SNP_14172580,SNP_14172615,SNP_14172687,SNP_14173058,SNP_14173101,SNP_14173216,SNP_14173510,SNP_14173552,SNP_14173609,SNP_14173649,SNP_14173650,SNP_14173659,SNP_14173663,SNP_14173664,SNP_14173687,SNP_14173706,SNP_14173711,SNP_14173731,SNP_14173784,SNP_14173901,SNP_14177987,SNP_14177991,SNP_14178174,SNP_14180109,SNP_14181370,SNP_14184277,SNP_14184542,SNP_14187227,SNP_14187332,SNP_14189037	7.086483e-06	gibberellic acid	1
3	SORBI_3003G142900	SNP_14177987,SNP_14177991,SNP_14178174,SNP_14180109,SNP_14181370,SNP_14184277,SNP_14184542,SNP_14187227,SNP_14187332,SNP_14189037,SNP_14192460,SNP_14192838,SNP_14193764,SNP_14193788,SNP_14193827,SNP_14193861,SNP_14194381,SNP_14194848,SNP_14195630,SNP_14195944,SNP_14196056,SNP_14198299,SNP_14199524,SNP_14199590,SNP_14199626,SNP_14199641,SNP_14200275,SNP_14200278,SNP_14200283,SNP_14200304,SNP_14200360,SNP_14200712,SNP_14200739,SNP_14200790,SNP_14200792,SNP_14200805,SNP_14200819,SNP_14200825,SNP_14200832,SNP_14200836,SNP_14200843,SNP_14200849,SNP_14200850,SNP_14200854,SNP_14200855,SNP_14200864,SNP_14200884,SNP_14200897,SNP_14200922,SNP_14200936,SNP_14200947,SNP_14200948,SNP_14201258,SNP_14201274,SNP_14201291,SNP_14201292,SNP_14201316,SNP_14201321,SNP_14201327,SNP_14201339,SNP_14201353,SNP_14201391,SNP_14201423,SNP_14201488,SNP_14201527,SNP_14201540,SNP_14201546,SNP_14201559,SNP_14201582,SNP_14201651,SNP_14201667,SNP_14201674,SNP_14201708,SNP_14201723,SNP_14201783,SNP_14201794,SNP_14201804,SNP_14201833,SNP_14201834,SNP_14201836,SNP_14201880,SNP_14201893,SNP_14201922,SNP_14201938,SNP_14201945,SNP_14201968,SNP_14202003,SNP_14202494,SNP_14202500,SNP_14202519,SNP_14202528,SNP_14202536,SNP_14202540,SNP_14202544,SNP_14202556,SNP_14202568,SNP_14202574,SNP_14202581,SNP_14202676	7.086483e-06	gibberellic acid	1
3	SORBI_3003G143000	SNP_14180109,SNP_14181370,SNP_14184277,SNP_14184542,SNP_14187227,SNP_14187332,SNP_14189037,SNP_14192460,SNP_14192838,SNP_14193764,SNP_14193788,SNP_14193827,SNP_14193861,SNP_14194381,SNP_14194848,SNP_14195630,SNP_14195944,SNP_14196056,SNP_14198299,SNP_14199524,SNP_14199590,SNP_14199626,SNP_14199641,SNP_14200275,SNP_14200278,SNP_14200283,SNP_14200304,SNP_14200360,SNP_14200712,SNP_14200739,SNP_14200790,SNP_14200792,SNP_14200805,SNP_14200819,SNP_14200825,SNP_14200832,SNP_14200836,SNP_14200843,SNP_14200849,SNP_14200850,SNP_14200854,SNP_14200855,SNP_14200864,SNP_14200884,SNP_14200897,SNP_14200922,SNP_14200936,SNP_14200947,SNP_14200948,SNP_14201258,SNP_14201274,SNP_14201291,SNP_14201292,SNP_14201316,SNP_14201321,SNP_14201327,SNP_14201339,SNP_14201353,SNP_14201391,SNP_14201423,SNP_14201488,SNP_14201527,SNP_14201540,SNP_14201546,SNP_14201559,SNP_14201582,SNP_14201651,SNP_14201667,SNP_14201674,SNP_14201708,SNP_14201723,SNP_14201783,SNP_14201794,SNP_14201804,SNP_14201833,SNP_14201834,SNP_14201836,SNP_14201880,SNP_14201893,SNP_14201922,SNP_14201938,SNP_14201945,SNP_14201968,SNP_14202003,SNP_14202494,SNP_14202500,SNP_14202519,SNP_14202528,SNP_14202536,SNP_14202540,SNP_14202544,SNP_14202556,SNP_14202568,SNP_14202574,SNP_14202581,SNP_14202676,SNP_14202817,SNP_14202821,SNP_14202842,SNP_14202843,SNP_14203000,SNP_14203012,SNP_14203111,SNP_14203164,SNP_14203229,SNP_14203268,SNP_14203276,SNP_14203378,SNP_14203670,SNP_14203703,SNP_14203704,SNP_14203730,SNP_14203752,SNP_14203885,SNP_14203893,SNP_14203906,SNP_14203945,SNP_14203955,SNP_14204002,SNP_14204120,SNP_14204130,SNP_14204152,SNP_14205089,SNP_14205106,SNP_14205117,SNP_14205871,SNP_14206977	7.086483e-06	gibberellic acid	1
3	SORBI_3003G143100	SNP_14187227,SNP_14187332,SNP_14189037,SNP_14192460,SNP_14192838,SNP_14193764,SNP_14193788,SNP_14193827,SNP_14193861,SNP_14194381,SNP_14194848,SNP_14195630,SNP_14195944,SNP_14196056,SNP_14198299,SNP_14199524,SNP_14199590,SNP_14199626,SNP_14199641,SNP_14200275,SNP_14200278,SNP_14200283,SNP_14200304,SNP_14200360,SNP_14200712,SNP_14200739,SNP_14200790,SNP_14200792,SNP_14200805,SNP_14200819,SNP_14200825,SNP_14200832,SNP_14200836,SNP_14200843,SNP_14200849,SNP_14200850,SNP_14200854,SNP_14200855,SNP_14200864,SNP_14200884,SNP_14200897,SNP_14200922,SNP_14200936,SNP_14200947,SNP_14200948,SNP_14201258,SNP_14201274,SNP_14201291,SNP_14201292,SNP_14201316,SNP_14201321,SNP_14201327,SNP_14201339,SNP_14201353,SNP_14201391,SNP_14201423,SNP_14201488,SNP_14201527,SNP_14201540,SNP_14201546,SNP_14201559,SNP_14201582,SNP_14201651,SNP_14201667,SNP_14201674,SNP_14201708,SNP_14201723,SNP_14201783,SNP_14201794,SNP_14201804,SNP_14201833,SNP_14201834,SNP_14201836,SNP_14201880,SNP_14201893,SNP_14201922,SNP_14201938,SNP_14201945,SNP_14201968,SNP_14202003,SNP_14202494,SNP_14202500,SNP_14202519,SNP_14202528,SNP_14202536,SNP_14202540,SNP_14202544,SNP_14202556,SNP_14202568,SNP_14202574,SNP_14202581,SNP_14202676,SNP_14202817,SNP_14202821,SNP_14202842,SNP_14202843,SNP_14203000,SNP_14203012,SNP_14203111,SNP_14203164,SNP_14203229,SNP_14203268,SNP_14203276,SNP_14203378,SNP_14203670,SNP_14203703,SNP_14203704,SNP_14203730,SNP_14203752,SNP_14203885,SNP_14203893,SNP_14203906,SNP_14203945,SNP_14203955,SNP_14204002,SNP_14204120,SNP_14204130,SNP_14204152,SNP_14205089,SNP_14205106,SNP_14205117,SNP_14205871,SNP_14206977,SNP_14207366,SNP_14208404,SNP_14208840,SNP_14209267,SNP_14210468,SNP_14212830,SNP_14213189,SNP_14213349,SNP_14213741,SNP_14213783,SNP_14213800,SNP_14213803,SNP_14213895,SNP_14213915,SNP_14213919,SNP_14213999,SNP_14214118,SNP_14214178,SNP_14214308,SNP_14214514,SNP_14214523,SNP_14214573,SNP_14214576,SNP_14216336,SNP_14216919,SNP_14216921,SNP_14216963	7.086483e-06	gibberellic acid	1
3	SORBI_3003G143200	SNP_14195944,SNP_14196056,SNP_14198299,SNP_14199524,SNP_14199590,SNP_14199626,SNP_14199641,SNP_14200275,SNP_14200278,SNP_14200283,SNP_14200304,SNP_14200360,SNP_14200712,SNP_14200739,SNP_14200790,SNP_14200792,SNP_14200805,SNP_14200819,SNP_14200825,SNP_14200832,SNP_14200836,SNP_14200843,SNP_14200849,SNP_14200850,SNP_14200854,SNP_14200855,SNP_14200864,SNP_14200884,SNP_14200897,SNP_14200922,SNP_14200936,SNP_14200947,SNP_14200948,SNP_14201258,SNP_14201274,SNP_14201291,SNP_14201292,SNP_14201316,SNP_14201321,SNP_14201327,SNP_14201339,SNP_14201353,SNP_14201391,SNP_14201423,SNP_14201488,SNP_14201527,SNP_14201540,SNP_14201546,SNP_14201559,SNP_14201582,SNP_14201651,SNP_14201667,SNP_14201674,SNP_14201708,SNP_14201723,SNP_14201783,SNP_14201794,SNP_14201804,SNP_14201833,SNP_14201834,SNP_14201836,SNP_14201880,SNP_14201893,SNP_14201922,SNP_14201938,SNP_14201945,SNP_14201968,SNP_14202003,SNP_14202494,SNP_14202500,SNP_14202519,SNP_14202528,SNP_14202536,SNP_14202540,SNP_14202544,SNP_14202556,SNP_14202568,SNP_14202574,SNP_14202581,SNP_14202676,SNP_14202817,SNP_14202821,SNP_14202842,SNP_14202843,SNP_14203000,SNP_14203012,SNP_14203111,SNP_14203164,SNP_14203229,SNP_14203268,SNP_14203276,SNP_14203378,SNP_14203670,SNP_14203703,SNP_14203704,SNP_14203730,SNP_14203752,SNP_14203885,SNP_14203893,SNP_14203906,SNP_14203945,SNP_14203955,SNP_14204002,SNP_14204120,SNP_14204130,SNP_14204152,SNP_14205089,SNP_14205106,SNP_14205117,SNP_14205871,SNP_14206977,SNP_14207366,SNP_14208404,SNP_14208840,SNP_14209267,SNP_14210468,SNP_14212830,SNP_14213189,SNP_14213349,SNP_14213741,SNP_14213783,SNP_14213800,SNP_14213803,SNP_14213895,SNP_14213915,SNP_14213919,SNP_14213999,SNP_14214118,SNP_14214178,SNP_14214308,SNP_14214514,SNP_14214523,SNP_14214573,SNP_14214576,SNP_14216336,SNP_14216919,SNP_14216921,SNP_14216963,SNP_14217358,SNP_14217938,SNP_14218329,SNP_14218463,SNP_14218695,SNP_14218745,SNP_14218804,SNP_14218894,SNP_14218946,SNP_14218956,SNP_14218974,SNP_14218981,SNP_14218992,SNP_14218998,SNP_14219002,SNP_14219006,SNP_14219014,SNP_14219017,SNP_14219024,SNP_14219049,SNP_14219069,SNP_14219078,SNP_14219112,SNP_14219233,SNP_14219594,SNP_14219662,SNP_14219914,SNP_14220078,SNP_14220147,SNP_14220156,SNP_14220163,SNP_14220244,SNP_14220248,SNP_14220309,SNP_14220386,SNP_14220419,SNP_14220445	5.694931e-06	gibberellic acid	1
3	SORBI_3003G143300	SNP_14205871,SNP_14206977,SNP_14207366,SNP_14208404,SNP_14208840,SNP_14209267,SNP_14210468,SNP_14212830,SNP_14213189,SNP_14213349,SNP_14213741,SNP_14213783,SNP_14213800,SNP_14213803,SNP_14213895,SNP_14213915,SNP_14213919,SNP_14213999,SNP_14214118,SNP_14214178,SNP_14214308,SNP_14214514,SNP_14214523,SNP_14214573,SNP_14214576,SNP_14216336,SNP_14216919,SNP_14216921,SNP_14216963,SNP_14217358,SNP_14217938,SNP_14218329,SNP_14218463,SNP_14218695,SNP_14218745,SNP_14218804,SNP_14218894,SNP_14218946,SNP_14218956,SNP_14218974,SNP_14218981,SNP_14218992,SNP_14218998,SNP_14219002,SNP_14219006,SNP_14219014,SNP_14219017,SNP_14219024,SNP_14219049,SNP_14219069,SNP_14219078,SNP_14219112,SNP_14219233,SNP_14219594,SNP_14219662,SNP_14219914,SNP_14220078,SNP_14220147,SNP_14220156,SNP_14220163,SNP_14220244,SNP_14220248,SNP_14220309,SNP_14220386,SNP_14220419,SNP_14220445,SNP_14229354,SNP_14229657,SNP_14229812,SNP_14229849,SNP_14230219,SNP_14230301,SNP_14231952,SNP_14232218,SNP_14232261,SNP_14232450,SNP_14232459	5.694931e-06	gibberellic acid	1
3	SORBI_3003G143401	SNP_14216336,SNP_14216919,SNP_14216921,SNP_14216963,SNP_14217358,SNP_14217938,SNP_14218329,SNP_14218463,SNP_14218695,SNP_14218745,SNP_14218804,SNP_14218894,SNP_14218946,SNP_14218956,SNP_14218974,SNP_14218981,SNP_14218992,SNP_14218998,SNP_14219002,SNP_14219006,SNP_14219014,SNP_14219017,SNP_14219024,SNP_14219049,SNP_14219069,SNP_14219078,SNP_14219112,SNP_14219233,SNP_14219594,SNP_14219662,SNP_14219914,SNP_14220078,SNP_14220147,SNP_14220156,SNP_14220163,SNP_14220244,SNP_14220248,SNP_14220309,SNP_14220386,SNP_14220419,SNP_14220445,SNP_14229354,SNP_14229657,SNP_14229812,SNP_14229849,SNP_14230219,SNP_14230301,SNP_14231952,SNP_14232218,SNP_14232261,SNP_14232450,SNP_14232459,SNP_14233622,SNP_14236116,SNP_14236658,SNP_14236707,SNP_14237272,SNP_14237692,SNP_14240438,SNP_14240879,SNP_14241891	5.694931e-06	gibberellic acid	1
3	SORBI_3003G166750	SNP_25883452,SNP_25883466,SNP_25883479,SNP_25883491,SNP_25883494,SNP_25883500,SNP_25883536,SNP_25883541,SNP_25883542,SNP_25883548,SNP_25883549,SNP_25883564,SNP_25883578,SNP_25883586,SNP_25883589,SNP_25883599,SNP_25883623,SNP_25883629,SNP_25883646,SNP_25883650,SNP_25883656,SNP_25883658,SNP_25883667,SNP_25883880,SNP_25883911,SNP_25883917,SNP_25883926,SNP_25883961,SNP_25883971,SNP_25883974,SNP_25883976,SNP_25883983,SNP_25883996,SNP_25884035,SNP_25886864,SNP_25886877,SNP_25886889,SNP_25886893,SNP_25886900,SNP_25886910	5.527348e-06	gibberellic acid	1
3	SORBI_3003G226800	SNP_56364289,SNP_56367846,SNP_56368162,SNP_56368436,SNP_56368538,SNP_56368739,SNP_56368823,SNP_56369195,SNP_56369215,SNP_56369406,SNP_56369481,SNP_56369517,SNP_56369519,SNP_56369740,SNP_56370556,SNP_56371319,SNP_56371512,SNP_56371674,SNP_56373066,SNP_56373159,SNP_56375381,SNP_56376355,SNP_56383200,SNP_56384606,SNP_56385010,SNP_56387227,SNP_56390327,SNP_56390641,SNP_56391141	1.360557e-06	gibberellic acid	1
3	SORBI_3003G226900	SNP_56383200,SNP_56384606,SNP_56385010,SNP_56387227,SNP_56390327,SNP_56390641,SNP_56391141,SNP_56391363,SNP_56391481,SNP_56391899,SNP_56392611,SNP_56393507,SNP_56394370,SNP_56394762,SNP_56395268,SNP_56395288,SNP_56395289,SNP_56395299,SNP_56395300,SNP_56395323,SNP_56395324,SNP_56395332,SNP_56395342,SNP_56395345,SNP_56395372,SNP_56395374,SNP_56395399,SNP_56395609,SNP_56395614,SNP_56395628,SNP_56395634,SNP_56395637,SNP_56395643,SNP_56395691,SNP_56395729,SNP_56395748,SNP_56399597	1.360557e-06	gibberellic acid	1
3	SORBI_3003G226950	SNP_56383200,SNP_56384606,SNP_56385010,SNP_56387227,SNP_56390327,SNP_56390641,SNP_56391141,SNP_56391363,SNP_56391481,SNP_56391899,SNP_56392611,SNP_56393507,SNP_56394370,SNP_56394762,SNP_56395268,SNP_56395288,SNP_56395289,SNP_56395299,SNP_56395300,SNP_56395323,SNP_56395324,SNP_56395332,SNP_56395342,SNP_56395345,SNP_56395372,SNP_56395374,SNP_56395399,SNP_56395609,SNP_56395614,SNP_56395628,SNP_56395634,SNP_56395637,SNP_56395643,SNP_56395691,SNP_56395729,SNP_56395748,SNP_56399597	1.360557e-06	gibberellic acid	1
4	SORBI_3004G027000	SNP_2152918,SNP_2159681,SNP_2160105,SNP_2165639,SNP_2165667,SNP_2168246,SNP_2168271,SNP_2168285,SNP_2168436,SNP_2168550,SNP_2169062,SNP_2169999,SNP_2170523,SNP_2170662,SNP_2170896,SNP_2170908,SNP_2171230,SNP_2171320,SNP_2171648,SNP_2172075,SNP_2172403	7.54133e-06	gibberellic acid	1
4	SORBI_3004G027100	SNP_2152918,SNP_2159681,SNP_2160105,SNP_2165639,SNP_2165667,SNP_2168246,SNP_2168271,SNP_2168285,SNP_2168436,SNP_2168550,SNP_2169062,SNP_2169999,SNP_2170523,SNP_2170662,SNP_2170896,SNP_2170908,SNP_2171230,SNP_2171320,SNP_2171648,SNP_2172075,SNP_2172403,SNP_2175056,SNP_2175950,SNP_2175965,SNP_2176289,SNP_2176354,SNP_2176519,SNP_2176837	7.54133e-06	gibberellic acid	1
4	SORBI_3004G027150	SNP_2159681,SNP_2160105,SNP_2165639,SNP_2165667,SNP_2168246,SNP_2168271,SNP_2168285,SNP_2168436,SNP_2168550,SNP_2169062,SNP_2169999,SNP_2170523,SNP_2170662,SNP_2170896,SNP_2170908,SNP_2171230,SNP_2171320,SNP_2171648,SNP_2172075,SNP_2172403,SNP_2175056,SNP_2175950,SNP_2175965,SNP_2176289,SNP_2176354,SNP_2176519,SNP_2176837,SNP_2179311,SNP_2179682	7.54133e-06	gibberellic acid	1
4	SORBI_3004G027200	SNP_2160105,SNP_2165639,SNP_2165667,SNP_2168246,SNP_2168271,SNP_2168285,SNP_2168436,SNP_2168550,SNP_2169062,SNP_2169999,SNP_2170523,SNP_2170662,SNP_2170896,SNP_2170908,SNP_2171230,SNP_2171320,SNP_2171648,SNP_2172075,SNP_2172403,SNP_2175056,SNP_2175950,SNP_2175965,SNP_2176289,SNP_2176354,SNP_2176519,SNP_2176837,SNP_2179311,SNP_2179682,SNP_2181345	7.54133e-06	gibberellic acid	1
4	SORBI_3004G027300	SNP_2165639,SNP_2165667,SNP_2168246,SNP_2168271,SNP_2168285,SNP_2168436,SNP_2168550,SNP_2169062,SNP_2169999,SNP_2170523,SNP_2170662,SNP_2170896,SNP_2170908,SNP_2171230,SNP_2171320,SNP_2171648,SNP_2172075,SNP_2172403,SNP_2175056,SNP_2175950,SNP_2175965,SNP_2176289,SNP_2176354,SNP_2176519,SNP_2176837,SNP_2179311,SNP_2179682,SNP_2181345,SNP_2189581	7.54133e-06	gibberellic acid	1
4	SORBI_3004G048800	SNP_3926603,SNP_3948321	2.604578e-06	gibberellic acid	1
4	SORBI_3004G048900	SNP_3948321	2.604578e-06	gibberellic acid	1
4	SORBI_3004G049000	SNP_3948321	2.604578e-06	gibberellic acid	1
4	SORBI_3004G049100	SNP_3948321	2.604578e-06	gibberellic acid	1
4	SORBI_3004G102301	SNP_9508404,SNP_9515070,SNP_9515514,SNP_9518976,SNP_9519394,SNP_9519455,SNP_9519712,SNP_9520038,SNP_9520138,SNP_9520388,SNP_9520590,SNP_9525735,SNP_9525836,SNP_9526710,SNP_9526789,SNP_9526916,SNP_9526921,SNP_9526986,SNP_9527052,SNP_9527125,SNP_9527759,SNP_9528126,SNP_9528144,SNP_9528723,SNP_9529072,SNP_9529289,SNP_9529613,SNP_9529635,SNP_9529746,SNP_9529799,SNP_9529830,SNP_9529867,SNP_9530594,SNP_9530625	2.805533e-06	gibberellic acid	1
4	SORBI_3004G102400	SNP_9548996,SNP_9549001,SNP_9549450,SNP_9549532,SNP_9549636,SNP_9549799,SNP_9549999,SNP_9550095,SNP_9550115,SNP_9550544,SNP_9551646,SNP_9551670,SNP_9551701,SNP_9551743,SNP_9551973,SNP_9552493,SNP_9552532,SNP_9552536,SNP_9552670,SNP_9553066,SNP_9553097,SNP_9553681,SNP_9553773,SNP_9553774,SNP_9553790,SNP_9553826,SNP_9553895,SNP_9553915,SNP_9553964,SNP_9554023,SNP_9554031,SNP_9554039,SNP_9554095,SNP_9554124,SNP_9554143,SNP_9554157,SNP_9554176,SNP_9554222,SNP_9554225,SNP_9554228,SNP_9554247,SNP_9554253,SNP_9554285,SNP_9554304,SNP_9554333,SNP_9554366,SNP_9554411,SNP_9554414,SNP_9554415,SNP_9554416,SNP_9554423,SNP_9554429,SNP_9554509,SNP_9554535,SNP_9554608,SNP_9554627,SNP_9554632,SNP_9554713,SNP_9554730,SNP_9554835,SNP_9554871,SNP_9554924,SNP_9554928,SNP_9554933,SNP_9554944,SNP_9554949,SNP_9554972,SNP_9554989,SNP_9554999,SNP_9555036,SNP_9555050,SNP_9555059,SNP_9555083,SNP_9555097,SNP_9555118,SNP_9555123,SNP_9555348,SNP_9555402,SNP_9556566,SNP_9557017,SNP_9557178,SNP_9557200,SNP_9557672,SNP_9557683,SNP_9557739,SNP_9557763,SNP_9557850,SNP_9557867,SNP_9558460,SNP_9558635,SNP_9558862,SNP_9559572,SNP_9559606,SNP_9559732,SNP_9559888,SNP_9560205,SNP_9560979,SNP_9561003,SNP_9561008,SNP_9561032,SNP_9561267,SNP_9566534,SNP_9568252,SNP_9569498,SNP_9569799,SNP_9569817,SNP_9570534,SNP_9574136,SNP_9574859,SNP_9575786,SNP_9575955,SNP_9577642	6.012498e-07	gibberellic acid	1
4	SORBI_3004G102500	SNP_9574136,SNP_9574859,SNP_9575786,SNP_9575955,SNP_9577642,SNP_9578674,SNP_9579254,SNP_9579489,SNP_9580521,SNP_9580642,SNP_9581070,SNP_9581319,SNP_9581359,SNP_9582176,SNP_9582422,SNP_9582959,SNP_9583685,SNP_9586673,SNP_9586775,SNP_9587336,SNP_9589024,SNP_9589028,SNP_9589032,SNP_9589050,SNP_9589051,SNP_9589061,SNP_9589083,SNP_9589103,SNP_9589114,SNP_9589125,SNP_9589126,SNP_9589129,SNP_9590386,SNP_9590623,SNP_9591776,SNP_9591987,SNP_9592028,SNP_9592220,SNP_9592347,SNP_9593098,SNP_9593164,SNP_9593232,SNP_9593363,SNP_9593456,SNP_9593937,SNP_9594017,SNP_9594386,SNP_9594444,SNP_9594669,SNP_9594704,SNP_9594798,SNP_9595127,SNP_9595294,SNP_9595316,SNP_9595922,SNP_9596188,SNP_9596393,SNP_9596452,SNP_9596464,SNP_9596525,SNP_9596661,SNP_9596922,SNP_9597014,SNP_9597317,SNP_9597810,SNP_9598086,SNP_9599138,SNP_9599244	7.247826e-10	gibberellic acid	1
4	SORBI_3004G102600	SNP_9598086,SNP_9599138,SNP_9599244,SNP_9599294,SNP_9599336,SNP_9599360,SNP_9599379,SNP_9599483,SNP_9599592,SNP_9599898,SNP_9599988,SNP_9600095,SNP_9600229,SNP_9601011,SNP_9601083,SNP_9601765,SNP_9602148,SNP_9602607,SNP_9603000,SNP_9603682,SNP_9604274,SNP_9604325,SNP_9604460,SNP_9604876,SNP_9605007,SNP_9605008,SNP_9605015,SNP_9605051,SNP_9605709,SNP_9606251,SNP_9606577,SNP_9606579,SNP_9608133,SNP_9609452,SNP_9609878,SNP_9610539,SNP_9610966,SNP_9611116,SNP_9611182,SNP_9611313,SNP_9611347,SNP_9611349,SNP_9611350,SNP_9611352,SNP_9611371,SNP_9611385,SNP_9613131,SNP_9613196,SNP_9613594,SNP_9613599,SNP_9613612,SNP_9613617,SNP_9613676,SNP_9613679,SNP_9613947,SNP_9613949,SNP_9614096,SNP_9616377,SNP_9616664,SNP_9620902,SNP_9621670,SNP_9622500	6.321819e-09	gibberellic acid	1
4	SORBI_3004G103000	SNP_9686504,SNP_9687117,SNP_9687659,SNP_9687734,SNP_9688516,SNP_9688714,SNP_9688863,SNP_9689042,SNP_9689045,SNP_9689063,SNP_9689239,SNP_9689274,SNP_9689430,SNP_9690045,SNP_9691166,SNP_9691307,SNP_9692174,SNP_9692178,SNP_9693003,SNP_9693029,SNP_9693800,SNP_9693863,SNP_9693895,SNP_9693937,SNP_9693982,SNP_9693983,SNP_9694067,SNP_9694228,SNP_9694352,SNP_9694406,SNP_9694494,SNP_9694507,SNP_9694508,SNP_9694512,SNP_9694523,SNP_9694604,SNP_9694641,SNP_9694693,SNP_9694695,SNP_9694978,SNP_9695085,SNP_9695435,SNP_9695907,SNP_9695939,SNP_9696373,SNP_9696570,SNP_9696595,SNP_9696638,SNP_9696656,SNP_9696824,SNP_9696861,SNP_9697028,SNP_9697037,SNP_9697356,SNP_9697418,SNP_9698024,SNP_9698063,SNP_9698228,SNP_9698455,SNP_9698750,SNP_9699074,SNP_9699471,SNP_9700616,SNP_9700673,SNP_9700677,SNP_9700930,SNP_9700940,SNP_9700941,SNP_9700946,SNP_9700949,SNP_9701591,SNP_9701655,SNP_9701786,SNP_9701929,SNP_9702066,SNP_9702173,SNP_9702299,SNP_9703648,SNP_9703800,SNP_9703856,SNP_9704842,SNP_9704856,SNP_9706489,SNP_9706492,SNP_9706502,SNP_9706611,SNP_9706648,SNP_9706677,SNP_9708397,SNP_9708453,SNP_9708458,SNP_9708471,SNP_9708485,SNP_9708509,SNP_9708624,SNP_9708631,SNP_9708690,SNP_9708781,SNP_9708782,SNP_9708906,SNP_9709124,SNP_9709133,SNP_9709153,SNP_9709704,SNP_9709766,SNP_9709964,SNP_9710035,SNP_9710348,SNP_9710353,SNP_9710395,SNP_9710473,SNP_9710556,SNP_9710626,SNP_9710972,SNP_9710973,SNP_9711041,SNP_9711078,SNP_9711152,SNP_9711199,SNP_9711201,SNP_9711209,SNP_9711210,SNP_9711211,SNP_9711221,SNP_9711243,SNP_9711245,SNP_9711248,SNP_9711324,SNP_9711340,SNP_9711530,SNP_9711549,SNP_9711636,SNP_9711760,SNP_9711770,SNP_9711771,SNP_9711878,SNP_9711912,SNP_9711993,SNP_9711994,SNP_9712021,SNP_9712062	5.812704e-07	gibberellic acid	1
4	SORBI_3004G103100	SNP_9689239,SNP_9689274,SNP_9689430,SNP_9690045,SNP_9691166,SNP_9691307,SNP_9692174,SNP_9692178,SNP_9693003,SNP_9693029,SNP_9693800,SNP_9693863,SNP_9693895,SNP_9693937,SNP_9693982,SNP_9693983,SNP_9694067,SNP_9694228,SNP_9694352,SNP_9694406,SNP_9694494,SNP_9694507,SNP_9694508,SNP_9694512,SNP_9694523,SNP_9694604,SNP_9694641,SNP_9694693,SNP_9694695,SNP_9694978,SNP_9695085,SNP_9695435,SNP_9695907,SNP_9695939,SNP_9696373,SNP_9696570,SNP_9696595,SNP_9696638,SNP_9696656,SNP_9696824,SNP_9696861,SNP_9697028,SNP_9697037,SNP_9697356,SNP_9697418,SNP_9698024,SNP_9698063,SNP_9698228,SNP_9698455,SNP_9698750,SNP_9699074,SNP_9699471,SNP_9700616,SNP_9700673,SNP_9700677,SNP_9700930,SNP_9700940,SNP_9700941,SNP_9700946,SNP_9700949,SNP_9701591,SNP_9701655,SNP_9701786,SNP_9701929,SNP_9702066,SNP_9702173,SNP_9702299,SNP_9703648,SNP_9703800,SNP_9703856,SNP_9704842,SNP_9704856,SNP_9706489,SNP_9706492,SNP_9706502,SNP_9706611,SNP_9706648,SNP_9706677,SNP_9708397,SNP_9708453,SNP_9708458,SNP_9708471,SNP_9708485,SNP_9708509,SNP_9708624,SNP_9708631,SNP_9708690,SNP_9708781,SNP_9708782,SNP_9708906,SNP_9709124,SNP_9709133,SNP_9709153,SNP_9709704,SNP_9709766,SNP_9709964,SNP_9710035,SNP_9710348,SNP_9710353,SNP_9710395,SNP_9710473,SNP_9710556,SNP_9710626,SNP_9710972,SNP_9710973,SNP_9711041,SNP_9711078,SNP_9711152,SNP_9711199,SNP_9711201,SNP_9711209,SNP_9711210,SNP_9711211,SNP_9711221,SNP_9711243,SNP_9711245,SNP_9711248,SNP_9711324,SNP_9711340,SNP_9711530,SNP_9711549,SNP_9711636,SNP_9711760,SNP_9711770,SNP_9711771,SNP_9711878,SNP_9711912,SNP_9711993,SNP_9711994,SNP_9712021,SNP_9712062,SNP_9712164,SNP_9712202,SNP_9712267,SNP_9712313,SNP_9712386,SNP_9712480,SNP_9712579,SNP_9712609,SNP_9712647,SNP_9712667,SNP_9712878,SNP_9712908,SNP_9713028,SNP_9713043,SNP_9713056,SNP_9713159,SNP_9713177,SNP_9713319,SNP_9713333,SNP_9713362,SNP_9713370,SNP_9713602,SNP_9713837,SNP_9713841,SNP_9713850,SNP_9713854,SNP_9713882,SNP_9713941,SNP_9713944,SNP_9714022,SNP_9714034,SNP_9714064,SNP_9714128,SNP_9714179,SNP_9714184,SNP_9714194,SNP_9714208,SNP_9714215,SNP_9714216,SNP_9714230,SNP_9714269,SNP_9714293,SNP_9714345,SNP_9714346,SNP_9714352,SNP_9714358,SNP_9714377,SNP_9714482,SNP_9714520,SNP_9714524,SNP_9714571,SNP_9714582,SNP_9714602,SNP_9714613,SNP_9714631,SNP_9714660	5.812704e-07	gibberellic acid	1
