,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI534028,-0.210836114,-0.092795943,0.341318538,-0.009571313,0.277632597,-0.039864877,-0.060127971,0.077218609,-0.003829849,0.195926723,0.366733888,0.487870332,0.65459693,0.6732229,-0.009750011,0.261997055,0.277181542,0.256875458,0.336782619,0.319333867,-0.271716249,-0.008231725,-0.038342882,0.340782785,-0.006046409,0.229681148,0.095024969,0.985233155,-0.012700417,-0.004473752,0.673223037,0.38544444,-0.025280794,0.002938343,-0.037855205,0.178446068,0.039488626,-0.079282373,0.041192987,0.013006959,0.600290686,0.032383843,0.986638768,0.095024991,-0.087608017,-0.004467767,0.024029029,0.365302168,-0.113281341,0.667127598,0.214421235,-0.051865755,-0.053677278,0.129121169,-0.005181697,0.332757902,0.135332535,-0.055776635,-0.045378379,-0.018096668,0.08410558,0.219550017,0.589679851,0.669840342,0.07343696,-0.111697023,0.049076748,0.264445635,0.214165513,0.140098203,0.35257212,0.264472037,0.050934681,0.277632629,-0.149969769,-0.089633258,0.022660097,0.118166607,0.445475209,0.61839198,0.205520456,0.246616062,0.118077348,-0.023278426,-0.022985463,0.001294299,-0.03327366,-0.016357727,0.426226349,-0.023871584,0.002938363,0.045056905,0.14150564,0.143187129,0.654360048,0.171724232
PI597946,0.076703941,-0.053532338,0.26501557,-0.150925508,-0.118233648,-0.285853645,-0.249270823,0.028220721,-0.132648212,0.019784364,0.325817575,0.218956763,-0.107306488,0.298884733,-0.08818662,0.225197122,0.211279136,-0.139706284,0.42405182,0.064299978,-0.105040163,0.038086752,-0.167847195,0.413489833,-0.086828441,1.293629925,-0.046200826,1.163775938,0.148797326,-0.087186185,0.298884678,0.226460759,-0.027201577,-0.021453376,-0.092365993,-0.215414582,0.087395265,-0.048313233,0.13217251,-0.113903768,-0.093780887,0.014588045,1.16523616,-0.046200709,-0.167795245,-0.069805644,-0.077373887,0.437217816,-0.116250433,-0.138545701,0.208972542,-0.039080116,-0.080845735,-0.213366977,-0.16871498,0.278524298,-0.15062247,-0.222818219,-0.257831157,-0.124552464,0.024035317,0.137810177,0.516517758,-0.114018757,-0.205226349,-0.286522489,0.079551319,0.232752601,0.209590425,0.004194434,0.213171588,0.236235785,-0.088274519,-0.118233663,-0.162005019,0.014565018,0.269340573,-0.168142847,-0.061266833,0.567516691,0.086041148,-0.174095809,-0.031694532,-0.01459199,0.045384616,0.026143073,-0.141793907,-0.161415176,0.169848021,-0.112612706,-0.02145338,-0.032895416,-0.14108907,-0.03405035,-0.098325573,-0.415076003
PI533987,0.17662273,0.393022484,0.320349549,-0.068807611,-0.103173201,0.105693904,0.146079446,0.126083464,0.334991854,0.125876591,0.639694364,0.382119241,0.013901373,0.423651925,0.021045595,0.340301396,0.352123846,-0.056393127,0.594215157,0.300401749,0.165620297,0.097145556,0.375003014,-0.054767448,0.021320978,0.187167984,0.496529138,1.323485372,0.158711696,0.022715424,0.423652017,0.363593584,0.134606663,0.079989677,0.118046931,-0.262842271,0.158518371,0.324629216,0.190468633,0.096246246,0.046845529,-0.132602202,1.324978595,0.496529228,0.266997448,0.017265505,0.115318718,0.280571543,0.346096371,0.006696015,0.266509973,0.156809799,0.273586842,-0.171481335,-0.074194458,0.274106146,-0.016712308,0.182076986,0.122561819,0.107557658,0.14929622,0.325520048,0.597166147,-0.004489153,0.060030149,0.191272812,0.185427895,0.289518457,0.265816359,0.098816047,0.314365979,0.281450724,0.0924339,-0.103173217,0.016223872,0.02298944,0.108985297,0.11976562,-0.262504882,0.637538829,0.33888829,-0.115729045,0.061658471,0.172657899,0.144790037,0.145526933,0.104238485,0.655617633,0.545126204,0.023489665,0.079989696,0.094504801,7.68E-04,0.035864552,0.001081058,-0.511795589
PI656087,0.016168573,0.128895904,-0.052101967,-0.218047735,-0.10977685,-0.280219029,-0.225427213,-0.073666202,-0.057137824,0.027226348,0.332014697,0.341739308,-0.142146359,0.014834851,-0.059140836,0.231713371,0.233776308,-0.188354519,0.415184596,0.121822439,-0.141754129,0.124133096,-0.133067374,-0.112901457,-0.058384908,0.203204306,-0.090829278,1.233189699,0.03893483,-0.057509856,0.014834901,0.195858061,-0.028943271,-0.152750619,-0.026064533,-0.203430129,0.106314725,0.209962164,0.224769185,-0.102131765,-0.110034226,0.001310416,1.234665662,-0.090829185,-0.116648074,-0.062693371,-0.074821897,0.393110666,0.245053807,-0.188621911,-0.051776394,-0.070288647,-0.147446462,-0.210742867,-0.191429527,-0.082615549,-0.089044929,-0.185959312,-0.248653434,-0.047892776,-0.129460286,0.293487465,0.604200526,-0.180846557,-0.060840044,0.071010829,0.122021285,-0.046765051,-0.052406115,-0.002493667,0.309018929,-0.051027269,-0.014322022,-0.109776868,-0.218404044,-0.079765202,0.109995248,-0.016859595,-0.237068867,0.67338713,0.019075595,-0.147394004,-0.028526265,0.028689027,-0.051259175,-0.014068895,-0.039135182,0.241156822,0.618704916,-0.152130205,-0.152750561,-0.176752765,0.053233307,0.007084771,-0.146090101,-0.633586808
PI534046,-0.005481568,-0.146032123,-0.06731387,-0.237111166,-0.124642266,-0.253577656,-0.224220812,-0.029300676,-0.150658386,-0.093448988,0.229715445,0.10420229,-0.181501319,-0.105925648,-0.1895429,0.081955712,0.066848711,-0.194659453,0.26377863,-0.106796093,-0.371014866,0.196789053,-0.184496654,-0.076749286,-0.192324638,0.382190216,0.144049449,0.981097622,-0.132319623,-0.192515317,-0.10592567,0.039101703,-0.141459638,-0.07204039,-0.150001662,-0.402666842,0.071596147,-0.089599237,-0.040354597,-0.301272049,-0.133900188,-0.023281667,0.982501682,0.144049478,-0.171689907,-0.187970445,-0.147976801,0.467214132,-0.141804985,-0.224943327,-0.114847189,-0.184783884,-0.133562704,-0.202207808,-0.137889555,-0.093584842,-0.262534798,-0.196720532,-0.230136158,-0.081897813,-0.034630426,0.045061416,0.444749015,-0.220146666,-0.284729232,-0.301685188,0.068132153,-0.093652794,-0.115396216,-0.107694885,0.077509763,-0.09605163,-0.134421947,-0.124642286,-0.194595814,0.021548613,0.01254186,-0.248504321,-0.333924617,0.488950309,0.050889421,-0.189799967,-0.219118686,-0.038299085,-0.048924386,-0.081091456,-0.086073085,0.014120105,0.160945304,-0.054336293,-0.072040395,-0.096432845,-0.151276976,-0.171713288,-0.187304665,-1.100210041
PI533830,0.058220723,0.290467451,-0.013966524,0.004821032,-0.108443053,-0.031172602,0.011954105,-0.042982524,-0.075240173,0.040321884,0.347466759,0.094517771,-0.182326943,-0.0145293,-0.066358786,0.050229946,0.058553201,-0.193056121,0.328353612,0.030684459,-0.40739431,0.224033035,-0.009827318,0.194816683,-0.070073879,0.538051264,0.049147465,1.043576581,-0.245912811,-0.067989326,-0.014529335,0.047590478,-0.078197379,-0.047306532,-0.017813592,-0.352494159,0.168422258,0.297400414,-0.036521839,-0.197983594,-0.088608147,-0.037977782,1.04500258,0.049147556,0.147948492,-0.069728571,-0.029744746,0.340727986,0.261520663,-0.238735202,-0.036162763,0.089603008,-0.035615676,-0.13178624,0.029067541,0,-0.267287796,0.069038342,-0.014067629,-0.124443483,0.005016576,0.079679925,0.597462961,-0.227051116,-0.054955623,0.147429317,0.218372362,-0.023661804,-0.036838078,0.028394811,0.032846713,-0.019178789,6.07E-04,-0.10844307,-0.179935455,0.01834054,-0.02988816,0.011142202,-0.384952058,0.653736328,0.156702881,-0.11837608,-0.005316417,0.037692821,-0.026192043,-0.034629137,-0.133600256,0.121915636,0.579260782,-0.039921333,-0.047306483,-0.052025373,-0.028967368,-0.016548113,-0.18490865,-3.155860854
PI597971,0.074966178,-0.048521581,0.068774727,-0.177340042,0.099807932,0.070729888,0.045134354,-0.043582708,-0.125924697,-0.02571343,0.544529137,0.043577654,-0.174843457,0.063686367,-0.034928343,0.056219508,0.054174838,-0.573314943,0.360267237,0.045406249,-0.374226015,0.105248035,-0.137481289,0.222922139,-0.036610668,0.52839399,0.103083876,1.243718437,-0.215691762,-0.034864657,0.063686348,0.05734846,-0.010102171,-0.017880381,0.138277644,-0.152039673,0.178650662,-0.028329955,0.018765508,-0.093400071,-0.106028496,-0.011545266,1.245196593,0.103083967,-0.045567291,-0.037372775,-0.055294691,0.375810994,0.02757133,-0.230033578,0.052084842,-0.021999193,-0.032318071,0.010475969,0.04845458,0.094496109,0.004461937,0.043498657,0.066377928,-0.239256805,0.023734167,0.15837664,0.641681659,-0.213910737,0.005980247,-0.164227878,0.156436796,0.061981495,0.053968182,-0.02729997,-0.017138738,0.065554288,0.023410388,0.099807882,-0.24789521,-0.086397407,0.099901239,0.068679633,-0.445178563,0.695029749,0.11040914,0.322231169,-0.00659923,0.087247874,0.010353887,-0.011855434,-0.270516274,-0.076857248,0.561185915,0.044955589,-0.017880382,-0.02981704,0.223981949,-0.031339228,-0.174715925,-0.378983179
PI656041,0.031951992,-0.085624971,0.001591851,-0.179413507,0.05266846,-0.104068586,-0.077277388,-0.053416766,-0.011132168,-0.074951646,0.527913578,0.00926077,-0.180890302,0.02238073,-0.073438599,0.019986282,0.021341302,-0.311822566,0.246929787,-0.016907725,-0.19482911,0.077643512,-0.024324339,-0.053358663,-0.071358191,0.936750956,0.015505443,0.880824386,-0.320474745,-0.069745223,0.022380642,0.023172398,-0.024916746,-0.009113315,-0.028734837,-0.308330864,0.151793647,0.211347734,-0.016185772,-0.164996014,-0.156141856,-0.030300625,0.882185979,0.015505535,-0.058055435,-0.074070956,-0.038334639,0.236901363,0.171534675,-0.216568844,-0.008360869,-0.054854678,-7.51E-04,-0.086715428,-0.196516206,-0.006685678,-0.158171824,-0.065887365,-0.085404557,-0.02721458,-0.070704777,0.056155292,0.642031898,-0.195465607,-0.033975638,-0.13615151,0.210319737,-6.40E-04,-0.008502811,-0.083290038,-0.043950598,-0.00326524,-0.027510635,0.052668449,-0.139767824,0.02581266,0.09675599,0.00780918,-0.345456176,0.689720278,-0.041841023,-0.027315118,-0.055558173,0.080476629,0.054974748,-0.066567781,-0.026569316,0.170512916,0.624963908,0.295092563,-0.009113316,-0.02255569,0.0703254,-0.046427158,-0.175398003,-0.232093531
PI576387,-0.095293223,-0.02600989,0.30143557,-0.160910461,-0.180550936,0.283945098,0.191712894,-0.022776255,0.14176517,-0.031570803,0.464561179,0.355656571,-0.146780766,0.445122173,-0.074107102,0.275728575,0.256983491,-0.195738339,0.522293962,0.133436608,-0.185125345,0.085675314,0.152180536,0.397602673,-0.075696547,0.195984224,0.207989683,1.376472059,-0.107994513,-0.074298664,0.445122156,0.299711678,-0.052427274,-0.015255153,-0.014886863,-0.260279647,0.16409591,-0.074471097,0.097889348,-0.153804325,-0.155880209,-0.006476712,1.377973848,0.2079898,-0.115737181,-0.071205201,-0.076068579,0.278278854,-0.14727509,-0.172804954,0.244496976,-0.021849309,0.086194293,-0.146178658,0.099228849,0.312900664,-0.204500695,0.168176679,0.272162034,-0.053791071,0.023656781,0.307623806,0.751757879,-0.166766451,-0.043881977,-0.315323798,0.221106095,0.268354247,0.243296054,-0.046038108,0.218367156,0.270638505,0.043917084,-0.180550953,-0.003069282,0.058095782,0.013283658,0.004257222,-0.024944008,0.818910373,0.040050691,-0.212525976,-0.003858128,0.018089909,-0.061507534,0.002272582,-0.056407198,-0.17136447,0.605133232,0.029750289,-0.015255106,-0.028400972,0.014209015,-0.090486535,-0.15027073,-0.016160923
PI534124,0.045789414,0.229202186,0.008435316,-0.20748086,-0.176280299,0.360180079,0.392008422,-0.006357557,0.150245242,0.009622123,0.493359639,0.181665534,-0.008914565,0.153754103,-0.024895926,0.149806989,0.134739978,0.160751026,0.334642788,0.014719477,-0.100424218,0.050038456,0.21076963,0.020633929,-0.023476218,0.197290304,0.242775375,1.052919361,-0.297037411,-0.021267272,0.153754033,0.138230525,-0.042185464,0.013996628,0.046201692,-0.205088389,0.150510477,0.091140545,0.088192877,-0.086283146,-0.099301622,0.014657838,1.054348343,0.242775515,0.356267452,-0.026449613,-0.031452607,0.234795187,0.147873597,0.006937748,0.027818159,0.137042224,0.156276147,-0.053490152,0.274087483,0.002807556,-0.097420625,0.352015769,0.357222714,-0.162280736,-0.016734909,0.261626829,0.714070731,-0.004294862,0.05478863,-0.231975193,0.14757642,0.026303382,0.027364114,-8.26E-04,0.091408974,0.024570957,0.025022946,-0.176280316,-0.055129077,0.097094613,0.020715218,0.099302381,-0.375715948,0.776330363,0.137273875,-0.210398013,-0.022650356,0.047051036,-0.019886588,0.002410437,-0.182761361,-0.17696563,0.267639871,0.010767406,0.013996674,0.007583538,0.137835655,-0.063130028,-0.020335405,-0.352624248
PI597966,0.031302015,0.079207377,0.096977723,-0.017536177,-0.16186853,-0.145729146,-0.099266428,-0.039500852,0.028018189,-0.142022978,0.514950089,0.124276136,0.225821489,0.112168768,-0.122497831,0.173843274,0.16567155,-0.485361667,0.182755742,0.03892246,0.428813629,0.047892719,0.049423009,0.302388219,-0.119171353,0.125868147,0.003419224,0.848988018,-0.391147515,-0.117570562,0.112168749,0.154803157,-0.050513833,-0.066877567,0.067972382,-0.261706441,0.1319841,0.417444642,0.231575706,-0.185530277,0.15166635,-0.012700673,0.850333955,0.003419294,-0.04191851,-0.12073194,-0.104243981,0.408707524,0.395186618,0.236744756,0.176564095,0.103324049,0.034078039,-0.241524113,-0.167432596,0.123123018,-0.189847684,-0.074866523,-0.112602754,0.061850121,-0.130289233,0.397107323,0.746718645,0.205980614,-0.055044456,0.094319474,0.182806905,0.157124919,0.176268165,-0.13784586,0.088005975,0.159803937,0.003882339,-0.161868549,-0.054112581,-0.008809602,0.048786733,-0.111074029,-0.357760517,0.80012981,0.033485354,-0.201622965,-0.051446939,0.031421367,-0.026063877,-0.061156035,0.076027815,0.065761311,0.263901182,-0.045845985,-0.066877569,-0.093010628,-0.039939198,-0.060682779,0.200679253,-0.349996978
PI533912,0.181793596,0.347685712,0.310241011,-0.18243277,-0.157589342,0.088821617,0.111790562,0.051652738,0.100458024,0.0183372,0.758835487,0.232277664,-0.072248608,0.274462418,-0.034559789,0.17450989,0.196872852,-0.467875596,0.344134894,0.230707846,-0.140202412,0.014520151,0.121874267,-0.081262243,-0.036466348,0.106517223,0.348930263,0.904642417,-0.335635338,-0.035004496,0.274462362,0.212124384,0.080584235,0.028455,2.24E-04,-0.193616783,0.151787399,0.415714087,0.072623001,-0.024400288,-0.088071505,7.70E-04,0.906015031,0.348930353,0.206001016,-0.037719258,0.024280114,0.210586134,0.425498192,-0.099304061,0.247593561,0.153367901,0.103212734,-0.203485583,-0.062787145,0.265520105,0.039395472,0.134825768,0.097637196,0.056495211,0.073099103,0.257671166,0.714016914,-0.085238109,0.020574209,-0.01970819,0.217455317,0.27360888,0.246752353,0.015892834,0.150412956,0.265817538,0.053054892,-0.157589355,-0.086708468,-0.049262338,0.299872197,0.052382887,-0.425020938,0.767940883,0.227475371,-0.158078299,0.021182004,0.07455926,0.098611756,0.074275276,0.06034335,0.423941415,0.591629293,0.064039464,0.028455089,0.029755605,0.058813604,-0.052020263,-0.070047526,-0.405148923
PI656111,0.190595926,-0.114661897,0.04300314,0.093811604,0.087284323,-0.033264346,0.031710404,-0.061335624,0.19131137,0.026382299,0.552803334,0.214657923,-0.068265275,0.10839656,-0.072406574,0.100969227,0.104708294,-0.363930195,0.377863396,0.207374852,-0.234786508,0.002590821,0.201083616,-0.052353194,-0.07100818,0.176150656,0.454970344,1.163621289,-0.296336682,-0.069149922,0.108396541,0.105168587,-0.027242982,-0.031585866,0.002775198,-0.303801854,0.152724444,0.39488925,0.017291129,-0.140100356,-0.02637668,-0.016211215,1.165081475,0.454970358,0.09841041,-0.071337338,-0.059631643,0.292179258,0.291793185,-0.115582223,0.021968796,0.124764607,0.142299179,-0.024430408,-0.032222193,0.015397277,-0.074518643,0.048633341,0,-0.004965664,-0.111962381,0.182302352,0.775987472,-0.098269639,0.002117872,-0.040245827,0.22356913,0.033768525,0.02157938,0.016194449,0.15963597,0.029919914,0.084984766,0.087284315,-0.112601875,-0.030275808,0.122795147,0.031572901,-0.14264839,0.84969537,0.229430533,-0.043936289,0.041381077,0.079469903,0.031969716,-0.072693156,-0.002167307,0.012674713,0.233198194,-0.001331695,-0.031585816,-0.026632037,0.192749459,0.021340247,-0.066034374,-0.29642862
PI576333,0.148700093,0.221274201,0.187626327,1.12305598,0.069826867,-0.016990223,-0.008117689,0.01826885,-0.089547245,-0.015012315,0.766045889,0.236185072,-0.068069622,0.311371223,-0.020844191,0.225191348,0.208367124,-0.16423805,0.353748805,0.213832906,-0.213037584,-0.012756695,-0.141399494,-0.011711138,-0.02081598,0.10689158,0.159408697,1.149293535,-0.06988617,-0.018236428,0.311371169,0.229311802,0.05468802,0.041887863,0.046209243,-0.295865416,0.148173804,0.205415947,0.196655308,8.54E-04,-0.069402263,0.046293077,1.150750095,0.159408758,0,-0.018379859,0.008882665,0.163105759,0.154868418,-0.093106049,0.167504568,0.046203906,-0.028367874,-0.05650422,-0.104689833,0.151182914,0.007862384,0,-0.002096786,0.028833098,0.089719349,0.374067041,0.795332214,-0.070258048,0.061468046,0.026455256,0.138322517,0.178997183,0.167983466,-0.013205464,0.17766937,0.173269579,0.040514848,0.069826839,-0.077106898,0.047931155,0.055324278,0.09674029,-0.009087111,0.828801247,0.310596646,-0.012022529,0.025374439,0.026210672,0.082326532,0.066566178,0.026455603,0.05672336,0.606864365,0.120419355,0.041887972,0.046863269,0.079363124,-0.01834229,-0.059611164,-0.35473109
PI656056,-0.029130125,0.131737473,0.078193266,-0.037889386,-0.148626398,0.042142851,0.04307069,-0.015373204,-0.061493134,-0.059271593,0.720551562,0.232092918,-0.058168713,-0.018706153,-0.067612102,0.187814464,0.177625631,-0.066095532,0.45800101,0.13626841,0.295614497,-0.032257506,-0.101753779,-0.002815659,-0.066352599,0.041010779,0.180052103,1.218178194,-0.323531501,-0.06438799,-0.018706204,0.144016285,-0.056237814,-0.032318825,-0.018606804,-0.082072479,0.111111015,0.007752518,0.089280731,-0.137194424,-0.076917271,-0.012267738,1.219651031,0.180052136,0.044640019,-0.068458597,-0.048266364,0.16492027,0.040542256,-0.082815686,0.06678167,0.006862293,-0.04657464,-0.171922755,0.009922736,0.048122503,-0.114466074,0.060908952,0.04419298,-0.006754394,-5.92E-04,0.27653672,0.727594759,-0.082958514,8.97E-04,-0.002032895,0.098457435,0.075507089,0.066762036,-0.071970534,0.151735754,0.071698225,0.024571125,-0.148626408,0.044349972,0.089114553,-0.07252159,0.035562612,-0.36537728,0.768585867,0.022552294,-0.155121023,0.00567049,-0.004416223,-0.078978261,-0.03776782,-0.004707881,0.17950828,0.569901759,-0.067355674,-0.032318774,-0.045397379,-0.112572766,-0.017768392,-0.065294252,-0.387999179
PI534112,0.115647599,0.273615388,0.295990443,-0.031239764,-0.150945824,0.461750467,0.47353403,0.048117945,0.137826986,-0.2287233,1.013823094,0.423625661,0.069417542,0.441285648,-0.030645169,0.359730894,0.342430084,-0.310610654,0.516427391,0.268975103,-0.106958522,-0.00425921,0.169340354,0.201530883,-0.032012629,0.015239376,0.217667604,1.218513157,-0.012948413,-0.029186068,0.441285578,0.361294887,0.002102337,0.025910545,-0.014683192,0.044129209,0.123361342,0.49465773,0.173362229,-0.020194225,0.001234137,0.031807504,1.219986158,0.217667668,0.448552684,-0.029639479,-0.016619611,0.149253567,0.299303572,0.084622075,0.281540242,0.380012492,0.137056469,0.043049418,0.421526393,0.270060292,0.091872365,0.503271879,0.459808973,0.022036124,0.080148421,0.400719879,1.016005197,0.083224131,0.108174751,-0.032465712,0.170730452,0.291184589,0.283385547,-0.028605328,0.296476145,0.287302397,0.068443373,-0.150945834,-0.061861625,0.020710417,0.190962012,0.141560307,-0.129629946,1.039947153,0.317646336,-0.146541145,0.027927403,0.108935784,0.072328379,0.048862698,0.018947865,-0.160329812,0.498851804,-0.067554173,0.025910548,0.030017503,-0.070596879,-0.049808115,0.065426893,-0.383064232
PI576428,-0.211206896,0.036516683,0.08227463,0.113158675,0.30057497,-0.107481692,-0.031051019,-0.028597735,0.089413319,-0.038165318,0.41185172,0.154378185,-0.03620772,-0.089097755,-0.034804754,0.106589952,0.105401272,-0.413371327,0.304677311,0.153952516,0.577299495,-0.0477051,0.003471338,-0.097763802,-0.03509446,0.046961956,0.197148102,0.814869378,-0.356106362,-0.033911965,-0.089097776,0.072921768,-0.006662677,-0.013438865,0.041451192,-0.193087536,0.124849778,0.238965415,0.024931915,-0.099449978,-0.036156351,-0.006577186,0.816197213,0.197148137,0.102388283,-0.038822557,-0.012306461,0.092138816,0.168322176,-0.059705351,0.05200804,0.06348273,0.003264953,0.15398465,0.029372034,0.036345027,-0.110437787,0.015987527,-0.075392264,-0.093823212,-0.066237985,0.143967692,0.653743349,-0.049718554,0.010639504,0.041081066,0.179663781,0.067161075,0.051040196,-0.042534566,0.107328678,0.061536279,0.015082574,0.300574904,0.158163577,0.105113619,0.21758862,0.025826095,-0.46043133,0.704957518,0.01272449,0.285523166,-0.012210037,0.027694015,-0.013992716,-0.019914803,-0.103978847,-0.083771828,0.192499398,-0.025869476,-0.013438816,-0.023411144,0.028796298,-0.013446163,-0.036240266,-0.344567935
PI533919,-0.152449072,-0.07968843,0.012041194,-0.055355155,0.071805264,-0.207578653,-0.200797786,0.002768825,-0.13519868,-0.235882617,0.466712725,0.165900737,1.107302461,-0.069603196,0.012004838,0.16208746,0.165579508,-0.049917588,0.383861548,0.130550868,-0.101155506,-0.039816772,-0.14210637,0.049292121,0.008412531,-0.011009893,-0.064968658,0.841980336,-0.030246165,0.009525105,-0.069603183,0.1270938,-0.025538271,0.011047541,0.012269289,-0.296717121,0.066994838,0.039445558,0.13129167,-0.061169656,0.761223728,0.035381446,0.84332267,-0.064968566,-0.174147206,0.008322444,-0.017897973,0.21785381,-0.111785439,0.480660675,0.020364384,-0.085979734,-0.094876444,-0.07135838,-0.166982869,-0.013514172,-0.096411397,-0.187470059,-0.201794859,0.065949594,0.053565808,0.210394987,0.660291618,0.479159222,0.034210938,-0.090373277,0.056215304,0.022943771,0.019569119,0.022213884,0.1545543,0.021324875,-0.081343519,0.071805281,-0.062018481,0.039155136,0.065551752,0.056884229,-0.28756451,0.715251257,0.080378084,0.039339479,-0.021171549,0.082000033,0.074757673,-0.004874281,0.073255981,-0.124417448,0.114511983,-0.022605583,0.011047589,0.01232974,-0.031707792,-0.034090878,1.072444601,-0.083184547
PI659695,0.166361344,-0.084246467,0.083504509,-0.109323051,0.101964319,0.005226363,0.009320643,0.033242567,0.088526657,-0.02858745,0.610154859,0.154815671,0.005039031,-0.027998095,-0.020806637,0.152518593,0.152471869,-0.282252801,0.421904446,0.137078476,0.28096706,0.237566314,0.141181334,0.043578709,-0.018391262,0.226913996,0.072358088,0.944001351,-0.062477056,-0.01663257,-0.027998146,0.121471114,0.016189081,0.042366756,0.065937049,-0.308189114,0.10775731,0.508066173,0.042494944,-0.052897669,0.031273003,0.04260245,0.945390844,0.072358179,0.023340961,-0.005977526,6.27E-04,0.659456782,0.374596518,-0.031509122,0.075427276,0.20499541,0.120254016,-0.040616017,-0.134227769,0.048992926,0.130149111,0.001854227,0.016789469,0.03958126,0.107764091,0.173236712,0.684727345,-0.023743698,0.071230981,0.086748715,0.154745155,0.083289481,0.074766769,-0.028931525,0.133247186,0.080082337,0.076145087,0.101964334,0.058065553,-2.51E-05,0.042556644,0.093211655,-0.230346937,0.7230538,0.292009603,0.047819598,-0.024423639,0.057613354,0.050826669,0.036725455,0.03432147,-0.149811271,0.110511261,0.071312632,0.042366822,0.059875722,0.068115437,-0.093530097,0.002396032,-0.327133253
