,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI655995,-0.016075166,-0.149045467,-0.033895311,-0.104698886,-0.101767093,-0.370505421,0,0.06961373,0.006715421,0.011560117,-0.010134526,-0.060891434,-0.040811401,-0.088138677,-0.043655025,0.045149489,-0.02370971,-0.057149332,-0.067769641,-0.072523894,-0.009360261,-0.097614234,-0.013549421,-0.012388909,0.057181243,0.095245223,-0.054258774,-0.025983533,0.073293768,0.021733573,0.117622946,0.365825058,-0.071604019,-0.034356579,-0.053695063,-0.01837371,-0.155572405,9.65E-04,-0.050863717,-0.03575897,-0.017267044,-0.047693979,0.007157054,-0.025075314,-0.245911346,-0.02451766,-0.015942442,-0.082075176,0.001230633,0.0289332,-0.143094752,-0.113112242,-0.090802991,-0.004445566,0.087079181,0.090256239,-0.075631175,0.052060295,0.057556565,0.05331358,0.065162763,-0.00636735,0.117289338,0.162055892,-0.017987247,0.023941347,0.114418081,-0.106003858,0.006011488,0.055779289,0.311583088,0.432171508,-0.002709895,0.078448648,9.65E-04,-0.197908945,-0.046533337,-0.199160476,-0.110487103,-0.00748876,-0.118509003,-0.004073685,-0.10006889,-0.088301134,-0.052046307,-0.078740751,-0.068047362,-0.054896467,0.027010551,-0.185698235,-0.0737267,-0.121174248,-0.026868731,-0.016590192,-0.129331149,0.056472207,-0.031342017,-0.025159981,-0.020812258,-0.037634761,-0.04942109,-0.058455793,-0.098554798,-0.172287387,-0.099153406,-0.143168983,-0.131188659,0.118605418,0.033744325,0.123241325,0.045778782,-0.025891804,0.152441763,-0.112864878,-0.019374523,0.063547586,0.006519694,0.031468025,0.018060513,-0.181062268,7.74E-04,-0.037589473,-0.159955573,-0.126249141,-0.084991116,-0.171185316,0.013672048,0.023216283,-0.064736876,-0.109842242,-0.106943859,-0.123603039,-0.18387132,-0.03506443,0.04438486,-0.059427464,-0.03430705,-0.100969804,-0.0559053,-0.037408489,-0.040152052,-0.085917812,-0.109654073,-2.23E-04,0.049501077,-0.080968217,-0.019550428,-0.009594595,-0.056275192,-0.019746148,0.036557748,-0.075312597,-0.051920973,0.048842522,-0.102003182,0.385951351,-0.00134441,-0.206279514,0.255001661
PI656091,-0.004548551,0.095793105,0.077201792,0.011226933,0.023176342,-0.338938145,-0.004538438,0.051519032,0.054506747,0.043568407,0.008308623,-0.01662474,-0.021809362,0.063945385,0.137035212,-0.021746067,-0.059395071,-0.10698461,0.009496161,0.119912619,0.228963023,-0.046508326,-0.055300228,0.046147417,-5.46E-04,0.052392971,0.042998038,0.04210156,-0.030988208,0.002172127,-0.043431453,0.367344903,0.482971924,2.52E-04,-0.023207966,0.169300786,0.065596089,0.270620038,0.008721053,0.010845104,-0.015075525,0.012397077,0.060012078,0.002999726,-0.243233817,-9.19E-04,-0.021069562,0.053420364,0.043862709,0.472618539,-0.036723388,-0.042611978,0.00348373,3.92E-04,0.142560709,-0.076349021,-0.087215532,-0.03594975,-0.058653832,-0.037809661,0.088873789,-0.052011018,0.035726622,-0.004948235,-0.099729804,-0.094523707,0.093596921,-0.050727162,-0.029334097,-0.081881321,-0.066182727,0.107368499,-0.146982228,-0.03883028,0.270620073,-0.150938039,0.01295102,-0.030404293,-0.142018337,-0.023480871,-0.02156026,-0.004667719,-0.114767247,-0.118600733,-0.008984255,0.040978172,0.05230174,-0.009736161,0.082542384,-0.020854018,-0.109657725,-0.225526689,-0.119092321,-0.114317511,-0.139603167,-0.071005945,-0.095926997,-0.027230761,-0.086063934,9.77E-05,-0.033055872,-0.05800374,-0.208352586,-0.1753717,-0.090931435,-0.098606556,-0.09024766,0.078493275,0.131734012,0.213069129,0.068403065,0.097831531,0.134772398,0.17837292,0.035552868,0.128623245,0.222167808,0.215009664,0.11743827,-0.050794458,0.063655163,0.033722482,0.079227856,0.0340968,0.164273353,0.140865034,0.059277439,0.009982183,-0.024145876,-0.021337419,0.083288989,0.177753958,-0.158426773,0.153356041,0.093529773,0.03610247,0.027802553,-0.111693958,-0.060596606,-0.005835228,0.104773121,0.175561433,0.058422488,0.182558073,0.085961016,0.033445971,-0.041213513,-0.032188038,0.011911951,0.125030577,0.054669224,0.030854021,-0.037918848,0.014426186,-0.008300477,-0.05544842,-0.119739451,0.065663574,0.111024261
PI576339,-0.058129514,0.023287113,0.025308105,-0.027338626,0.003955846,-0.202452208,0.013559345,0.08275829,0.002469727,0.010628056,-0.010290862,-0.017792415,0.02588975,0.023640034,0.054325685,0.014417689,3.46E-04,-0.012076349,0.024071991,0.022073232,0.132031066,0.009029754,0.04732017,0.003850614,0.058385453,-0.007425128,-0.012104367,0.007102326,-0.114744705,0.162826615,0.095876331,0.026623796,-0.014018486,0.067440347,0.054651881,0.218724548,-0.019365368,0.298941087,-0.009065168,0.004567879,-0.01484173,-7.88E-05,0.010584426,0.115271317,-0.259248875,-0.022983939,-0.026704394,-0.053593206,-0.004304865,0.365200577,0.010418636,-0.011883752,0.073020974,0.143343553,0.230866004,0.066466987,-0.087162693,0.143331538,0.101360527,0.141551965,0.149645909,0.086449895,-0.068745868,0.13360659,-6.79E-04,0.050178691,0.185469815,-0.010048827,-0.07074772,0.021562851,0.214351636,0.120243895,0.018721966,0.083911276,0.298941053,0.087351547,-0.004921169,-0.031787255,-0.030543509,0.043681718,-0.00545033,-0.019432912,-0.085550405,-0.025424261,0.021861563,0.007922633,0.015806863,0.018027201,0.121611986,0.017179033,0.010967768,-0.086543439,-0.036492399,-0.00665472,0.079381646,-0.018044598,-0.012955889,-0.024189793,-0.005913512,-0.01141847,0,-0.027265743,-0.156146972,-0.153172331,-0.227620281,-0.080109897,-0.108426914,0.090446032,0.058512175,0.085038513,0.027981485,0.075840857,0.21341821,0.134567716,0.006787149,0.108415156,0.055005229,0.057714419,0.056140521,-0.092688234,0.051065457,0.025513339,0.035947386,-0.066302872,0.04317873,-0.164924787,0.043490035,-0.012964867,3.97E-04,0.008325292,0.049081583,0.063046822,0.038772597,0.120249443,0.111186818,-6.12E-04,0.036946728,-0.126501875,-0.025061676,-0.024264097,-0.0017577,-0.019023189,-0.057566521,0.040069901,0.042724014,-0.062963181,-0.061960082,-0.028763377,-0.032396733,-0.011302972,0.087503077,-0.027266896,0.021058546,-0.026746704,-0.077942301,-0.09050692,-0.039390098,-0.006296826,0.023688584
PI533938,0.232545828,0.01706026,0.028826454,0.058894214,0.110730483,-0.080219835,0.542635667,0.090142853,0.066857828,0.035220933,0.020642753,0.031405091,0.072366642,0.179522514,0.200834574,0.10036781,-0.024709114,-0.028364522,0.04261258,0.010546945,0.290035237,-0.042561792,0.103250935,0.125290804,0.030154695,0.09103363,0.038788603,0.075865781,0.52095384,0.190029198,0.07401887,0.053431211,-0.056134582,0.045772828,0.10043475,0.122968577,0.134581555,0.130802715,0.078888624,0.099326694,0.045193874,0.049814796,0.075664263,0.123415201,0.10920519,0.114309323,-0.066552721,-0.037114121,0.057087633,0.00627179,0.028786083,0.29667264,0.133521076,0.38681319,0.589909719,0.264964036,0.412734201,0.279292087,0.134289714,0.284901777,0.432900436,0.450952827,0.153367822,0.333558685,0.235950591,0.169567939,0.338279395,0.291195226,0.102204894,0.276882584,0.163410736,0.481699639,0.093643563,0.109520142,0.130802663,0.028835463,0.08325972,-0.072140551,0.081420911,0.141675715,0.227531115,0.105478461,0.299360505,0.125271391,0.241563108,0.338218322,0.120265109,0.099403964,0.560641087,0.074657337,0.092731131,-0.13819169,-0.094282055,0.05197083,0.159182393,0.051029524,-0.060151618,-0.080494036,-5.76E-04,0.048932537,-0.015845645,0.008487985,-0.078270691,-0.062225163,-0.096231432,-0.168786291,-0.131846519,0.13423049,0.116664203,0.232818573,0.135652258,0.183223395,0.109723316,0.066818964,0.075164779,0.197118517,0.336602378,0.253409766,0.091450748,0.027215217,0.1131037,0.064329773,0.055737177,0.217065225,-0.026439563,0.074102828,0.122039154,0.076171031,0.001503102,0,0.050774641,0.117919334,0.158534634,0.092903259,0.175979456,0.056722976,0.067575306,0.015909427,-0.014748327,-8.27E-04,0.15043118,0.236145191,-0.03549843,0.171556971,0.066946589,-0.102575233,-0.138454972,-0.030439131,-0.024707135,0.17028219,0.118665313,0.183354014,-0.022358178,0.05630095,-0.011926528,0.016953263,-0.14813462,-0.137794526,-0.110369027
PI533937,-0.049924114,-0.13423167,-0.08595831,-0.09275598,-0.087907535,0.061079852,0.021117706,0.132322945,-0.030343814,-0.040877976,-0.04042278,-0.05919647,-0.001710531,-0.044276597,0.072829616,0.022701492,0.028016147,0.004373174,-0.013919547,0.024940818,-0.060674365,0.045310289,0.037118848,-0.035163795,0.082680563,-0.087847011,-0.02604641,-0.061877418,0.009303655,0.047871287,0.133491606,0.018472427,-0.023530607,0.019644656,-0.026176967,-0.011189333,-0.169609647,0.044739082,-0.118524346,-0.028352015,-0.089810996,-0.021219076,-0.03686423,-0.033713,0.142950495,-0.05000563,-0.022141706,-0.04731841,-0.031921998,0.017360126,-0.207005143,-0.048626622,0.007212838,-0.007718796,0.048811361,0.087451566,0.001739389,0.079853865,0.060039846,0.076410894,0.139524109,0.0228946,0.058201727,0.111177569,0.068230312,0.093515944,0.18642579,-0.047924286,-0.066307063,-0.01857374,0.104223,0.29376777,0.160728622,0.050866333,0.044739079,-0.136222615,-0.099246829,-0.109786905,-0.031263981,0.020014657,-0.10052162,-0.037737627,-0.018091994,-0.029127292,-0.001435134,-0.042027659,-0.077157659,-0.053320321,0.062284413,-0.063747629,-0.050437451,-0.119176046,-0.023054127,-0.106946366,-0.087199172,-0.135120465,-0.097002187,-0.113883768,-0.140437876,0.052298682,0.076445351,0.041921838,0.081686224,-0.079806668,0.087310301,-0.053846076,-0.08540443,0.161458146,0.07539333,0.025193284,-0.011990068,-0.038885804,0,-0.082752387,-0.057466995,-0.01449705,0.108772485,0.034772274,0.072831497,-0.149545953,0.005143914,-0.006364487,-0.017875308,0.187245968,0.056765173,-0.109852778,0,-0.012692451,0.016113139,-0.018421047,-0.024866811,-0.04533603,-0.04158039,0.025407206,0.039299405,-0.017258136,0.024771916,-0.02249386,-0.004963913,-0.022499455,-0.052545553,-0.09555552,-0.094506155,0.039674089,0.008883716,0.001189359,-0.070046124,-0.021536941,-0.127171772,-0.229760814,0.031311476,0.026221818,-0.055526381,0.001540357,-0.106650084,0.10544373,-0.072622326,0.08501743,-0.069759082
PI655992,0.275059319,-0.053802801,-0.015365713,-0.02133117,-0.04418254,-0.348548283,0.172610468,0.082837201,-4.54E-04,-0.038052577,-0.008377343,-0.062188096,-0.067897632,4.87E-04,-0.140392479,-0.121532825,-0.097994238,-0.116821872,-0.031194364,0.110406682,-0.161160011,-0.093468241,-0.070359406,-0.007599153,-0.121767744,-0.105927261,-0.070931889,-0.010577586,-0.025143604,0.127558899,0.020574521,0.162814725,0.165606756,-0.042967466,-0.110973784,0.152826789,0.053033046,0.211724332,-0.064250512,-0.038197236,-0.053211879,-0.080054491,-0.003749444,0.138121205,0.049646818,-0.024591206,-0.079117834,-0.105230582,-0.002379394,0.303757423,-0.038973433,0.060971207,-0.001700951,0.037948284,0.125948053,-0.03635954,-0.025852235,0.02609951,0.05124487,0.024187821,0.173966945,0.007861723,-0.089218306,-0.022375227,-0.001473308,-0.06156831,0.155072978,0.054737089,-0.004656852,-0.084300378,0.011605022,0.173269585,-0.110713043,-0.149371258,0.21172433,-0.018783579,-0.032590554,-0.018267803,-0.084246389,-0.002799843,0.029961598,-0.018642361,-0.096344176,-0.055761451,0.069677432,0.130410966,-0.016431765,0.023533097,0.315288315,0.127247012,0.086784775,0.012511273,-0.027773397,0.037528569,-0.134496512,-0.045225067,-0.031075298,-0.044516774,-6.66E-04,0.024860143,-0.027330002,-0.011257813,-0.131723698,-0.149075068,-0.160257621,-0.179366576,-0.166513999,0.022408412,-0.003203759,0.056009214,-0.079528223,-0.095473161,0.03616389,0.02363912,-0.138711206,-0.08345601,-0.01125314,-0.050056,-0.002684063,-0.127969358,-0.113201656,-0.118143484,-0.112631659,-0.119262174,-0.076311722,-0.098879909,-0.116501192,-0.122912606,-0.140251965,-0.16993926,-0.117318299,-0.017815731,0.002659202,-0.082441522,-0.033564434,-0.097641538,-0.108410487,-0.175962928,-0.156697442,-0.079278059,-0.032009868,-0.003335788,-0.121095602,-0.025619616,-0.031391139,-0.144425916,-0.215189119,-0.165207803,-0.169820346,-0.211415587,-0.039152664,-0.078696598,-0.077498742,-0.110601782,-0.165312669,-0.099788927,-0.209777513,-0.228104492,-0.174063522
PI655985,0.27857003,-0.036729609,0.024126301,-0.010940523,-0.063774444,-0.109548264,0.041166703,0.091641589,-0.015649117,-0.027648681,-0.00972623,-0.056208417,-0.027590646,-0.033342289,0.080303748,-0.072054265,-0.056886637,-0.083030808,-0.036477774,-0.017984295,-0.071511645,-0.029176918,0.002475237,-0.013594039,0.003216342,-0.07622917,-0.011380103,-0.025303247,-0.016754222,0.114488044,0.188850194,0.410209332,0.509582607,-0.022092558,-0.018037585,0.081889966,-0.110456798,0.125897995,-0.056339629,-0.053646101,-0.051327511,-0.03968717,-0.012481666,0.279588635,0.051532317,-0.052937754,-0.035274435,-0.067687352,-0.017589584,0.283856224,-0.043427158,-0.008427671,0.047616545,0.025416618,0.10011742,0.093952863,0.05572151,0.03700854,0.112689411,0.036088914,0.08660118,0.057419363,0.077661124,0.05548716,-0.010878655,-0.024446058,0.136669882,-0.00381099,0.014522112,-0.048960504,0.010931984,0.139599659,0,-0.135530516,0.125897993,-0.085981738,-0.031115685,0.021110207,-0.046533927,0.024445642,-0.030256161,-0.030262458,0.017563438,-0.04416019,0.025791408,0.010366586,-0.020777959,-0.0020939,0.338705014,0.070487258,0.066337056,-0.05046629,0.038243803,-0.02319009,0.131336806,-0.066661308,0.027388725,-0.002858489,-0.064814789,0.010653511,-0.042452741,-0.015017442,-0.125360109,-0.155259838,-0.181192701,-0.18440249,-0.166417369,0.055995945,-0.047848849,0.247951609,-0.140860928,-0.093127802,0.103688133,-0.067656725,-0.192976314,-0.078696479,-8.08E-04,-0.038918016,0,-0.139929472,-0.133355451,-0.123845213,-0.160500567,-0.131899469,-0.133339049,-0.149307327,-0.158269233,-0.125702717,-0.132858352,-0.161807682,-0.131392857,-0.095259604,-0.062391251,-0.102301916,-0.046682697,-0.071452339,-0.093900116,-0.161432785,-0.107861545,-0.051696559,-0.028080958,-0.060282659,-0.127123582,-0.032599561,-0.031524487,-0.138124325,-0.216003714,-0.090913573,-0.038594768,-0.016119121,-0.047143366,-0.076800667,-0.075465903,-0.111740982,-0.16819769,-0.065047115,-0.207387484,-0.232547881,-0.183039798
PI656040,-0.069152534,-0.097077144,-0.003828492,-0.033541174,-0.10499197,-0.348901228,0.139507102,0.073400057,-0.054309886,-0.021275126,-0.003545204,-0.060562358,-0.030557281,-0.036002665,-0.221536531,-0.077592062,-0.002155942,-0.104937869,-0.087267354,-0.080234328,-0.118028907,-0.143102455,-0.068204565,-0.064731449,-0.064684752,-0.096240206,-0.074259348,-0.048564943,-0.072272919,0.111763009,0.080786646,0.299994329,0.408117811,-0.01934843,-0.03939215,0.072360805,-0.133610703,0.128188295,-0.049419936,-0.067997713,-0.057785209,-0.049110539,-0.06151265,-0.064435122,0.044400335,-0.091102024,-0.018027707,-0.086767522,-0.057271646,0.344721384,-0.108838968,-0.14879628,0.048486956,-0.060865942,0.056771587,-0.021922772,-0.015699492,-0.008609398,-0.009897816,-0.009775151,0.00984834,-0.067655099,-0.050623954,-0.022702499,-0.062449528,-0.084966572,0.077872937,-0.139429277,-0.011843888,-0.055977465,0.015153992,0.128553506,-0.047063774,-0.095976985,0.128188343,-0.043032464,-0.044479088,-0.004797573,-0.054817693,0.010717662,-0.046497847,-0.07912812,-0.03684489,-0.064925859,-0.019859536,-0.057827871,-0.065431457,0.046901457,0.132583437,-0.189923748,-0.092899123,-0.020183326,-0.057190384,-0.103609643,-0.154026673,-0.127788507,-0.070315751,-0.093480025,-0.134912639,-0.012705986,-0.001258995,0.014623916,-0.033064799,-0.024034116,-0.010708628,-0.159918848,-0.130514729,0.204616837,0.05882458,0.00646816,-0.009470285,-0.109520264,0.153401348,0.022884886,-0.039684995,0.046243306,0.122228612,-0.016733641,0.139828212,-0.019633996,0.033016295,-0.005816613,0.01649209,0.048544558,-0.093143101,0.047737919,0.036906707,-0.023094362,0,-0.045247258,-0.034128001,0.00682061,-0.121939157,0.01957738,0.090622845,0.058093522,0.008383915,-0.068941644,-0.086559317,-0.091634283,-0.100435446,-0.096452596,-0.07101763,0.035398264,-0.016229943,-0.096239596,-0.110073367,-0.071781676,-0.097223635,-0.198936374,0.017216927,-0.021694077,-0.014914053,-0.083701496,-0.095499461,-0.057971832,-0.166402294,-0.195145525,-0.148070678
PI534144,-0.036756031,0.067185587,0.094213972,0.004276938,-0.008615087,-0.324533349,0.234581239,0.075978975,0.012993708,0.006983254,-0.011495156,-0.01923054,-0.060835434,0.024397438,-0.205123527,-0.018518034,-0.027608764,-0.092550682,-0.007310633,0.046421634,0.108236442,-0.083574039,0.002296377,-0.019388329,0.061657427,0.098336431,0.183468522,0.026100153,0.040546785,-0.012204804,0.202716929,0.232311839,0.212272876,0.020687745,-0.005539398,0.082308014,0.138017317,0.109640631,-0.00555044,-0.039509752,-0.03204238,-0.049139017,0.004200965,-0.091068661,-0.017077584,-0.029186773,0.031518124,0.005575863,0.00578158,0.292569672,-0.014653626,0.163278901,0.209746314,0.057655949,0.158690517,0.141190094,0.235093081,0.102531301,0.168974379,0.104263958,0.163785306,0.146971159,0.151445304,0.132909982,0.140768372,8.25E-04,0.227420456,0.15389887,-0.084786734,0.203961374,0.120472606,0.289848847,0.059829019,-0.160856543,0.109640578,0.002731808,0.008524302,-0.003396031,-0.002914512,0.063806594,0.077899346,0.048560183,0.142735487,0.010676359,0.113350292,0.181011499,0.057357453,0.058899518,0.357573961,-0.060143637,-0.044469364,-0.229578732,-0.01144718,-0.061065905,-0.042146476,-0.008183594,0.003082402,0.078845524,-0.0742962,-0.02496366,-0.069032259,0.012410564,0.049310124,-0.020622562,-0.028543878,-0.061758314,-0.051433707,0.068646555,0.182890177,0.10550526,0.112369898,0.092658844,0.17860227,0.174357908,0.035365127,0.148077342,0.282741877,0.29211823,0.25939369,0.179095077,0.126389779,0.112074447,0.243549318,0.06190476,-0.073561881,0.267493747,0.119056904,0.07313651,0.048838194,0.02977668,0.080646619,0.196023476,0.324826268,0.048066051,0.141604253,0.143371771,0.083630828,0.067789103,0.015189016,0.070578318,0.219166316,0.271568096,0.052912151,0.294425236,0.293818802,0.225951895,0.191745862,0.073074194,0.311963128,0.267145335,0.362716111,0.257824042,0.42884626,0.244982376,0.417193597,0.57932128,0.210556652,0.342022354,0.474362444
PI576380,-0.057972312,-0.018497167,0.060116616,0.020536989,0,-0.309096754,0.40221209,0.050640963,-0.004986369,0.019747691,0.010060767,-0.035003229,-0.050964321,-0.061975339,-0.174619727,0.020799046,0.071897989,0.007044923,-0.002214341,-0.039067573,0.178719192,0.013904055,-0.006883663,-0.019776119,-0.006739028,-0.010168777,0.01830805,0.016170649,0.061095406,0.072985244,0.20352714,0.421776409,0.540366979,0.046464552,0.007828221,0.097679557,0.135716124,0.135910055,0.015889054,-0.06573978,-4.77E-04,-0.051927373,0.009820357,0.078365131,-0.283139002,-0.081866807,-0.008708903,-0.066120087,-0.010710714,0.353028048,0.095557063,-0.068655044,0.103992422,0.121489507,0.135700951,0.237422713,0.223990635,0.155795176,0.102853462,0.154855163,0.134402781,0.128813171,0.119744976,0.21141921,0.205656262,0.134110208,0.259288216,-0.039585793,-0.03442776,0.275516223,0.228270812,0.405528312,0.143426851,0.153771345,0.135910005,-0.061352243,0.012130801,0.045027752,0.09708729,0.10454299,0.023497722,0.021869046,0.177373388,0.089215427,0.105915045,0.066447728,0.037956757,0.06054422,0.363756759,-0.140417555,-0.003894722,-0.042551658,0.003315264,0.030927943,0.226205655,0.017904226,0.069930767,0.069546387,0.033661278,0.01096781,-0.07003628,0.066143876,-0.051042779,0.033463056,0.055550452,0.019286547,0.037010544,0.09366069,0.265503556,0.03858282,0.110958808,0.155055711,0.17311597,0.071117428,0.081428056,0.1441957,0.333393579,-0.023728542,0.185784641,0.1197149,0.133057928,0.040852718,0.004760401,-0.052037836,0.11461402,-0.031838726,0.129444104,0.086058797,0.076236746,0.040159725,0.032223998,0.02772363,0.191028541,0.094432103,0.142183026,0.161725787,0.207437754,0.175721665,0.190682965,0.133890083,0.186939265,0.139775909,0.485629936,0.232518146,0.108903341,0.178840288,0.242352954,0.205907706,0.147012489,0.205882422,0.114048065,0.029561187,-0.035583096,-0.056764361,0.096490261,0.477115427,-0.034547508,-0.019283878,-0.006385912
PI533967,-0.07562726,0.003743957,0.048244201,0.037620348,0.036405352,-0.178646641,0.122071971,0.058089697,0.01043425,0.028271166,0.007950023,-0.021477236,-0.00643435,-0.043873419,-0.160590043,0.106027199,0.090165982,-0.00930175,-0.034204781,-0.051862944,-0.004463596,0.052368447,0.038777429,-0.015925508,0.177196012,0.051532505,-0.018949575,0.01270463,0.438041908,0.052715145,0.336630747,0.061445652,0.005992003,0.04970419,0.01953329,0.052176975,0.063596045,0.03803801,0.00833234,-0.015490224,0.004577328,0,0.01336962,-0.03289768,-9.34E-04,-0.022304786,0.023711681,-0.010063933,0.004922612,0.395469951,0.068502927,-0.03844636,0.14452048,0.189214392,0.180752574,0.226533959,0.282637564,0.133478083,0.221000098,0.132511764,0.08597122,0.044714285,0.076028421,0.236206717,0.145430425,0.081849626,0.202722071,-0.041659418,-0.081456788,0.2834139,0.222031956,0.430121191,0.225347551,0.092518548,0.038037947,0.051181714,0.021242517,0.067956139,0.090968359,0.112124198,-0.01739103,0.054761042,0.223856131,0.062795403,0.062307267,-0.016554199,0.074233916,0.018181641,0.27379895,-0.066424878,-0.00762124,0.045899426,-0.006145691,-0.010906401,0.083496807,0.064121799,0.034647434,0.026974199,7.21E-04,0.011186092,-0.006739715,0.090875404,0.079063414,0.10110357,-0.073603931,0.138622777,0.177668871,0.231683431,0.159171666,0.065756315,0.114849834,0.143291276,0.10938966,0.122278596,0.098138829,0.20334608,0.221254007,0.187050665,0.350829421,0.235883855,0.150478989,0.060805743,0.006818941,0.00490849,0.117207158,0.079236079,0.165979346,0.115807478,0.095477374,0.019776094,0,-0.00460826,0.027080094,0.261989778,0.247034051,0.211379541,0.120564633,0.123602278,0.107449517,0.062595016,0.064305222,0.02772402,0.394335045,0.29154581,0.245367756,-0.062061238,0.183184482,0.142749361,0.073561942,0.097252711,0.264205861,0.205325276,-0.025856798,0.043822278,-0.01440401,0.024529774,-0.008360914,0.036619503,-0.05426349
PI597960,0.279559483,0.061518209,0.025700473,0.101091312,0.11854678,0.011851163,0.220123786,0.125288224,0.062213728,0.013978625,-0.003373473,0.030622647,0.010652022,0.018846893,0.015747014,-0.09283993,-0.038237231,-0.005329975,0.002882668,0.242383443,-0.144379411,-0.026424027,-0.011052312,0.105426019,-0.0972263,-0.026891312,0.034860241,0.068253529,0.056993155,0.015565427,0.257338995,0.138774833,0.098622431,0.05021586,0.035692414,0.290895963,0.358206798,0.233128382,0.046063993,0.077388601,0.013508868,0.025429224,0.063105023,-0.069311817,0.038051408,0.094516988,0.020747398,0.013029432,0.05193009,0.267521784,0.256996481,0.050578806,0.20050954,0.172391102,0.225509273,0.108444144,0.04414387,0.181562371,0.05896366,0.179362288,0.224707641,0.122038429,0.102048455,0.125410358,0.115906608,0.148954275,0.414327132,0.087052371,0.38965117,0.207234563,0.214328471,0.246143243,0.130068814,0.196878019,0.233128382,0.241255716,0.031717276,0.027088808,0.093604482,0.145433544,0.026895228,0.042730667,0.059788854,0.127298629,0.181556874,0.158932725,0.152686758,0.160658273,0.32913303,-0.003003259,0.064835196,0.043970907,0.047155371,0.137594818,0.166498586,0.006259641,0.078299852,0.066973516,0.101389888,0.062573945,0.125377242,0.065371841,0.124473935,0.222311976,0.198443542,0.17577182,0.197560334,0.402841118,0.3133684,0.115538524,0.141976198,0.123822022,0.233762655,0.115921464,0.068595319,0.197792397,0.334989352,0.044592683,0.199534863,0.120014284,0.141272699,0.064255186,0.019577309,0.033524997,-0.017439502,-0.014884275,0.170717401,0.10677816,0.027617907,0.003575222,0.013550484,0.042394105,-0.066575896,0.237281372,0.269178619,0.126772163,0.066804981,-0.001208733,-0.009083603,0.012399892,0.0330233,0.036179099,0.051893357,0.318276472,0.008307844,-0.069444666,-0.189888538,0.015043411,-0.010004477,0.044577035,0.233562038,0.213338035,0.006231204,-0.044619394,-0.077167786,0.016807412,-0.1133473,-0.072725613,-0.085469363
