,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SQDG,Sum_TG
PI597968,70.47125699,0.158142989,0.096126602,3.188627648,8.55305619,15.55195985,85.53403555,1.140406187,0.049148837,50.17374612,0.045327466,0.166826969,2.900721064,338.9851208,0.701305573,0.999924554,0.002244078,0.001364054,0.045247208,0.121369429,0.220685149,1.213743577,0.016182572,0.000697431,0.711974616,0.000643205,0.002367305,0.041161761,4.810260741,0.009951654,0.014189112,0.607846119,20.16294034,54.08432113,98.34112769,540.8651766,7.211234567,0.310787325,317.2682299,0.286623302,1.054912205,18.34239435,2143.535565,4.434629562,6.322914231,33.17112623,88.97699507,161.7862229,889.8060869,11.86358577,0.511292769,521.95485,0.471539248,1.73549221,30.17604914,3526.444438,7.295645105,10.40216271,2.682362801,4.877320769,26.8247174,0.357647964,0.01541379,15.73521642,0.014215352,0.052319363,0.909708309,106.3106635,0.219939626,0.313590881,1.818292726,10.00040613,0.133333181,0.005746348,5.86617754,0.005299564,0.019504954,0.339144395,39.6332157,0.081994735,0.116908451,5.499887883,0.073328776,0.003160299,3.226200851,0.002914582,0.01072707,0.18651804,21.79693904,0.045094353,0.064295726,0.013332777,0.000574611,0.586593931,0.000529935,0.001950416,0.033913062,3.963160614,0.00819914,0.01169037,0.043097659,43.99638189,0.039746773,0.146287324,2.54358587,297.2494578,0.614961214,0.876814389,1020.853181,0.922249006,3.394321834,59.01911967,6897.113845,14.26901678,20.34482655,0.00090341,0.003324985,0.057813524,6.756225059,0.013977541,0.019929239,3.680483049,63.99477719,7478.580946,15.47197848,22.06001461,17.38760275,2031.956362,4.203790176,5.993782425,116.862364,0.241769394,0.344715859,0.002068839,0.002949759,1.425804375,-1365188.65,-19372.27614,-8632622.039,-14201985.95,-428143.0136,-159614.1333,-87782.41863,-15960.76511,-1197107.369,-27776621.93,-27209.22307,-30118353.87,-8183261.131,-470637.6863,-4027.281926,-1946638.816,-1365291.656
PI597971,11.55445642,-0.923977448,-0.744953908,-0.775571143,16.1654479,-3.293210995,77.80662481,-11.39540891,0.100096708,-12.48360548,0.022014591,0.108369932,1.527643759,20.9179973,-4.691860387,-0.058747433,-0.079967193,-0.064473298,-0.067123118,1.399066068,-0.285016523,6.733906123,-0.986234964,0.008663039,-1.080414779,0.00190529,0.009379059,0.132212516,1.810383505,-0.406065004,-0.005084396,0.806246851,0.839383196,-17.49550051,3.564168155,-84.20835922,12.33299464,-0.108332415,13.5107253,-0.023825897,-0.117286339,-1.653334465,-22.63907778,5.07789492,0.063581024,1.041099503,-21.69993034,4.420690946,-104.4448845,15.29679728,-0.134366311,16.7575542,-0.029551615,-0.145471997,-2.050655408,-28.07958598,6.29818884,0.078860493,-20.84328181,4.246175252,-100.3217119,14.69292535,-0.129061929,16.09601593,-0.028385006,-0.139729196,-1.969701648,-26.97108767,6.049555128,0.075747316,-0.203719131,4.813143767,-0.704923797,0.006192016,-0.772239999,0.00136183,0.0067038,0.094500553,1.293994291,-0.290240049,-0.003634136,-23.62637102,3.460272946,-0.030394866,3.790709281,-0.006684841,-0.032907072,-0.463876673,-6.351854569,1.424706888,0.017838952,-0.14645808,0.001286481,-0.160443992,0.00028294,0.001392811,0.019633852,0.268845967,-0.060301554,-0.000755044,-0.008783951,1.095494298,-0.001931883,-0.009509964,-0.134057827,-1.835651311,0.411732517,0.00515536,-124.7154448,0.21993322,1.082652312,15.26167831,208.9778744,-46.87327361,-0.586906739,-0.00176348,-0.00868098,-0.122371999,-1.675637486,0.375841771,0.004705967,4.922641117,69.39232876,950.1878543,-213.1250277,-2.668567934,14.09656465,193.023995,-43.29485384,-0.54210085,13.69298122,-3.071305308,-0.038456238,-0.224297781,-0.002808464,0.012521138,-253086.4954,-21903.79939,273909.819,339734.4357,326322.7334,-15656.01503,76850.98095,-3252.762808,22209.51415,-2528419.767,20273.50959,-11496306.77,-2335394.05,-165671.1481,-12098.98308,53941.60835,4308043.51
PI597972,-26.57723831,0.068711399,0.041314191,-1.262306759,5.530083881,10.55914069,128.4613618,0.520689583,0.017248444,98.81912973,0.038265099,0.187047276,1.604081171,-835.6225243,0.170750094,2.317832222,-0.002585348,-0.001554495,0.047495784,-0.208075941,-0.397300147,-4.833510551,-0.019591561,-0.000648993,-3.718186539,-0.00143977,-0.007037875,-0.06035545,31.441285,-0.006424674,-0.087211177,0.601271271,-18.37114029,80.48277177,153.673783,1869.578597,7.577921373,0.251027398,1438.176642,0.556895931,2.722216073,23.3451972,-12161.33758,2.485032985,33.73286296,-30.55383014,133.8543443,255.5814494,3109.376226,12.60316555,0.417494415,2391.893161,0.926197471,4.527434126,38.8263972,-20226.04131,4.132964776,56.10256895,-4.380935015,-8.364956152,-101.7671504,-0.412490529,-0.013664225,-78.28456039,-0.030313629,-0.148178939,-1.270753847,661.9805511,-0.135268304,-1.836187761,1.909399734,23.22955032,0.09415582,0.00311902,17.86937266,0.006919443,0.033823587,0.290064528,-151.1048552,0.030876583,0.419131476,12.16589167,0.049311738,0.001633508,9.358633682,0.003623884,0.017714252,0.151913988,-79.13736057,0.016170832,0.21950955,0.004053278,0.00013427,0.769251768,0.000297872,0.001456059,0.012486877,-6.504854943,0.001329194,0.01804303,0.033126155,189.78511,0.073489273,0.359229918,3.080686121,-1604.838184,0.32793069,4.451466477,5729.162059,2.218466735,10.84429867,92.99860269,-48446.25605,9.899449263,134.3792084,0.000387224,0.001892825,0.016232496,-8.456080584,0.001727905,0.023455299,4.888195302,41.92021509,-21837.7203,4.462293308,60.57301031,8.575806101,-4467.440222,0.912871322,12.39169194,-520.9353114,0.10644729,1.444959435,-0.000204339,-0.002773779,13.57441256,517964.0115,-19489.00805,7538254.43,12537193.76,-410331.33,93662.95748,49053.61398,4032.060724,994765.4586,30029608.34,5241.535853,13536199.52,2769160.944,322903.866,-619.8540566,3033462.523,223469.1565
PI597973,4.718847389,0.09313775,0.059483322,-0.682269358,6.373780027,-35.66264116,-58.51035737,0.613163576,0.022910585,3.794106377,-0.012246323,-0.087450679,3.460771113,-29.18733069,0.638082395,-0.113105914,0.019737394,0.012605477,-0.1445839,1.350706963,-7.557489832,-12.39929003,0.129939268,0.004855123,0.804032439,-0.002595194,-0.018532212,0.733393312,-6.185266927,0.135219969,-0.02396897,0.638659635,-7.325379416,68.43390587,-382.9021111,-628.213128,6.583405492,0.245986027,40.73650448,-0.131486132,-0.938939136,37.15755542,-313.3780947,6.8509535,-1.21439388,-11.46992704,107.1523894,-599.5401779,-983.6430764,10.30815967,0.385159815,63.78437317,-0.205878257,-1.47017141,58.18052902,-490.680916,10.72708079,-1.901472731,-9.342028854,52.27061827,85.75844231,-0.898711878,-0.033579971,-5.561009494,0.017949396,0.128176178,-5.072441073,42.77977657,-0.935235312,0.165778974,-5.595210536,-9.179852005,0.096200932,0.003594505,0.595267857,-0.001921359,-0.013720379,0.542969964,-4.579281143,0.100110514,-0.0177455,1.640662482,-0.017193443,-0.000642425,-0.106388822,0.000343394,0.002452165,-0.097041918,0.818428746,-0.01789218,0.003171552,-0.010479573,-0.000391565,-0.064845039,0.000209302,0.001494619,-0.059148008,0.498840411,-0.010905461,0.001933092,0.037364557,6.187755643,-0.019972358,-0.142622103,5.64412377,-47.60121415,1.040639758,-0.184462871,165.6049533,-0.534526835,-3.81704257,151.0555535,-1273.967057,27.85098646,-4.936840911,-0.003227723,-0.023049085,0.912143933,-7.692807684,0.168177255,-0.02981095,7.140974635,-282.5967634,2383.354724,-52.10400047,9.235908448,-39.57397663,333.7576236,-7.296483061,1.293368051,-8.433765115,0.184375786,-0.032682287,-0.021861622,0.003875172,-0.177259104,296694.7524,62874.41147,3185547.771,4987864.579,-434864.5428,46549.26137,-8319.483435,-5070.807388,483875.3704,12950116.77,78198.8492,-24227252.82,-3392709.548,85730.82203,-10165.18967,464978.7465,-2623158.616
PI597976,156.2431922,0.172835695,0.151861829,-3.302567292,6.799980702,9.575850239,98.30539003,1.425496456,0.084050515,23.47721553,0.083406508,0.166438205,3.897954057,104.459618,0.40731694,0.346604148,0.001106197,0.000971958,-0.021137352,0.043521773,0.061288112,0.62918191,0.009123575,0.000537947,0.150260726,0.000533825,0.001065251,0.024947993,0.668570685,0.002606942,0.002218363,0.878648527,-19.10813207,39.34361296,55.40435511,568.7794402,8.247697062,0.486302985,135.8354563,0.482576862,0.96298513,22.55294573,604.3868301,2.356671401,2.005396788,-21.747185,44.77741868,63.05633415,647.3344264,9.386798941,0.553467024,154.595896,0.54922628,1.095984459,25.66776708,687.8596067,2.682154843,2.282365163,-2.058998379,-2.89951707,-29.76635488,-0.431632827,-0.025450054,-7.108777341,-0.025255052,-0.050396613,-1.18027998,-31.62982274,-0.123333426,-0.104949912,1.408217267,14.45671603,0.209632427,0.012360405,3.452541494,0.012265698,0.024476276,0.573230165,15.36175213,0.05989972,0.050971343,10.26596987,0.148863696,0.008777342,2.451710809,0.008710089,0.017381037,0.407060883,10.90865202,0.042535851,0.036195653,0.014500695,0.000854994,0.238819209,0.000848443,0.001693073,0.039651478,1.062603159,0.004143384,0.00352579,0.058962275,16.46950115,0.058510498,0.116758063,2.734453698,73.27946523,0.285736901,0.243146271,279.3226864,0.992337857,1.980216365,46.37632589,1242.819494,4.846096924,4.123759978,0.003552658,0.00708935,0.166031361,4.449404056,0.017349457,0.014763427,1.99550622,46.73441166,1252.415682,4.883515117,4.155600788,23.4198276,627.6180298,2.447256274,2.082479496,26.798576,0.104495059,0.088919506,0.003899277,0.003318068,0.850944594,1857550.771,11888.84293,10747495,12231847.74,-562456.6001,273170.0062,193982.8552,18895.7164,1303090.416,22100409.25,79121.42596,22271053.26,11160603.27,476545.0653,17782.47715,4560455.476,5359286.032
PI597980,-150.2772667,0.166073421,0.084932102,-3.02803111,9.450880978,60.86338486,59.75478271,1.372105062,0.047328658,231.0592913,0.021031702,0.096043006,3.056374865,-179.1529675,0.490427474,0.334921905,-0.001105113,-0.000565169,0.020149629,-0.062889625,-0.405007266,-0.397630221,-0.00913049,-0.000314942,-1.537553194,-0.000139953,-0.000639105,-0.020338238,1.192149495,-0.003263484,-0.002228693,0.511412974,-18.23308689,56.90784799,366.4848031,359.8094293,8.2620389,0.284986351,1391.308076,0.126640986,0.57831654,18.40375692,-1078.757617,2.953076249,2.016709861,-35.65237452,111.2757221,716.6122518,703.559447,16.15531736,0.557252876,2720.517753,0.247629592,1.130821018,35.98609705,-2109.366933,5.774347538,3.943407702,-3.12113074,-20.09998664,-19.73387345,-0.453134401,-0.015630176,-76.30677591,-0.006945669,-0.031717972,-1.009360457,59.16483716,-0.161962495,-0.110607155,6.439969459,6.322667998,0.145182768,0.005007857,24.44843945,0.002225369,0.010162334,0.323395763,-18.95621878,0.05189225,0.035438168,0.981785401,0.022544015,0.000777621,3.796359533,0.000345556,0.00157801,0.050216972,-2.943526193,0.008057841,0.005502847,0.022962263,0.000792048,3.866791591,0.000351967,0.001607286,0.051148623,-2.998136039,0.008207334,0.005604939,0.034493465,168.397667,0.015328055,0.069996831,2.227507901,-130.5679663,0.357427057,0.244093484,4882.016535,0.444375619,2.02927803,64.57767851,-3785.295734,10.36216732,7.076513866,9.10E-05,0.000415664,0.013227665,-0.77535496,0.002122518,0.001449506,4.566582737,145.3222808,-8518.234512,23.31848751,15.92462224,31.82298213,-1865.34111,5.106331989,3.487207647,-58.61616307,0.160460511,0.109581422,-0.002737479,-0.001869475,0.682918317,1387106.807,-9230.316981,8352370.904,16331949.57,-458088.6908,146770.1064,22790.49727,23213.31856,1010933.379,29307968.22,6003.250502,65953141.8,14442559.26,453840.5358,-7742.583479,2828362.765,4141582.815
PI597982,87.59661771,0.097243873,0.075406897,-13.1039832,9.405396091,13.87199987,95.06909957,1.093525914,0.042764147,-27.11356755,-0.082921421,-0.672635604,4.509692588,-146.5393861,-0.946749368,0.673520237,0.001110133,0.000860843,-0.149594625,0.107371681,0.158362277,1.085305598,0.012483655,0.000488194,-0.309527562,-0.000946628,-0.007678785,0.051482497,-1.672888634,-0.010808058,0.007688884,0.77544111,-134.7538186,96.71967822,142.6516598,977.6358837,11.24519089,0.439761866,-278.8203179,-0.852716152,-6.916997275,46.3750821,-1506.926676,-9.73582541,6.92609434,-173.7769857,124.7285926,183.9619515,1260.748072,14.50166977,0.567111881,-359.5634981,-1.099653013,-8.920080699,59.80477632,-1943.315434,-12.55520927,8.931812171,-0.717750927,-1.058609406,-7.254977217,-0.083449887,-0.003263446,2.069108845,0.006327955,0.051330622,-0.344146701,11.18281242,0.072248976,-0.05139813,1.474897998,10.10793152,0.116265801,0.004546767,-2.88276722,-0.008816367,-0.071515925,0.479479284,-15.58035246,-0.100660234,0.071609981,6.853308858,0.078829723,0.003082767,-1.954553619,-0.005977611,-0.048488726,0.325093183,-10.56368134,-0.068248946,0.048552497,0.011502433,0.000449822,-0.285198531,-0.000872223,-0.007075229,0.047435945,-1.541398696,-0.009958539,0.007084534,0.039106661,-24.79462737,-0.075829407,-0.615107146,4.123992428,-134.0063224,-0.865776802,0.61591612,-634.0256842,-1.939040691,-15.72896108,105.4549876,-3426.687926,-22.13885779,15.74964743,0.0030583,0.024808082,-0.16632605,5.404651597,0.034917919,-0.024840709,8.11172306,-54.38513389,1767.207848,11.41742816,-8.122391399,-6.70451068,217.8585037,1.407521938,-1.001315175,-32.49431824,-0.209936564,0.149349479,0.006460716,-0.004596172,-0.711402891,859669.7627,9813.96069,8840348.882,11400412.97,-65603.69848,91401.76069,61971.58095,9042.578152,786144.8476,20102581.8,-31706.25781,-10367282.08,-1278061.64,190627.1317,-5866.475802,-908022.5363,1276382.973
PI598069,25.06294292,0.112372448,0.07483591,2.133471378,14.30239572,7.068074387,99.58489568,0.916183367,0.030145027,300.009271,-0.137985023,0.734628536,4.133140302,-101.7304509,0.499604903,0.139272407,0.004483609,0.002985919,0.085124536,0.570659071,0.282012947,3.973391952,0.036555299,0.001202773,11.97023318,-0.00550554,0.029311344,0.164910414,-4.058998626,0.019934008,0.005556906,0.665963153,18.98571593,127.276712,62.89864202,886.2038458,8.153096087,0.268259944,2669.776053,-1.227925753,6.537443549,36.7807267,-905.2970953,4.445973291,1.239382155,28.50865823,191.1167478,94.44763079,1330.710027,12.24256334,0.402814995,4008.894546,-1.843834373,9.816524407,55.22937195,-1359.380156,6.676004925,1.86103713,6.7038142,3.312945493,46.67739943,0.429433165,0.014129567,140.6202465,-0.064676294,0.344334845,1.937284158,-47.68306335,0.234174645,0.065279717,0.494188143,6.96281222,0.064058035,0.002107691,20.97615511,-0.009647686,0.05136402,0.288982376,-7.112825912,0.034931554,0.009737698,14.08939553,0.129622768,0.004264956,42.4456867,-0.019522294,0.103936164,0.584761857,-14.39295136,0.070684726,0.019704434,0.009200023,0.000302707,3.012598135,-0.001385602,0.007376907,0.041503687,-1.021544986,0.005016874,0.001398529,0.032902831,327.4554874,-0.150608522,0.801835705,4.511258828,-111.0372165,0.545311038,0.152013682,9952.197893,-4.577372727,24.36980879,137.1085303,-3374.700973,16.57337737,4.620079075,-0.000459936,0.002448686,0.013776709,-0.339091024,0.001665298,0.000464227,-5.323972994,-29.95354288,737.2571941,-3.620718337,-1.009329882,5.626163564,-138.4787629,0.680078269,0.189582081,-24.61335532,0.120877799,0.033696511,-0.004911065,-0.001369034,0.278765092,-753230.6711,-30053.56049,-6702983.55,-10065096.72,-353054.0315,-52664.65045,-106568.017,-7563.703973,-822139.6483,-24986896.82,-2510.691315,5458785.706,-1025321.825,-182241.7378,7404.180997,-1507652.68,-5408326.657
PI598070,6.338047835,-0.072073404,-0.033245265,0.588354538,-1.899711149,1.324096668,16.46598455,-0.60618404,-0.016035477,5.897245306,-0.033405775,-0.076841852,-1.684485867,8.365530302,-0.527884171,-0.131196686,-0.011371546,-0.005245348,0.092828984,-0.299731273,0.208912382,2.597958391,-0.095642074,-0.002530034,0.930451372,-0.005270673,-0.012123899,-0.265773612,1.319890686,-0.083288133,-0.020699857,0.461269524,-8.163268339,26.35800502,-18.37150171,-228.461313,8.410648098,0.222488129,-81.8227663,0.463496563,1.06616099,23.37180943,-116.0695876,7.324257493,1.820320379,-17.69739365,57.14230763,-39.82812817,-495.2881154,18.23369563,0.482338671,-177.3860229,1.004828065,2.311362307,50.66844487,-251.6307315,15.87847694,3.946327007,-3.228854415,2.250508123,27.98650045,-1.030304009,-0.027254786,10.02328515,-0.056778308,-0.130604673,-2.863045591,14.2185192,-0.897221209,-0.222989164,-0.696998946,-8.667625371,0.319092742,0.008441008,-3.104285254,0.01758466,0.040449229,0.886706312,-4.403580148,0.277876019,0.069061387,12.43563627,-0.457809505,-0.012110503,4.453787589,-0.025229106,-0.058033415,-1.272177408,6.317915078,-0.398674948,-0.099083919,-0.036814321,-0.000973855,0.358147142,-0.002028775,-0.004666703,-0.10230095,0.508049201,-0.032059071,-0.00796774,0.026453149,-9.7284734,0.055108305,0.126763238,2.778835728,-13.80031435,0.870831523,0.216430453,-367.7623908,2.083241764,4.791990451,105.0474446,-521.6889013,32.91976754,8.181651693,-0.005664641,-0.013030126,-0.285639443,1.418548809,-0.089513687,-0.022247114,2.30025652,50.42498977,-250.4216794,15.80218298,3.927365433,21.92146369,-108.8668491,6.869748152,1.707359766,-4.966221721,0.313379994,0.0778853,-0.063102296,-0.015683009,0.248533094,163613.1954,25814.44629,-2270091.128,-4921398.471,278086.0599,-86125.30147,123565.8992,9936.435619,-269906.8017,-10203201.12,27744.00367,-4897751.809,-2129219.836,-97129.45569,19558.01838,-309941.4693,-1247083.291
PI601816,60.46372055,0.092194329,0.048669598,-0.385127218,9.056598624,-16.64280071,-129.9358908,0.64834864,0.016602675,-4.716716886,0.019216937,0.095839417,1.790049268,34.66204834,0.366071071,-0.183191838,0.001524788,0.000804939,-0.006369559,0.149785666,-0.275252673,-2.148989338,0.010722937,0.000274589,-0.078009042,0.000317826,0.001585073,0.029605344,0.573270186,0.006054392,-0.003029781,0.527902296,-4.177341707,98.23379243,-180.5187023,-1409.36966,7.032413426,0.180083475,-51.16059647,0.208439466,1.039537005,19.4160452,375.967248,3.970646277,-1.987018501,-7.913096306,186.0832832,-341.9547588,-2669.754746,13.32142989,0.341130313,-96.91300239,0.39484478,1.969184475,36.77961879,712.1909697,7.521555235,-3.763989126,-23.51586231,43.21377443,337.3843364,-1.683466165,-0.043109587,12.24716579,-0.049897634,-0.248851322,-4.647942773,-90.00155467,-0.950519865,0.47566578,-1.837643624,-14.3470961,0.071588536,0.001833213,-0.520804452,0.002121871,0.010582275,0.197651386,3.827270013,0.04042037,-0.020227444,7.807333215,-0.038956703,-0.000997589,0.283408843,-0.00115467,-0.005758611,-0.107556973,-2.082705245,-0.021995761,0.011007272,-0.004989758,-0.000127776,0.036300339,-0.000147896,-0.00073759,-0.013776404,-0.266762694,-0.002817321,0.001409863,0.025607635,-7.274969967,0.02963982,0.147820804,2.760936257,53.4620514,0.564620712,-0.282551435,-284.0937866,1.157460259,5.772528559,107.8169174,2087.738739,22.04892074,-11.03387468,-0.004074219,-0.020319095,-0.379511705,-7.348765926,-0.077611415,0.038838845,4.987236941,93.1495631,1803.723906,19.04939766,-9.532832426,18.67758926,361.6679793,3.819629563,-1.911445664,19.36373984,0.204503349,-0.102338992,0.010561149,-0.005285084,-0.500426974,-390291.7807,-6454.974606,-4233359.936,-8019211.072,1013410.018,-43094.74196,23451.0878,3003.725748,-601978.2513,-23507764.52,82746.49298,-20309781.13,-4072351.359,-218034.0998,-11259.91681,-1066163.954,2130508.565
PI607931,-266.1973643,0.048541611,0.048217045,0.025115395,2.258491502,-109.9589364,-14.79053995,1.377959258,0.031621116,3.46465973,-0.022150877,-0.055154203,-2.627751918,-15.89159337,0.079013781,-0.021704639,-0.000182352,-0.000181133,-9.43E-05,-0.008484274,0.413072972,0.055562308,-0.005176457,-0.000118788,-0.01301538,8.32E-05,0.000207193,0.009871442,0.059698538,-0.000296824,8.15E-05,0.993313648,0.517399297,46.5269168,-2265.251068,-304.6981674,28.38717599,0.651422871,71.37504609,-0.456327609,-1.136225219,-54.13400704,-327.380839,1.627753572,-0.447134696,0.520882098,46.84010625,-2280.499289,-306.7492006,28.57826031,0.655807833,71.85549726,-0.459399315,-1.14387356,-54.49840256,-329.5845574,1.638710568,-0.450144521,89.92458455,-4378.148718,-588.9033273,54.86512288,1.259033158,137.9496388,-0.881964108,-2.196031626,-104.6271369,-632.7431078,3.146029734,-0.864196568,-48.68689402,-6.548857915,0.610123729,0.014000989,1.534059228,-0.00980782,-0.024420815,-1.163498696,-7.036375103,0.034985202,-0.009610237,0.134509667,-0.01253158,-0.000287572,-0.031508669,0.000201447,0.000501589,0.023897575,0.144522982,-0.000718575,0.000197389,-0.093164906,-0.002137928,-0.23424836,0.001497638,0.003729019,0.177664367,1.074443085,-0.005342184,0.001467468,0.022947787,2.514341198,-0.016075132,-0.040026004,-1.906988108,-11.53270192,0.057341159,-0.015751292,109.5679156,-0.700509039,-1.744220644,-83.10117665,-502.5627035,2.498766385,-0.686396988,-0.006393377,-0.015919082,-0.758444443,-4.586768863,0.02280564,-0.00626458,2.4899331,118.6296993,717.4250087,-3.567072294,0.979854577,47.64372956,288.1302347,-1.432597644,0.393526467,6.047600332,-0.030068965,0.008259775,-0.004972049,0.001365794,-0.274694342,107053.1472,-402.1570519,2205389.248,2220234.518,4262451.191,47400.28783,-973.57387,-7237.947203,77689.63171,3385495.579,30898.60349,-4832907.77,-1940978.964,-40739.44215,-6736.464037,1354866.785,-4932270.447
PI609456,-71.75773452,0.085838488,0.058928245,-3.768802577,3.892774504,6.701905863,44.4397081,0.696957561,0.020629505,31.32288917,0.088895575,0.238875488,5.579064184,158.0343936,0.241382528,-0.657146102,-0.001196226,-0.000821211,0.052521203,-0.054248849,-0.093396286,-0.619301994,-0.009712647,-0.000287488,-0.436508892,-0.001238829,-0.003328916,-0.077748611,-2.202332539,-0.003363854,0.009157843,0.686501433,-43.90574287,45.34998928,78.07576799,517.713082,8.119406324,0.24032931,364.9049505,1.035614415,2.782848274,64.99490291,1841.066841,2.812054751,-7.655611347,-63.95579206,66.05956976,113.7299418,754.1325587,11.82722415,0.350078381,531.5428828,1.508539336,4.053667104,94.67555321,2681.810632,4.096211045,-11.151632,-1.032894248,-1.778258672,-11.79146617,-0.184928116,-0.005473756,-8.311098427,-0.02358722,-0.06338233,-1.480328054,-41.93225579,-0.064047538,0.174364692,1.721627044,11.41594717,0.179038771,0.005299435,8.04641757,0.022836045,0.061363813,1.433184526,40.59685283,0.062007837,-0.168811756,6.630906045,0.103993935,0.003078155,4.673728609,0.013264223,0.035642919,0.832459348,23.58051529,0.036016998,-0.098053616,0.015683216,0.000464213,0.704840119,0.002000364,0.005375271,0.125542323,3.556152828,0.005431686,-0.014787363,0.02959937,44.94231918,0.127548046,0.342740363,8.004883647,226.7489478,0.346337483,-0.942878216,1518.353923,4.309147377,11.57931288,270.4410167,7660.600537,11.70083978,-31.85467203,0.002838039,0.007626228,0.17811461,5.045332594,0.007706266,-0.020979741,2.687147101,62.75975107,1777.7532,2.715349177,-7.392337566,23.35553236,661.5764351,1.010495174,-2.750998471,28.3263265,0.043265774,-0.117787873,0.001527405,-0.004158247,-2.722426135,894096.7373,-12459.93541,10416035.51,15172634.77,-237236.289,229681.1018,133409.325,20119.32066,1282856.787,43340679.13,28544.51684,10057831.71,3742940.498,160259.2671,5657.608554,3704065.685,-1360575.274
